SHIR FPGA b16,SHIR FPGA b32,SHIR FPGA b64,SHIR FPGA b128,SHIR FPGA b256,SHIR FPGA b512,SHIR FPGA b1024,SHIR FPGA b2048,SHIR FPGA b4096,SHIR FPGA b8192,SHIR FPGA b16384,SHIR FPGA b32768,SHIR FPGA b65536,SHIR FPGA b131072,SHIR FPGA b262144,SHIR FPGA b524288
260075,286660,387607,488026,653972,996603,1865739,3541190,7300542,13853148,26250561,62365901,122499977,242914899,476570395,953631923
242165,286804,404408,482104,665750,995660,1845593,3611173,6673665,13377720,26564613,61732579,122760889,242534500,478458197,958664509
242731,280280,409476,477793,646442,1026392,1811478,4260539,6423191,13971517,25810611,62065206,124708749,242800160,477078302,945518326
243784,284429,378525,464182,643016,1001402,1823481,3483603,7277462,13323267,26523521,61494995,124271906,241750942,480266405,954688853
246956,290258,406697,466920,652875,986994,1824091,5049831,6773320,13934028,25835936,62235308,124639422,242970067,476667961,948473606
249920,283431,374116,453772,661396,983582,1799613,3462183,7396151,13387137,26761468,61255900,132490161,243336590,479883733,943945830
243050,279987,377276,481612,651532,993860,1863764,3546501,6806347,14057444,26333741,62186574,123968897,241431763,476627332,942760326
244200,290082,355577,450941,640169,986321,1806926,4470173,6488014,13357502,26838845,61495193,123595417,242256006,479622362,950831123
248168,278244,386461,461174,627434,1003605,1824638,3630729,7616673,13964926,26519828,62365282,124472073,242496751,478427666,949306928
251347,313816,359214,456557,650806,977545,1928067,5171100,6879222,13410730,26792112,61359050,124623533,242405469,477859595,949150197
246126,286453,376227,487884,633871,996959,1802570,3524396,7443528,14022673,26213860,61891747,124184558,242221041,478087001,963387101
244708,277710,370304,474357,637306,974706,1826598,3604685,6807551,13303951,26672963,60871860,123980956,242851718,479371868,941679231
246746,275503,375248,498409,763881,963929,1820251,4492492,6695292,14097748,26319948,60145550,124424618,241927632,477423755,938981379
241108,275002,360108,463343,750885,969908,1823744,3624748,7228721,13398462,26233002,59514189,124246497,241481610,478556092,947772946
241911,273012,375646,459621,755512,998511,1835718,5157010,6566391,14070163,25674335,59996418,123866281,242082795,476287029,945297738
218355,318605,367261,477066,762674,999055,1821411,3565227,7339448,13241241,26288415,61317613,124592567,241455463,478414670,946708780
223363,313976,376605,461191,759871,1046460,1854182,3641825,6758948,13951570,25851333,61842895,123986943,242862710,477391974,953250395
214383,334664,380402,460636,745785,985516,1811128,4426105,6739235,13327992,26110210,61898706,124852220,241811539,479288062,952329884
227654,323841,387480,466274,760115,1003423,1843085,3515130,7583313,13826374,25682956,62412927,124096223,242478228,475806562,943699378
224406,347110,383684,452776,749595,986123,1891122,5669738,6688399,13173936,26241806,62029927,124903880,241434316,479332922,943247002
225151,334965,382006,473253,747844,1003123,1862313,3507969,7274353,15857089,25878094,61521700,124507332,241377526,475809812,945309948
216640,339228,375625,502855,749550,975743,1851203,3501835,6764830,13909558,26055738,62161374,124472492,242652691,479077656,943686391
215192,338424,387826,481840,665311,1002738,1850903,4224599,6679817,13485786,25935650,61206754,124003574,242226564,477203521,945089166
213478,348996,377024,461633,661965,986018,1828042,3403684,7756472,13911819,26223167,60017178,127862325,241177884,480001891,945159015
221135,344999,376316,457753,654308,983000,1860432,5186425,6918900,13491821,25846941,60515539,125204192,241862827,478169790,966499930
215221,287300,368889,447113,647030,1031014,1793625,3603743,7600503,13942838,26083404,59941255,124673822,240934423,479762948,956761540
226841,277812,381539,463810,650564,1033158,1825134,3610664,6846458,13444251,25777318,60329940,125331652,242072659,477174327,954906806
217581,292046,374522,473811,640884,1015989,1823228,4269071,6736905,13929330,26099898,60430483,124891439,242068753,480917096,950859566
233975,271547,372553,465814,661343,1024085,1797383,3447988,7759366,13159499,25858503,60496716,124847002,243679480,476252105,947368528
213446,273832,373572,448299,646207,1018664,1842661,4824776,6904031,15541073,26418185,60085357,123955945,242311135,479045969,945793826
225705,272561,387554,462384,646817,1018128,1834219,3411566,7626406,13897893,25905778,60684928,125940839,242441938,476649571,948841632
215835,272096,377264,449637,640407,1032677,1776315,3512408,6870815,13372695,26012866,60377735,124025839,241418979,478292960,952820956
221980,280251,375788,490166,649389,1020792,1776102,4434383,6680802,13931295,25892653,60582311,124025012,242318016,476271927,943722072
223348,275073,379644,460636,637788,1003546,1731252,3542499,7645736,13397122,26241328,59998702,123208368,242306809,480591660,957433942
216911,272298,381987,459562,634522,1014876,1846799,4773133,6809269,13839937,25966039,60627663,124778928,242301684,476677641,939506867
225250,281531,461861,474361,634043,1010482,1716679,3414920,7506854,13412738,26084293,61196449,125321317,242014655,478934568,944423356
216898,269418,424222,463715,647087,1021802,1767281,3466109,6886460,13967966,25842153,61913654,124955338,241917633,477498795,941288140
216406,273277,404354,459120,687097,1009170,1762719,4205029,6654026,13374238,25946410,61232752,125119397,242064241,479709450,948984343
221015,269901,393305,464523,685113,1012024,1759569,3466802,7607517,14039878,25831863,62538087,123401415,241995461,478003535,941515088
219586,273025,388600,467043,696335,987087,1820624,4622223,6864194,13154929,26255070,61833776,123050374,242310477,478960058,951823435
235504,282507,389805,457178,657887,1019434,1792675,3448005,7643010,15746054,25989032,62459615,123703327,242983376,476694651,942110715
217626,272234,390744,483816,683375,1000133,1814756,3492533,6859211,13830121,26030449,61641338,123965787,242655626,479353755,958187683
223926,269791,384776,532692,692608,1011310,1807405,4236418,6738353,13451043,25995279,62070104,123588569,243113110,477193671,948458757
220061,279753,392180,491481,656461,972255,1738536,3679375,7672158,13833430,26477772,61686224,122208418,242089531,479520161,949769048
230217,266845,395794,472801,665670,981886,1820764,4975704,6820801,13491734,25823844,62098961,123533833,242420463,476484387,944024891
215008,270588,386786,459869,687221,995842,1747991,3475997,7569090,13980528,26198922,61363378,123145164,242414251,479850369,939770984
218275,264784,384866,476683,699157,972220,1787685,3544953,6890283,13437429,25822589,64655805,125745359,241533382,477690444,941378264
229732,270147,385999,483769,705459,953611,1776790,4218735,6656436,13953625,26186484,59705277,124129408,242061603,479224763,939591534
230022,274152,398367,468568,630973,977152,1763549,3423536,7703797,13556959,25816616,60122675,131848291,242181503,478332172,939137387
218646,266335,392855,470405,626847,971687,1814561,5108729,6701655,13877726,26244589,59927768,125059717,242918626,479142341,959589283
223725,266259,381202,478933,630882,1004604,1818156,3525667,7246147,13482057,25791223,60379292,122439045,241877473,475931227,949684022
226580,271491,386708,455432,632606,975955,1820807,3600154,6922667,13852585,26339742,60178197,123916523,241966747,479578569,941545670
219998,275000,387985,475618,622279,978394,1801506,4353830,6543943,13572026,25884221,60503882,123243332,245678396,476638229,944170597
217083,275679,387864,448777,625207,965585,1788518,3515606,7401444,13833099,26319161,59775377,123705551,245866430,479476107,933903269
221864,268280,386551,470580,631186,979824,1800848,5166712,6689396,13555482,25814971,61716724,123563297,245932545,477343907,944193498
218769,271061,393292,472428,626445,955234,1782816,3501902,7192290,13881566,26368925,61337638,121676027,244426876,479758772,951703050
222969,273684,392062,470562,633900,975807,1850359,3563276,6528061,13506506,25759395,61353970,124313145,244739510,476913868,947927482
212072,270425,399952,477371,622719,948736,1830188,4267352,6308245,13884885,26202686,59875960,123602177,244710839,477368777,943780482
221302,280845,390031,484349,641360,1023064,1770278,3519745,6984334,13519961,25820631,60161032,123332464,244615381,476194292,945017381
218190,268857,386336,467794,632423,967295,1833154,5075126,6496898,13862410,26381331,59890555,122168222,245193115,479154420,953851430
225224,264147,394074,464754,656645,971308,1815198,3518638,7286253,13515134,26013036,60396107,121797278,245857598,477472887,958339503
222396,270131,452111,1618164,637120,951326,1832752,3595361,6575612,13821472,26132778,59784756,122608781,245658573,478810301,946665735
225225,267440,396629,476174,662892,999855,1797480,4497107,6393503,13557730,25800288,60473565,123696638,244914333,476303445,945598349
222335,267451,389201,451754,691401,1008410,1773320,3562102,6847522,13726185,26314678,59394556,123925928,245691757,479573881,943499127
226504,264415,373934,462559,660763,992670,1839847,5248256,6565845,13528207,25734888,60363762,121481504,245981729,476589234,940913319
226298,271730,343881,446480,661926,994756,1835864,3529488,7256137,13732160,26191094,59854277,122512977,244682241,479113427,942781201
212204,268511,353158,451252,681898,996257,1860290,3610312,6676286,13621772,25809634,60308191,123997258,244675421,476809262,943091926
220063,268718,342712,446944,683774,988620,1773204,4398916,6398993,13684657,26312424,60198211,123434333,244312803,479274429,941345149
220255,266601,356979,477435,689298,992577,1807165,3645150,7235505,13615512,25775065,60328308,126322496,244029965,476721953,942788570
213817,271865,391076,466051,687252,1011346,1854502,5075021,6425381,13848709,26262074,60951449,124468482,244822097,478921674,944198039
233679,268960,346300,457056,668006,1007665,1799899,3569459,6933671,13525448,25757362,61249338,124071073,244939411,477829869,948749993
220559,277184,348151,472166,674155,992649,1849036,3610422,6623512,13722459,26384506,60925775,123959336,243962978,478770414,955351322
226332,269008,351213,483387,659523,1002692,1815060,4350313,6558177,13618085,26026134,61976194,123929612,240981270,476614282,949081832
215142,269305,355110,451940,676396,988790,1994215,3559304,6994057,13786100,26362416,61107277,123940865,241316394,480287713,941045508
217336,267831,350089,594238,683336,1007568,1900542,5176385,6508188,13578341,25865829,61743221,124243782,240350496,477062631,951624399
222974,272699,347857,511415,676828,977661,1811368,3540607,6936798,13723064,26469092,61128861,125029218,241369297,479294542,936865533
225216,275063,358009,487730,698739,1017393,1704397,3533193,6525679,13390894,25708670,61720404,123586332,241005645,479352344,947586077
226697,267899,356168,468301,683642,983004,1761451,4104685,6405872,13989734,26261599,61630830,123571266,241807170,483697280,942683121
223465,260124,330893,471853,667316,990731,1733496,3573337,7486451,13590845,25788362,62323878,123306109,240980168,476944101,950820492
216273,275978,327228,460814,661591,983783,1761346,4886870,6751174,13778918,25998203,60625751,123581869,241216906,481578295,946889462
227674,267307,344696,479410,686007,1015924,1686490,3481874,7472344,13610772,25924939,60505876,123876857,242211856,478843214,950603957
214867,267656,336620,456222,671507,991628,1747982,3627239,6852027,13980149,26255412,61154962,123493141,242130310,482687107,947768109
219421,265864,341132,471585,690705,1010048,1743043,4457011,6718077,13412545,25828027,61911107,123732326,241252035,479267332,941806246
213038,269225,336062,465172,683756,979297,1733513,3503833,7436779,13816573,26118454,61509464,123869994,242879571,482272019,945586767
235242,269251,343979,454554,673731,974975,1822114,4683455,6722287,13600046,25851235,62101994,124101629,241023193,480176445,947166230
222533,269390,359615,466320,714441,960139,1754569,3517095,7569597,13643242,26018075,61284434,123913268,242380184,481657010,950123988
218891,267299,337913,455385,726079,963276,1759316,3562017,6748634,13191752,25823766,62330090,123995607,241673855,478340674,944629935
213182,269064,344039,447098,714596,989439,1732932,4304742,6671177,15546531,26412822,62084916,123910919,240844703,484169243,942563584
225020,267170,349024,482777,823103,987801,1761424,3457602,7464326,13956955,25771712,62155023,123568754,241399990,479620047,950167476
212406,273773,334370,478344,809913,962959,1803195,4643752,6724767,13484567,26205377,61473734,123751813,242473715,483385206,949679101
221454,266620,349794,467297,729515,978334,1738570,3384186,7421239,14102702,25844494,61910567,123739064,242308324,478143066,950953674
230348,268413,356800,464029,736343,980387,1800223,3486537,6873902,13310839,26209234,61285283,124228860,241812884,482996314,947123039
220755,271886,336608,467371,725877,989563,1757360,4048066,6632199,14000056,25695679,62810301,123970345,241623922,479322891,944329467
222368,270711,341208,473972,712219,986414,1759891,3388027,7323111,13378976,26262551,61604551,123871532,242924949,482848040,941412189
228802,276373,336635,486099,727705,1001338,1814049,4505810,6635317,14017796,25914677,61838463,123356536,241345360,479838723,945570041
211092,269469,340414,465198,715196,972960,1891812,3339675,7392398,13484304,26173505,61412069,123478030,241142720,482209589,943958572
231763,267387,335687,524415,713939,1028783,1813903,3403662,6769762,13926173,25881798,61522895,123716196,241112587,481376855,945460848
211022,280455,355492,490094,695654,977980,1775395,4094584,6704622,13188857,26195664,62264795,123818428,241352636,481490283,943732883
230316,267687,356130,454650,699403,1015046,1817758,3574261,7469490,15784226,25856631,60823013,124673911,241795627,478923532,943677621
213475,271922,368982,487704,675826,977454,1794038,4918539,6894075,13785136,26087188,59986069,123608911,240761792,483414452,943696758
236594,265087,348018,457873,672322,988097,1756512,3486416,7611193,13444484,25906442,60401717,123992336,241340961,481155339,941601407
212342,270047,353766,457696,663450,977655,1875927,3569012,6844233,14069616,26135224,59677233,123936208,240776794,481087290,946654591
226217,272849,343962,455012,672367,967936,1738584,4242742,6648457,13281475,25790478,60222076,123713510,241892188,480430398,946293043
220228,267214,328970,471425,680435,986428,1751625,3448163,7589199,15406954,26108939,59667787,123846606,242360984,481148255,947174060
226825,267461,334974,477976,660666,998223,1792420,5058025,6734612,14064566,25665852,60668611,123178237,242443629,480563035,943963885
234727,279002,338619,499860,673483,962452,1890936,3520631,7191345,13173458,26471447,60161716,123635470,241724040,482506385,946217051
222276,262569,371731,464241,669635,966058,1854424,3619185,6860037,15740539,25706909,60688765,124351037,241525063,478561548,947963977
240198,276519,358562,452588,654795,981293,1803204,4346295,6780631,13871551,26356899,60042082,123921026,241914937,480742662,948155669
224798,266497,370401,473998,658535,986818,1786414,3516266,7482347,13138504,25685182,60287130,123799606,242736707,480287125,944648263
220924,270787,373316,464081,3573141,989662,1865499,5139736,6889969,15636773,26310474,60215578,123071713,240944318,483442449,949700462
224783,274266,372223,452180,2346140,993771,1831888,3468930,7279221,14089658,25950672,60384871,123876744,241825678,479000725,939021792
216650,268363,369356,451131,685057,986308,1862069,4491834,6690980,13129605,26315006,60107609,123784139,242491630,480706932,954260977
219043,271327,381774,461269,645607,1009186,1830332,4313922,6707991,15668916,25811919,60558188,123559970,243328227,479255952,948492759
227686,264956,381615,452471,618200,1006138,1773204,3475325,7461534,13724344,26189366,60435570,121510662,241730402,483646365,943799146
229615,269039,3247677,470802,635266,979634,1837401,9209689,6822180,13134895,25822780,60229265,120658103,241203098,479773994,940374470
218626,274155,364680,445559,642653,971935,1787762,3650626,7412836,15699271,26117514,59900105,121686209,242831836,482627390,945796326
231713,267160,372209,457923,635397,981792,1834664,3671314,6710171,14095763,25640195,60335921,121459619,242452145,479232773,943214076
214500,268567,359667,532958,635162,952430,1831897,4472124,6551076,13131937,26012671,60085881,121020918,242093187,482280770,949252564
226942,269570,387145,510236,642955,989219,1823565,3566003,7466339,15874119,25862970,60601609,122142157,240605997,479543115,948835341
224841,267734,381136,499511,656117,978236,1866647,7643027,6851618,13850293,26078086,60086044,120965773,241959796,482025732,946806731
223709,275159,412758,504620,628475,992964,1818759,4024386,7403000,13061905,25883875,62009035,120543463,241308582,480522341,946770048
231825,267210,387443,497274,614373,958122,1847476,3767168,6785091,15634595,26264832,60063160,123273199,240511264,482311878,945301364
225644,267651,365353,514219,620095,988739,1821731,4260653,6499288,13995462,25665331,60539402,129514714,241167254,479062573,955897169
223879,264702,360972,505135,649463,993135,1822330,3477491,7325127,13132154,26263591,59720056,123842668,240349831,481580811,954499345
227406,272704,376672,510239,649788,999139,1824278,5116165,6869638,15751422,25777440,60292716,123715375,240498045,479276452,948817084
214722,273643,381458,492650,624839,986976,1806330,3475799,7426853,13675903,26385565,59700309,123670805,239986722,483153847,948896474
221663,268506,370168,505615,623911,1084307,1857362,3563936,6793586,13169394,25821694,61886741,123391136,239760372,478961812,950500403
216055,269363,361979,499790,623851,1030595,1810675,4335572,6558142,15617988,26369427,61581715,123684615,240336135,482063818,949236465
236998,275810,335695,509926,625759,1033007,1808976,3501751,7063294,14129959,25874478,61248730,123916301,241565292,479874283,949366535
221963,267579,352435,501702,610604,1123357,1875266,5069384,6533927,13266684,26307714,59965441,123593945,239520394,483196427,953672080
230335,308495,342118,532178,619082,1083040,1825038,3485879,7178051,15760493,25984811,60246190,123093097,239850849,479529052,948670645
219017,320190,352656,498968,621165,1070484,1872377,3590823,6897575,13808690,26687437,59620529,123155359,240623130,482322887,949312296
230115,316770,351010,505377,634622,1143914,1814768,4307428,6632894,13116456,26246961,60081559,122907470,239722299,479260634,944980250
215438,321555,346216,499478,632711,1070344,1807518,3474583,7275592,15609702,26749408,61075722,125535096,240008636,482673672,963090771
224087,305008,343815,515191,637865,1065785,1803267,5308201,6714315,13916694,26066413,62274572,125157132,244639066,478627887,963329351
230071,330570,342992,547372,625799,1046656,1810903,3571421,7168450,13175506,26601971,61628442,125012412,240998153,482734984,950545586
223058,303746,343634,484921,625420,1089570,1832896,3629768,6571900,15757284,26354538,62256287,125699350,240343834,478863543,948060562
227033,329393,338709,453075,623950,1073900,1813686,4345567,6749838,13788910,26706854,61854298,125260656,239821852,481401841,951392972
220783,298377,333698,478740,643340,1063348,1835828,3499844,7255557,13149608,26246594,62111537,125085966,240942770,479847806,952614976
229232,328959,344451,474349,639029,1055311,1889440,5157368,6759571,15691648,26548815,61828014,125927846,240823918,481211259,955515459
215605,323098,340734,451208,641896,1074068,1788668,3480519,7256340,13973240,26199002,62364861,125424580,240955685,478813135,951608692
219478,317872,343806,458691,636057,1086414,1843143,3561031,7063322,13118234,26930927,61605878,125042958,240534779,481478920,954120869
233279,303434,329669,467768,624866,1057463,1793415,4365196,6694287,15701488,26385051,62443292,125753897,240254617,480569140,934025854
218516,326904,343403,483048,639888,1090414,1792236,3484740,7440154,13723329,26493096,62079885,125699906,240468886,482105697,944245334
238582,334185,347158,467724,638054,1077932,1849207,5080992,6846543,13496929,26464104,62585923,125330854,240160458,481532557,950732013
211664,304262,335776,451270,630132,1045946,1796598,3511611,7406892,13871192,26739012,61989489,124870037,240224286,481917193,944706392
228781,323059,361854,450931,643991,1022166,1842579,3554539,6592337,13093186,26321279,62213537,125546127,241517193,479831395,943411732
216653,297515,364356,456718,633144,972602,1804552,4357735,6395261,15797071,26783738,61953462,125241250,240672631,481415609,941736009
222865,333873,358063,457406,639981,991083,1830168,3523631,6850514,13982236,26215969,62658410,125418175,239229858,480625487,947817331
219227,281073,341007,467849,636354,979987,1822762,5072605,6425983,13291407,26690518,61517582,125368853,240734666,482518781,942715155
222234,342669,342682,451558,612737,1011533,2056352,3478648,7257277,15701916,26224628,60457182,124802214,240225936,479503946,955125258
225727,285303,361746,450221,633897,977617,1985784,3601171,6602789,13874376,26587072,60195866,125166317,240897439,483768814,947943614
220780,314096,344492,449553,621293,994101,1853066,4295734,6668683,13187148,26249767,60742512,125195312,240091527,479882304,948254081
226213,285062,349048,451210,606589,953946,1810994,3591130,7136425,15550061,26786250,60275008,125468651,241407651,482341556,944628365
225782,332182,352754,457523,612692,992889,1859609,5217056,6662575,13862176,26258972,60607372,125592482,240974273,479025946,947245352
220196,279818,338789,478339,610156,983772,1843606,3523167,7274575,13300495,26726973,60151513,125193469,239492088,482375930,944979955
226308,322537,348786,454166,621004,994044,1857294,3595773,6700197,13988574,26442167,60630628,125478143,241656226,487900128,944310066
217118,289230,338026,528756,626617,977418,1815741,4398153,6451497,13142633,26965501,60248214,125397474,241700183,482938088,945299220
228002,320478,337150,531007,597996,967820,1808541,3519810,7147633,15808717,26192135,62088967,125492437,241231180,481397155,943440844
218432,281782,341250,494124,620412,997335,1839461,5106118,6425474,13647974,26519576,59488199,124704491,239702110,483225045,949689695
222667,328874,347239,503710,614947,973033,1831986,3424952,7182618,13512959,26492411,60746004,125325466,241688369,479778427,945484552
213081,331376,340367,507102,605163,963823,1810599,3455177,6733438,13747055,26590612,60791167,125210966,241718220,482670680,946749727
220482,281770,339505,508242,619638,968742,1810354,4258297,6496162,13511633,26378041,62290672,125918979,239758826,480428833,946621836
226266,320736,340406,521606,625077,978618,1742262,3432403,7343226,13762942,26957920,62101402,124709352,239673833,483070341,947059285
217434,323555,343617,499902,684599,999870,1810259,4521866,6529425,13414998,26347225,62241768,124889407,239914605,479977704,945998407
230088,284891,344547,489911,627771,985388,1794030,3335701,7115809,13892015,26764850,61701131,125369392,240181665,482226961,955456938
215345,328469,346849,526232,610743,995081,1807598,3444166,8446756,13514348,26270578,62251152,125349222,239947883,476834035,944933136
234471,296967,348066,492723,639955,971714,1804299,4052337,6559337,13806232,26594221,61799846,128760065,240705955,481212602,952073620
221773,319799,351938,487962,631601,989691,1800666,3339526,7367673,13453915,26203673,62217963,124800155,239464127,479320246,946340681
226454,289178,457265,496905,608216,978566,1814539,5155373,6639981,13694403,26541633,61793192,124126398,243056571,480816552,952998612
218529,330101,400462,499894,623783,977920,1744581,3536700,7227759,13435271,26316498,62206816,124401889,240512696,491130063,966341726
216016,283271,408951,500207,637020,968580,1801785,3524232,6464806,13937643,26569568,61568044,124446626,241435695,483792086,951192347
234832,324647,387876,511970,626994,990331,1775484,4253770,6392674,13170130,26327529,62401985,125179378,241162144,480301307,948355193
215948,314533,406067,501514,620785,977533,1776456,3409194,7097000,15753206,26988176,61754998,124547327,240476856,482017082,953184212
232488,333245,411252,497989,633286,971034,1816988,4633451,6605574,13862759,26307216,62393279,124083556,240977847,481199540,945897679
213723,282318,411716,495846,622527,976553,1765414,3490458,7171807,13087664,26900462,61616864,124304090,240861791,482416364,953260429
226058,330555,411814,536407,635205,985356,1825187,3586007,6483293,15842344,26383969,63643456,124333590,239572015,480121192,941519278
218619,284445,432902,504705,608766,1035272,1759300,4403295,6511227,13826060,26676326,61981863,124551243,239758382,483838764,947919117
219034,324326,434606,522758,636568,1047957,1788573,3446087,7121268,13106214,26362608,62450263,124901436,241022129,479893474,947436225
215553,315608,405448,457273,629962,1056677,1790688,4614490,6606983,15704469,26733962,61541864,125929074,240917649,482348239,946810100
226917,295692,397759,476570,642668,1024301,1763186,3373718,7392093,13934461,26304362,62190629,124372141,240030736,480014956,952210859
231143,315695,422290,453437,618111,986978,1826199,3458318,6621818,13510772,26786499,61718446,125531540,240961158,482095847,952657822
221099,282818,382993,510074,607033,999597,1780283,4210778,6482491,14081236,26516352,62246911,123717518,242218216,480508936,952155876
220888,316618,405313,443061,612083,992010,1722706,3521732,7218677,13201275,26591997,61756683,123914906,241637664,482656562,950735993
230715,282991,410592,491192,630826,992633,1793784,4546380,6524424,15721468,26411047,62429084,124151728,240673843,479953457,951138807
213845,323645,399802,453299,603076,988381,1760737,3361923,7101030,13946368,27011285,61935214,124221711,240757444,482402804,946656626
219672,314139,409047,465042,638183,990459,1790383,3491186,6545454,13580140,26125928,62323194,124067593,241241203,478752566,948182040
228446,325902,405879,460687,619535,959873,1846498,4233472,6494375,13842372,26820943,62024099,123980133,239761476,482516865,942369794
230595,284928,412350,469818,625143,999433,1920875,3527787,7100182,13539427,26238638,62173134,124600424,241408134,479429873,964422164
223917,317906,404183,451849,614058,991840,1846167,5270910,6586193,13836237,26783449,61788794,124723562,241172865,482721122,959516641
236810,295515,388524,467646,605979,988781,1797561,3668866,7005093,13589197,26331878,61967047,125410925,240725789,478953862,947915633
221191,315776,384813,455719,608980,996177,1858300,3748457,6819717,13911892,26842183,62062054,124072234,241423095,481721335,962762429
227515,259632,416176,473785,618802,1005122,1813749,4507254,6530272,13530820,25905347,62442017,124139229,241614664,479392519,955684748
220786,276385,397726,456540,618432,981520,1815233,3593535,7083811,13784307,26162070,61170975,123454138,241865323,483649774,952474602
225806,268650,395727,469578,620626,997637,1865170,5157028,6504144,13479886,25898775,60471052,123532315,242119030,479801602,952116603
231050,268067,394758,482510,604741,982574,1804389,3545633,6959143,13940574,26226112,59401696,131254686,240693139,482224659,943834485
222501,271436,399413,466806,649761,979082,1796541,3602183,6408253,13599869,25884297,60166924,126151631,241717444,479612452,947387553
234113,267512,400909,450526,615330,1030670,1796606,4352297,6408561,13833061,26956306,59561291,124978441,241257426,483549531,944470876
215056,277290,402540,506031,632386,1027432,1782366,3567728,7166438,13530026,26239839,60148316,124690007,241695052,479285237,946711168
222279,268770,443630,502860,613473,989004,1833004,5121077,6550789,13824856,26181571,61179409,125159621,240309935,482757481,949890332
224487,267353,367874,480988,626079,1026876,1812701,3495127,7077175,13597139,25943839,62044736,125306289,240725409,479998111,951429323
212543,276433,390256,474449,607163,1009059,1805738,3580712,6470032,13841513,26254893,61845636,125249173,241248461,482461117,943221388
241169,268001,364946,467801,625108,1017696,1809628,4271943,6256648,13491049,25779999,62087525,125506187,240791689,479805478,942226218
213732,274135,379460,440535,627845,1017571,1792119,3486855,7347107,13827998,26669188,61791369,124892357,242345033,480962659,943930921
238359,268067,372621,457022,613738,1012258,1837367,5092827,6649068,13548643,26210605,62170780,124825046,240477922,479328087,956894223
220435,272752,381753,444434,615066,1026875,1892671,3481834,7186493,13820783,26732429,61645659,124050052,242067160,483025094,953344768
222998,269684,374957,471518,640434,1057491,1841731,3657647,6594427,13580279,26142484,62275891,125874362,240374632,479000938,942703216
222538,267325,368350,452885,639040,1067589,1811756,4519421,6482143,13829349,26811714,61563331,125119755,242036035,483042964,943607032
226032,269019,404829,454777,651848,1066491,1812089,3587659,6819974,13588629,26421831,62470352,124933620,240260687,479578992,944299473
233929,267443,390049,458957,612730,1046434,1835129,5153437,6560351,13910916,26805090,61816344,125392790,241394865,481589534,944454764
225185,269024,387448,452970,666004,1071337,1823025,3524725,7349371,13668736,26460197,62364598,125417721,240122864,479083052,949094085
230736,278451,378013,448835,638226,1044638,1841820,3596209,6615154,13766205,26369055,61677136,124376831,241914300,483929622,951943425
233144,266670,373355,489805,652316,1065769,1832862,4348689,6414867,13607640,25763888,62535149,124795568,240086641,479338005,947173335
220668,269405,398655,476819,662271,1054397,1811963,3505024,7161226,13851095,26833159,61725714,124762556,242322938,481995518,946886143
223770,271818,367008,450421,638601,1069455,1817665,5070760,6491958,13604147,26279178,62446769,125815169,240647135,479525048,950420758
216318,269670,365711,495515,659412,1049593,1791833,3375585,7558372,13896672,26130149,61631667,125586615,241465790,482391674,951484685
236874,272557,370548,461912,623049,1099339,1795348,3483624,6943583,13558631,25837759,62507712,125862661,241325585,480006678,944706193
214017,267557,379438,444036,605469,1040727,1733520,4106057,6708141,13953368,26593275,61794991,125972217,241589803,481279869,949685687
228951,273988,361024,455952,618609,1076082,1746979,3373683,7619176,13581135,26296788,62037423,125945797,241257996,479882867,944540429
219505,276789,366005,445386,602178,1058863,1817005,4553595,6814379,14010052,26564791,61890926,125760159,241006149,482191036,950019704
234219,270035,362674,521613,607812,1049026,1749903,3319513,7506979,13476603,26393510,61252362,125881479,241993288,480273470,943423240
211908,268756,360033,490176,623607,1031125,1792563,3440116,6807283,13949671,25891868,59916717,125186472,241055226,483480070,944737194
222401,276082,364073,470663,617453,1134287,1751868,4020105,6704276,13494249,25984441,60364056,126159974,241524988,481299220,942934093
217415,266523,366683,468729,628792,1055098,1755616,3369940,7422649,13935467,26314681,59570253,124693622,240881923,481615218,942886512
226529,277993,369162,461240,625286,1080155,1804782,4501417,6729409,13580022,25794284,60106482,126281313,241815845,479697386,945327199
221447,264028,371555,450278,593180,1047286,1775900,3531556,7501483,13900381,26141276,60026042,125844507,241201346,481792438,944457416
223272,269336,363995,461744,610710,1097498,1911291,3512912,6830234,13495139,25828345,60565078,125542276,240037479,479834225,945461252
221110,269551,375030,447296,617488,1224864,2047779,4153171,6858238,13950716,26085574,59692694,125395174,241302163,480933883,948970649
219262,266432,349454,453347,637938,1211791,1818298,3428940,7467668,13595265,25797313,61567595,124905046,242302898,479284470,946167254
219828,265011,376168,458454,609520,982677,1816001,4531696,6863244,13951929,26509372,61486717,124542488,242911150,482323036,946690503
219685,267935,357327,446107,611883,977935,1752949,3315882,7411710,13073045,25788132,62337699,124535807,242359534,479657244,945069427
227094,266465,348277,456164,622579,978047,1772218,3457953,6718262,15742127,26157847,61487389,125410583,243362726,480038326,943507286
242102,280730,351596,465773,632279,960838,1835689,4121094,6556635,14018289,25837522,62103354,125424304,242798754,480522944,942767485
214675,266437,354958,516710,584786,980715,1752541,3381718,7450005,13034016,26171603,61577226,125267290,238647901,480560833,943589943
219386,270573,363038,489182,645570,970689,1809500,4589794,6780169,15794310,25970800,62431617,124994587,240214220,479097522,944888453
225869,274146,357644,478758,640102,975785,1754318,3354957,7280831,13966619,26217496,61806213,124805402,242226842,480433413,946509100
