x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288
330214,557758,796653,491860,579412,945248,1670378,5500188,10488894,25125095,45742571,84763225,147359372,256822685,440295078,778745673
319564,544138,806001,475080,600644,940687,1656253,4330261,14782220,25104326,45138339,83150289,153594478,263031498,446517444,732406256
330869,526953,802114,468126,590981,947578,1624416,5105019,12343416,25020805,44883579,81554247,140678876,260716062,439296950,680186814
323171,523445,803703,462305,583949,950834,2613710,4034138,13125210,25046971,45245600,81782023,153914920,274761605,442555129,708982654
339415,529311,812577,472774,597869,953818,2585477,4870481,13139600,25223167,45801273,84119283,149925419,276115977,459653291,723768192
326635,535242,802636,469388,578662,939287,2411482,5329821,11476103,25228831,45029246,81849830,146248323,271454973,456119866,752265172
333919,546091,803193,476220,595091,943494,2297075,5158365,11429990,25153647,45058926,82413538,155682977,257893727,453685450,720324774
321128,524148,795223,466142,590006,941398,2175373,4372811,13094684,25090162,45198858,82842211,144047507,258775555,410111193,721068015
321232,535440,806820,471922,589311,940233,2086649,4907652,13009009,25068325,44835605,86206130,153030194,252633999,442799043,678462789
319017,554312,829744,463796,593697,952611,1998442,4057625,14775683,25137473,45407492,82772645,156534647,259895414,411727043,713722199
322726,530889,813003,483108,577705,944266,1973808,4861722,10499077,25044970,45309773,83906903,153042109,257416446,430348026,679704625
324224,537336,790633,482268,606075,943770,1912319,4075322,11440038,25913762,45539479,82077515,140896713,261133654,450019884,749747874
324735,533406,1010412,462279,605209,943117,1887070,4937103,13006524,25462409,49083098,84107367,151444641,271726414,447923640,690916379
332067,541768,1088553,482968,582899,953656,1798971,3924648,13122682,25119224,45045340,82687480,149894343,249702616,402482619,697592746
322894,509971,1076122,511114,588627,937587,1789430,4850526,13243519,25149882,44895811,84075922,148504620,273697890,444413768,747000617
331484,534407,1064393,510125,581652,944409,1794262,3865943,9843790,27966351,45198063,83220733,150056272,269676076,400293351,662136934
322415,534358,1081595,515994,580782,948805,1750465,4788676,10428845,25640120,45410899,83825775,142372376,277939200,446552187,675295868
330323,523480,1074507,472854,592951,945559,1792017,3849118,14780468,25056642,45152953,82755221,154379813,268886459,403756624,634297754
321270,554650,1090254,476909,582420,928390,1626389,4792159,10870714,24932661,45031919,83949448,150245502,271042016,441058402,771528000
332480,527523,1026160,463073,607218,946471,1638317,3827210,11897340,25358257,45161707,82289792,143495150,276627951,400198576,766100292
323140,534215,1035454,473124,592268,925052,1626048,4854470,12918340,25008014,45299919,83515550,149635641,256237526,397294299,728334861
322249,526002,1029987,479414,609525,945995,1669017,3780097,11445647,25097367,45330569,82265238,147759541,253130836,450756916,735366242
320452,534152,1044376,446241,595157,927696,1657262,4856848,11460393,25125226,45509763,83933011,153687806,263943437,399280616,682032734
323626,521233,1025066,453444,590534,940472,1664123,3821782,13117530,25377330,45182516,82681498,155252578,250573175,401402963,704398653
360561,532744,1017728,457432,603684,920918,1662597,4807394,13334542,24941440,52163912,84193872,153581113,264028272,362683423,724314452
348417,542974,1030761,451790,596174,949090,1682798,3787894,11106756,24993227,45096950,82293953,145964728,256705731,453012237,693245478
326226,538167,1042502,450243,586000,935240,1654670,4803429,9685543,24976019,44999956,83781824,151854683,268833426,452696518,656860001
327368,530440,1025484,481094,577471,932412,1693210,3853720,14021232,25193952,44912702,82176462,148704792,260228646,389286965,644830564
324183,526055,1057207,482012,592815,943816,1664619,4935865,12185363,24966344,45318066,83819704,150468710,266843487,386444761,737534483
332553,530135,1070198,441152,577199,937956,1684315,6604289,9388411,26159198,45262958,82351723,151268229,270391908,434288375,758408734
321899,546487,1053577,472276,586694,951013,1687389,7595779,14902912,25282835,45165277,83632895,151703603,263402850,444287266,642920647
323355,554112,1037071,456559,592034,951323,1748679,5870138,13200176,25357362,45076619,82337005,147706639,258944514,439789784,725160506
325065,537575,1041424,437535,598908,954322,1937704,8295229,12558579,25244644,42967871,84064919,151844078,264304802,444382925,673704316
322750,537024,1049123,481129,591323,954051,1722579,5413487,14832680,25236215,45083653,82529021,149295018,260658000,439766503,742388125
328785,542445,1041210,447116,574457,948956,1733407,6130417,12369244,25167001,44904790,82367950,151890244,256759378,427823648,713328654
322737,526830,1034224,469633,591394,957102,1740000,4620297,14233145,25154650,45564894,81781150,148674992,264135258,456216989,667169352
336613,540930,1060450,452114,610703,957785,1731072,5486501,10136855,25106019,45299149,82421439,149382624,255903482,419971388,702530425
322375,525644,1061740,463391,615272,998933,1695939,4229160,10675501,24966335,45025017,81915076,149868653,276071357,459744571,652377829
346290,527853,1049948,451216,613912,992757,1702893,5168015,13977593,26430232,45559667,82240324,146083907,273888846,415147201,746687650
328857,522860,1039474,492499,612026,999642,1723312,4005886,9809172,25174924,45004409,82156829,143836170,277096486,386194841,735474208
330721,519883,1059260,532772,621734,984940,1717413,5001817,10828446,25285178,45689451,82190468,153035012,263152819,433240830,702108321
349824,550734,1054381,521837,622975,953659,1734108,4007240,9245360,25237175,45752445,81699296,146030469,263902742,391776253,722818732
321699,531232,1037897,543737,616317,944414,1743877,5207339,6879877,25219385,45187096,82390107,151648637,269701437,412318950,719202522
321465,524646,1051435,526143,624667,927906,1731168,4078287,10018549,25146570,45371285,81922359,154850624,268139695,397648784,658489137
324011,553333,1057550,535139,624448,925283,1745663,5069841,13183578,25269632,45440763,85330984,147253510,254540382,417236237,732466586
330824,556755,1046318,522519,627720,932240,1734812,3962493,10996518,25173175,45170051,81584766,153598962,267372529,431459832,751783705
321838,550271,1040025,524949,611059,940073,1713733,5782496,14928262,25385200,45344580,82200417,150668542,268971065,452275094,765086192
330974,546434,1052805,526545,636265,928896,1735505,3900427,13200829,25255854,45300595,81852125,153009769,256999967,423303047,724677241
320497,547560,1037720,522338,701430,937159,1699380,4948932,14716882,25238676,45287866,82262314,154730067,257051780,438659439,714239227
326613,535382,1049157,532165,698483,940826,1711595,3887704,14872596,25154807,45132631,81891582,140731059,260881732,446928639,724521293
323457,544648,1057716,534456,686975,937824,1732187,4959442,12321476,25149978,45237749,82181498,156841951,260681428,462313258,662271693
332145,534571,1055306,530610,672247,4740688,1702111,3868431,13333652,25129741,45270776,81660563,141407685,274872230,415377580,647298689
365586,527187,878426,514335,675375,938361,1717811,4963096,13211440,25095181,45184921,81923149,144063584,257714208,404974012,706229390
346956,544395,819736,515715,678208,951101,1725660,3876971,11674388,25068272,45256135,81671997,147326278,256703416,390884463,692583797
325188,553309,804445,520123,675503,1046704,1701463,4898582,11506531,25091923,45411729,82304962,141785572,263252531,422548234,674964151
330892,549896,796123,542592,603686,1027428,1711414,3801169,12596045,24930722,45026395,85264162,149712302,256665735,459257402,713331765
324306,538590,802519,525433,603765,1033900,1707585,4736590,13032874,24984883,44896362,82590175,142212633,260646908,457971004,749727283
329316,529493,813585,532031,605892,1051173,1692037,3777428,14781195,26173578,44984023,81819635,151720581,267479022,437967357,676709805
323220,525849,794763,529478,583874,977957,1686322,4759029,10753460,26178392,44946196,82126629,148245955,265972270,430204513,724261116
330098,529466,807491,532575,603606,960007,1690594,3800924,11932158,24846394,45086729,81633175,149201826,267218676,397857638,753311973
322863,510520,810047,544249,592600,951271,1694122,4704847,13094130,24872292,45026577,82309520,147341709,259497984,431960861,743681040
353760,542287,784911,535659,595908,938406,1657919,3766580,11353773,24826366,44946466,81799674,152186470,275424130,404345176,734462663
322053,545870,814525,529360,569187,939229,1691704,4771932,11812126,25039666,44845738,82674315,140841910,266263375,351580559,681662197
322006,549699,798369,525100,588663,933389,1708821,3778068,8287007,25006719,45104151,81828315,150476763,256912673,427921238,731618174
319805,540323,808835,540350,588353,931206,1675607,8325922,8460101,24878312,44961373,82457985,145839954,264330891,389835143,735787283
322420,547186,791735,532228,598080,1007623,1724264,6402834,12521891,24969803,44962135,82298232,149097193,262794414,434796097,750114754
325811,526020,800299,527217,566538,1003230,1690530,6816953,11444557,26100519,45517466,82111902,141024826,270863809,451606869,656781357
321295,534868,796601,531660,588797,1017252,1668400,5479682,14126294,24893793,44934857,81789853,147878656,275604882,456110670,671648794
330562,524276,802846,535873,597321,936464,1656989,6153691,11771678,40567902,45040724,82674717,149076021,272181422,380642547,696165422
322455,534263,807595,540491,632918,1002948,1685823,4988397,10890669,25212374,45536496,82112969,148726814,275481818,409509790,659814198
328212,518346,790953,526957,662954,946605,1658477,5614423,14605806,25156993,44889970,82585607,141623381,269903920,450939144,712983058
321832,522849,801138,527806,662379,1006042,1661363,4420513,10788001,26416176,45640949,81689974,149224277,269759664,453145854,758333125
330124,551904,795959,464720,695761,934548,1676115,5131361,14697814,25592290,44914561,82224330,147566176,258225285,371773944,673626447
319879,536709,772954,476005,665448,941376,1830947,4618792,12907069,25167808,44867927,81897232,148290422,259349908,376346399,705039400
332542,544038,800657,466894,672506,933203,1703302,4905449,9146714,25057635,45016373,82388457,147235843,269637982,416183152,763640003
322421,524378,797169,470891,650845,939414,1672541,3884136,12072875,24832345,45330178,82046340,147546520,277616822,436572940,642642688
323326,537559,799743,475380,665154,946451,1682588,5546557,13076610,24941645,45263877,82094190,148836256,276179820,443320649,663506005
321796,523036,802519,456717,663728,952147,1675819,5128079,11348728,25053238,45038946,81866870,141087914,267630644,394539810,715893285
320981,525715,816718,483120,657209,942652,1707155,5359103,11425832,25036249,44837276,82249797,140778820,275255721,440841328,769266718
322220,518558,847020,450707,649521,935091,1668947,4219274,13108292,25159317,44831796,82195975,140094776,259187146,401055166,728249329
323672,521644,1161700,468957,664227,933649,1678641,5059939,12316881,25328216,44828991,82095113,145268512,269603123,447984888,762978008
328720,526828,801793,464087,628654,945885,1664489,3924839,14829874,25253748,44977226,81577929,141047141,269551726,433011017,675823725
320371,522507,801455,470709,581517,931613,1677767,4888886,12060027,26588434,45377362,82030261,151175108,272367913,407376701,755145253
339119,557284,787032,461970,580213,941179,1694707,3888618,13256721,25438049,45485534,81583463,145197180,274913874,452857999,709301991
322487,535305,809843,464500,608336,943159,1684516,4990977,13197192,25436556,45360494,82680763,147789215,273445786,424774110,769770764
330612,529575,795748,469714,580492,962563,1696984,3847842,13108748,25311372,49311487,82065520,147394463,273674841,423013203,670054421
322451,544659,806074,460422,587202,982713,1705156,4943798,12539807,25927258,44952657,82143936,142094102,263297947,433610729,772949795
325629,549987,793421,486663,583973,941781,1717668,3864007,13018342,25217544,45060493,81995442,151023637,275315816,429227805,727213886
329651,538435,802569,462569,597760,941699,1733180,4897924,13167037,25279007,44906555,84899518,152833074,260980089,404278243,713787453
322134,547482,782014,453488,579444,953196,1713252,3907928,14901775,25268024,44882261,81608663,147277244,268614778,451695832,725628256
332707,542396,780084,473215,587444,945342,1717869,4923994,12292423,25378734,44843089,82692899,150327303,262065795,443107519,707115307
324032,674859,799580,471483,666114,1062463,1695340,3858247,13246552,25193125,44959873,82055791,147138321,264390295,400660265,700203321
334804,646316,791441,458251,672234,1001831,1706057,4918740,13212189,25389153,44900080,82126707,150115760,262861287,448454761,694214961
322766,671632,799612,448485,650476,1000385,1717549,3859682,11015159,25377189,45007052,82264106,140629611,265813032,441419882,729311601
330482,645556,792758,492243,673987,944838,1745901,4928900,16637273,26223202,45006994,82103598,143190437,260468757,431557899,686070278
323019,638915,801085,498427,626102,976498,1705194,3882318,13128104,25127631,44919203,81518376,154148918,245379312,403278017,716846665
325355,640882,797545,500575,648033,946245,1736362,4930297,13181593,25252489,44938904,84594296,158200934,269141397,402088443,709967691
322980,664655,801678,490022,634254,953048,1729282,3866146,14864613,25253418,44808158,81930513,156495304,260206017,441228884,701143704
325973,669933,808315,495892,613978,929102,1714903,4911034,12452372,25599000,44960559,82244732,152880163,263110130,455585495,775297576
322258,655866,788009,488356,625403,933289,1730025,6714314,13409603,25290052,44891916,82210921,145404755,259461925,425974437,764501991
325560,650569,796346,496308,620221,931466,1695648,7603116,13045643,25289241,44888609,82295322,146788256,237994706,431862230,730684814
355590,663006,799983,495740,621047,922577,1712711,6112773,13151080,26517784,44826401,82056580,144529660,260042587,451326825,621390981
403968,644805,800531,489861,600389,1338988,1706759,6868576,13253954,25422361,45110887,82246947,140841903,263428622,443359863,712213659
434412,629710,799835,483121,642962,1356072,1704673,5389892,13109962,25234327,45000165,81733498,146814289,269359548,445226187,726228940
624621,638646,799679,497194,645211,1196890,1708594,6179310,13167530,26399525,45143094,82114437,139937621,259593115,439651295,710138651
767594,639411,798739,492769,615191,1167989,1717290,4922168,14874756,25357338,45021106,83410181,150838642,264365831,399555303,774117803
663582,624339,795410,499860,619313,1120878,1702058,5833250,12376378,25058439,45075465,82469912,143654766,257415532,398156430,721193092
656400,514436,811242,494142,699163,1106671,1716021,4622567,13352324,26354246,45019087,82231406,151509242,273674059,405626520,733291443
698149,530540,818039,495523,672869,1057088,1716477,8187617,13209499,25320690,45139773,82813890,147205859,277693826,445795805,755151451
643145,525986,794944,493644,619971,1080552,1716375,6283682,11052219,25236243,44773134,82191370,151848978,269000783,363019812,742919007
638210,523758,813869,499236,629063,1028277,1732543,7050185,14872797,25353510,46295257,82371658,151886130,268514189,450000941,735102515
650112,518153,795554,484811,611670,1027659,1711337,5660865,10863122,25466198,44819762,82051275,138957239,260824600,450065826,725051025
641791,496230,789294,491975,615234,1023433,1678135,6272424,14600861,25512007,44948717,82572380,151368698,277226714,454080819,747580920
659841,515725,786414,475242,621762,1009575,1702260,4960310,13192307,25217283,44862066,82110966,139566969,265796261,444799180,726584299
605239,501627,791282,490348,604050,997590,1709196,5715088,9676816,25396854,45189052,82580852,152693361,255369509,425831120,773891227
602041,513570,804934,499301,610943,1008527,1702670,4416734,10964154,25366211,45019878,82475443,155233058,257829890,456672828,687186271
602467,526826,802325,499762,599218,954038,1661958,5210330,13032737,25361340,45003530,87001725,142655064,249682583,462228332,769125091
606822,525591,795132,501558,580257,981090,1666416,4095857,11461904,24945458,45136121,84318075,111391600,274811016,442599882,774782887
614633,533585,815523,478965,589497,942399,1721141,4878673,15706924,26244201,45175187,83055173,140656100,271028298,435256443,733756398
612302,514108,798093,492370,580080,914937,1684025,3872063,11856923,25039869,44969785,82268825,142542842,254169149,398711721,777319148
592214,512323,789976,490022,591479,937045,1675354,4714949,11356761,24904283,44866445,82844334,156416238,256221149,426601770,736613448
585710,506600,795140,502139,574530,921779,1673913,3899618,14767747,26242271,45068439,82129412,140132181,256778139,444399040,689483542
584165,515523,783060,486628,584323,955855,1653308,4741387,9053554,25073743,44865415,82760226,144367008,269213718,439279300,681151544
578300,535046,789518,496118,579066,933551,1655102,3764036,14048663,25096508,45164328,82210506,148334844,272635896,408270282,749257683
608505,514274,804601,486418,588490,929670,1658332,4717014,10418803,26396381,45013783,82307920,148588823,264694228,457587529,760597626
591774,532227,785392,486924,577901,939992,1683805,3802982,9247269,24991418,44936011,86434170,150411673,269317680,451381326,710169234
602637,527872,798639,492358,582907,934145,1697065,4793708,10303875,25106664,45030524,82381470,143747290,267988194,448699972,642383413
633646,497589,793849,495239,567791,995806,1682986,3773615,12859240,25142011,45076891,81915604,150776565,269276146,445262672,698321794
572070,532016,798496,491821,594063,961519,1683730,4757393,14351294,25269397,45060369,82577192,150696639,261484659,438046872,779240912
547317,507155,810595,520138,587918,937493,1687827,3761930,12750628,25160485,45285907,82056751,147078607,269873560,454917667,750215341
541934,517317,1050999,489331,652206,1000303,1677301,4745858,12383571,24945340,46211616,82574424,140323138,276372666,421817083,750877246
570375,519193,1053252,495823,654759,958005,1685723,3761925,13099607,26403510,45920439,81899271,147471249,268342641,434335412,770529622
544548,537080,1085189,466507,589370,951701,1683961,4742531,12952954,24941329,45036742,82681046,151373109,273851762,441865784,766472289
543891,511807,1067150,476465,611010,943157,1666967,3740073,12724106,25171172,45124393,81982094,145401753,272281807,402959438,730315550
557937,518022,1065048,462590,577807,939458,1660399,7702061,14729979,25331689,45333836,82109446,150321077,272876686,442206701,687734742
501314,504130,1040390,482108,607357,971672,1668234,6025141,11559548,25165750,45811742,81792428,151252572,272738600,429028949,707707072
452544,496564,1061687,481315,595138,949777,1682756,6557433,14580767,25002210,45187908,82868616,154173427,272056084,423065172,723483247
436487,505182,1046696,464774,608592,936393,1671132,5254391,13206840,25288473,45103343,81998614,140314272,267423389,436035721,768863824
425941,521596,1031563,456255,596979,954421,1670469,6036665,9317050,25195757,45640537,82394147,150093512,274498933,446463669,737276963
424029,520667,1035974,478728,600109,957642,1669260,4737147,11379323,25231427,45346872,82092898,140320713,272995824,420399586,743224526
363038,528388,1047365,485245,604122,936480,1698840,5520864,13319508,25240799,45108229,83014642,143443494,256429324,443190076,758529182
351728,514900,1037123,451732,587870,933233,1680001,4315135,11500887,25365990,44957082,81881449,151734119,264071437,428371028,742513548
326811,512587,1028036,459632,574732,938437,1686306,5168909,14756780,25607636,45049068,84220668,141549587,261312285,434645121,675326770
335823,514842,1026382,492008,601754,933172,1662603,5258715,11082155,27071971,45207151,81929640,146739456,271433993,420700979,670439016
327086,520312,1041418,465603,596266,956973,2824121,5128716,11726865,25570253,45267361,82462982,150697211,276402378,412140866,724390041
334035,487782,1048214,459627,599696,1022496,2657181,4276692,15369323,25518174,45227582,81838408,141194035,270447205,404688155,704885600
328102,521659,1036926,463507,572898,1025063,2565584,4866471,10360398,25389271,45197957,82418400,140792116,261896380,416350817,738653950
340621,511839,1036415,474632,596286,1023331,2362657,4083323,11347187,25706998,45955815,82449431,140610255,270124512,444647343,722542409
326749,532422,1029438,464257,593403,990803,2321394,4796863,13125471,25437901,45276444,83217080,142146296,264103615,396785463,728528970
326208,520238,1034352,459067,586829,1026620,2194069,3847637,11386201,25386417,45145837,82652496,149139849,266167481,439947570,735828433
327130,500755,776984,465220,588323,1167835,2060641,4770893,16232844,25363530,45153826,82491828,140485474,268091867,389397404,754953547
325584,500997,790575,467108,585237,1057603,1995820,3766135,12776769,25549407,45031435,82137843,140416488,278906212,395385728,748386902
337731,519421,790040,458879,594832,1068702,1966556,4749510,14502824,25342826,45198092,82831503,141549460,258669064,456592614,728932975
351402,517360,793665,468711,596826,965175,1898123,3766454,14546982,25300439,45237410,82097326,149712991,254082515,457566740,749292708
336763,529636,796471,481521,576230,966867,1904391,4835927,10322690,25286291,45183050,82576486,148528083,263222928,450193870,751606602
325601,522036,824461,483941,594347,948215,1897010,3752395,11299094,25423696,45194438,82032583,151622941,254276134,414913840,689078840
334984,505278,800854,503486,575642,953158,1917110,4781097,13162690,25403408,45022366,82671207,149131873,273811189,384995940,686214838
323937,493839,792787,501898,593119,952586,1800027,3780894,11460664,25052836,46127938,82171641,150612086,261235059,430223855,778450459
325895,500275,786473,499626,592725,948017,1815991,4743119,11412357,26537887,45019050,82337011,147864683,252312662,445666636,751230585
325330,523328,781377,495796,594426,977991,1743911,3781087,12771993,25427946,45127620,88146576,151791316,257265307,433218831,735161306
324637,497648,768805,492848,591691,1042256,1696539,4786872,12925248,25095018,45007325,82618486,141366304,257504055,448530594,723547443
324999,527995,801227,510582,596225,1065399,1667807,3803355,14791429,26688719,45078793,81912953,151651975,270051537,452611679,686179310
325665,514190,776777,499764,572869,1087543,1629156,4824559,12452937,25417399,45131229,82244069,149641700,271091140,438032099,698972833
332367,518730,782273,493383,580909,1185768,1604840,3751105,13031465,25304340,45187796,82355303,141024846,273943737,396457849,717345639
327068,510281,768863,486130,588660,1075478,1646984,4749087,12804174,25266628,45083402,81964854,150120750,266052553,434464021,736592917
333261,520495,788284,512205,583001,1083282,1664161,3815332,13005082,25178758,45105289,82076966,146435035,264055761,444679180,667823889
325205,543353,775945,477958,584441,1073516,1707936,4962043,14867877,25380647,45230136,82690932,139219269,274127738,386116582,753148713
332882,506827,785639,489551,596970,1236998,1733294,4263572,13194947,25088173,45307020,81956112,135604146,269276551,410214489,721597455
325600,516282,783030,479933,596661,1087767,1739797,4930919,13047058,26806532,45476619,82392464,146703668,254525141,444317282,761847735
324746,631556,784911,483253,579319,1078033,1754355,6492417,14971313,25181259,45196210,82489857,140263828,275672937,456845338,672306458
324954,652833,785373,490053,596902,1100375,1741591,7605536,12395037,25178583,45378614,82374568,140534223,255793916,376551969,721599443
324535,654544,798571,483645,593011,1093421,1770603,5822563,13160807,25083082,45130637,81983644,139011485,272454014,443177405,660694578
333945,652036,796614,499474,606868,1075882,1753584,6394024,12990258,25137485,45128857,82364797,147328454,261951978,432266936,750077991
325935,642787,782273,497643,623187,1081642,1722935,4977822,11629160,25183138,44936520,81960712,142315318,256600333,454983457,738095824
333822,640695,784938,505131,612822,1063859,1761767,6224067,14778615,25272680,45295537,82206261,151274211,262816439,447913408,751251196
323919,645197,795179,480931,631025,1087127,2004881,4557224,13300721,25107110,45213035,82408416,149766506,273523167,429734680,676691221
336357,663062,786400,465308,614924,1086883,1878130,5401462,14596956,25288116,48135017,82692226,141197659,268214477,407540238,713511482
320856,657922,792969,464322,617373,1087768,1973217,4178012,14649284,26607780,45406500,82350548,150509753,270139032,437682027,719989898
334798,636860,818195,459152,620940,1037422,1712677,5078835,12453064,25170458,45553876,82584533,148570449,259500115,446986246,698975187
331302,650730,776068,468260,610464,959746,1752698,3986522,13089687,25217140,45564205,82283780,149373154,269974422,439772725,631661279
328525,651683,1049524,479269,627890,947793,1777810,4945579,13194720,25095569,45352943,82253320,140967037,263943402,443216504,668288845
328346,648114,1028566,459606,608868,948919,1744770,3827426,10873044,25104923,45354999,82372684,143369373,248312816,428477711,750001913
352863,650482,798174,488086,626840,932247,1736995,4958939,14724533,26535566,45545972,82374951,141172392,274535015,429328914,771659483
336154,656230,810838,482149,621194,939923,1749043,4310226,13099879,25401340,45338128,82005733,141421291,277071996,388323149,743232593
325410,656547,792553,470996,617723,955039,1749546,5057797,13000197,25370930,45333292,82448129,157782355,254490946,435503434,697262047
335870,529758,780469,466535,591573,932967,1753833,3929319,14842535,25099831,45398958,82315521,135726172,261566491,450607722,730198478
326820,544497,789745,469504,592030,936363,3370463,4917140,12328165,25211072,45555845,82598769,143126265,240327506,370450339,742480557
334946,555418,780052,468167,596044,958443,1901320,3937908,13120979,25115969,45260819,81770661,155226149,239945763,431463949,761880385
324373,540903,795375,476814,577016,936744,1726493,5040766,12953091,25296569,45336588,82828644,148339355,262753267,447525599,671447214
326106,543079,785926,480292,576352,953638,1739370,3904090,14955197,25348812,45345981,82248665,140186932,266968309,447811853,677242739
324646,521637,789782,470283,579530,941955,1740887,4948010,15030434,25019086,45718275,83100453,149944591,270390941,447913745,753791299
370190,530410,789906,480657,597758,931282,1745090,3828967,16225178,26292173,45551299,82523200,151954574,266918612,418661166,743792096
349443,511014,797013,464773,577809,938646,1757442,5045002,14685439,25044743,45489343,82809990,149647440,264770690,426001506,643204426
336326,526164,776183,509294,590175,993828,1722732,3895240,14715731,25071601,45314980,82382302,142168471,259502348,407242790,764832473
326214,541783,804393,457927,592170,1024536,1660130,4794687,10125629,25453434,45349465,82775981,150113773,257752611,413622350,751331144
337569,546769,793353,457962,594358,999386,1687119,3801741,10664667,25065897,45417159,82623070,140868136,272071210,429832156,726357242
325630,539443,830765,477761,578679,1001881,3993043,4743144,8709183,26787371,45388023,83043479,152061799,277429980,428629902,674548525
326589,521725,793430,496525,597227,1031242,1762294,3770039,8430534,25326490,45605510,82152248,135362018,256201204,449210698,746766318
323673,544969,798363,474085,562638,1036214,1678967,4759049,8834211,25449919,45340377,82776354,148530504,251097576,451870723,724570087
324437,525061,807076,482623,578815,1031582,1675791,3774176,12928666,25241744,45157623,82169498,141981666,276163959,443590263,711931541
333517,518051,808021,462005,583624,999411,1657372,4773081,14268398,25395336,45402349,82605176,149822111,260182381,440192008,735614151
324283,533866,799105,462069,589014,979837,1678426,3782523,12188098,25378868,45464699,82329433,147582798,260240431,438397651,712911258
333437,529138,778700,468977,585219,965948,1658687,5204804,12334177,25318715,45584161,82877099,140675539,262087915,396633599,729476105
323759,547136,810009,475917,589923,991121,1818529,3872028,12343973,25359540,45601941,82661556,147725561,265740225,430700667,753567594
346292,543499,810024,472902,597294,1001840,1661469,8472275,12166029,25343268,45531738,82852966,141236116,265712268,442007655,766697894
332514,540414,809474,466072,595748,1165582,1645783,6314076,10777475,25256632,45322176,82771840,144323076,271076819,399692238,702103131
426677,553857,806868,486505,572056,989627,1649450,9025984,11218591,25318284,45360041,82727663,140538042,270081387,427334965,721939727
435585,536991,784475,469430,594253,979785,1666515,5231134,13001116,25533950,45481870,82718581,140558868,272747493,439224269,747441340
443683,502832,799287,472616,597517,1006933,1658938,5817241,14730678,25251825,45532039,82850399,152124602,261772931,448989090,673924272
445148,531482,805005,520065,605910,989329,5169358,4530881,12834214,25127554,45566600,82317554,149160182,264042577,429085734,753929759
423631,518829,798346,508513,590972,1018316,3214869,5393172,12253644,25494151,45303298,81643411,151825443,258439993,422603844,727064567
423976,526384,797900,489616,583386,1020515,1670609,4265731,14749772,25860024,45681613,82637559,149387215,270115506,440902056,767662560
447081,549102,817611,469418,592387,997468,1653119,5147269,11560198,26356286,45455979,82967418,148933561,256457590,440432065,723481378
451414,527751,800322,479397,631555,1021979,1721994,4159238,10113926,25337973,45604048,82356854,149912976,258351614,434464106,735441828
466958,531679,808177,475629,560721,997604,1674235,4777703,10904948,25123956,45533022,83553798,151607306,267744513,434648899,776653966
444910,539352,798580,469905,595842,981384,1694322,3902365,13388300,25159241,45550299,82507840,148409134,256243115,451885552,740007915
441642,521728,803265,478516,593112,990544,1828705,4851348,12939044,25291235,45562343,82608685,150419040,265553843,439660969,722438510
447647,530319,801060,482035,600936,986210,1827891,3850057,14582550,26474491,45496968,82225767,151158775,272634100,431742935,740366244
418643,532862,794624,466576,566307,992897,1776876,4718846,10873446,25323381,45445989,82638339,153908569,276412457,368573232,688761032
440485,498144,790376,506049,576900,1011922,1773056,3805850,11254209,25170324,45438604,82447804,151650305,256588259,428133934,741146538
466766,527930,797499,529717,587590,937504,1743881,4743376,12930808,25193953,45457768,82439026,142137524,268663673,444599648,729197659
457539,531076,787945,504073,575408,943466,1746564,3857759,11579734,25108075,45335269,82475444,152415814,275047036,388670264,754469719
431653,525388,787167,512441,573827,1044344,1764179,4742990,14809453,25012572,45706935,83405558,140058282,262540453,408192998,766894776
455422,533424,779476,477162,603733,1002391,1775480,3954863,13391432,24887509,48747169,83352204,143482914,271494594,441946719,697205783
440990,538053,798446,471489,592158,1003908,1795519,4756692,13189326,25985040,45760170,83025654,155219271,273514705,420243719,680439371
403478,568100,786558,480272,615075,999551,1820845,3834370,14697795,29063028,45617980,82608600,150027353,266247963,411988268,660696609
427532,538987,789598,483807,577740,969241,1804927,4746032,12492970,24971017,45660161,83589523,140681567,258182099,453404570,773171466
428873,541806,798776,488966,583406,949073,1830542,3821437,12982537,24965251,45500142,82694258,150150252,265865609,419362263,736862373
427835,530332,803395,480770,593321,953574,1788027,4723687,13288924,25070934,45507219,82918090,151465217,261921100,428827907,654369535
465288,530242,781379,471551,583787,943155,1776421,3758239,11583441,25052680,45723129,82310233,150655196,269841418,372254450,648800235
493472,539544,800547,483695,575327,924903,1772109,4743243,14427482,24970134,45502987,82809583,136131739,267171748,448132341,725947813
439760,524569,795247,468729,597923,926967,1764398,3767175,13452549,25102121,45515391,82558498,151827351,264098717,422471774,749605797
418854,543756,1045343,468688,597191,958382,1761620,4692218,12826524,25370794,45372436,82876788,151550000,267082308,453978703,765493893
448028,495470,942322,469579,586975,941814,1775564,3829997,14732084,26327055,45507749,82276652,150703319,251525235,446310601,708843407
460994,536665,783198,491172,587660,944598,1763417,4776919,12516848,25125602,45605541,82447880,140594718,274802517,434987977,721544456
384246,538344,801758,484453,596966,930668,1748605,3803159,13057240,25056136,45441623,82498815,150598129,270695404,429890666,663703599
