x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144,x86 inductor b524288
330227,545513,818157,466681,572009,938158,1763853,4740203,9920617,25103055,45490977,82726633,153619013,270507765,434583576,775640343
333449,555581,789101,492877,588124,979242,1784182,3794934,12999496,25053373,45759996,82445025,146716937,268522659,390929182,688636704
322611,545154,789704,475824,572954,955916,1768708,4718703,13719461,25184931,45759930,82943518,148008155,261000869,443589532,751765282
332466,546285,784339,494980,592541,958984,1763267,5391623,13381850,24962350,45534874,82613585,147711460,270983070,444884461,766422985
324548,537466,778551,555423,611013,1029807,1823110,6749919,12938473,25047334,45616581,82610604,152230833,251339528,441344292,770128172
361273,538598,796538,545492,670943,1152557,1747987,5546916,15648257,36978788,45391684,87728705,148380398,266705889,389895304,680206271
327461,533347,797702,531372,613302,1070895,1741787,6129677,12488174,25668414,45563455,82652948,141211377,272097591,400251782,748435415
323413,543211,791109,546409,653954,1039910,1797428,4843243,14604369,24966205,45645849,81944857,141607640,273088325,452929161,716662453
332903,531249,785528,541202,620305,924666,1771700,5664154,13228495,25179355,45859807,82910010,152205812,272407388,409773416,689541424
323154,650942,782116,534315,612254,1049829,1760546,4372549,11552140,25062605,45695531,83837301,144045506,273590923,397603769,707530915
334335,651927,793929,534204,639068,1046500,1750343,5148524,14680433,25232052,45693519,83063452,156766204,261021659,420031786,704140158
376533,648346,804852,531694,596170,979726,1749760,4273463,13457959,25096996,45698979,82950931,156793680,263851435,406137562,711837716
341279,649739,800574,525524,622499,1110528,1729790,4972903,12948767,24957659,45604261,82727713,152583614,260521825,423679611,740914116
322372,647415,796676,531638,611317,1029518,1729152,4202281,14193793,25005579,47167542,82410449,152071165,259751474,426351446,764794012
325301,642365,808457,509381,629932,1030086,1695724,4784585,12412712,25088135,45591533,82326897,141734644,271194048,403247612,681400752
323689,665422,793736,557458,688198,1043820,1646789,3820760,12937969,25156689,45614721,82377536,151501854,276522466,446703527,661203528
325138,660729,816642,529520,728715,1030310,1714819,4720461,9783806,25010628,45495630,82315219,152886433,267221497,372512230,699454632
324368,641111,788915,530601,685158,1040228,1658769,3835526,10278065,24968162,45683493,82135153,151379539,270950037,390687450,732986302
329800,651068,796447,518526,664108,970933,1698643,4751333,14716018,25231678,45723516,82645869,152631143,276080898,445890284,703198560
321830,660482,780630,512823,665017,989655,1678239,4071405,13031411,25057953,45927379,82069996,153543513,242079583,454271599,724094477
332201,640530,790412,524011,643085,1131076,1704501,4786109,14208768,25239654,45609223,82401549,152414439,263360703,421668852,753862739
321171,622562,792064,456417,632617,1028364,1664723,3845651,11844136,25004185,45475458,82335627,149239712,274831433,396351681,747931096
330928,642373,802689,458326,630882,1298514,1653425,4720178,12381263,25016389,45704282,82836428,117119064,274190004,435501504,772328541
321041,633000,786093,468638,619945,1040297,1659667,3886716,12789136,25332380,45499300,82200354,148939582,267302928,448013334,664476451
334184,633345,801482,457812,617393,1000996,1663609,4725035,9729265,25122658,45912034,82821800,149780195,279077299,427486903,715302258
323546,635773,801128,462515,612766,1024602,1687731,3795425,10334599,25081631,45636801,82150761,148859030,276148900,420470244,743602230
335729,631848,791241,454241,611299,1032796,1689647,4782238,10160481,25131930,45468171,82821003,151266655,269933768,447064546,705931989
325752,627366,797408,489563,633629,1022318,1677229,3885857,12981820,25198078,45852907,82240391,144544120,278176520,419687545,675599696
324664,505336,782684,457783,668430,1008979,1713423,4733869,14302212,25364490,45705749,82425776,148868799,256522004,392637930,742528996
320650,526039,783006,463137,668590,1027619,1696045,3873018,12204543,25360636,45597456,82433818,149881673,256228390,447381867,755662608
323310,531821,794365,452284,627385,1060175,1830904,4705100,12369159,25180825,45699481,83131882,159278495,268589957,380717554,691460452
332023,533322,792695,470473,620044,1061058,1745725,3872274,12776636,25417462,45492705,82379710,149099981,263485994,454722972,732494860
327452,493766,803167,478270,606425,1030392,1755174,4701715,13110923,25330063,46954783,82751209,147482564,261327884,416884537,748700410
334021,521737,795035,453814,623612,1060487,1683795,3850212,11510154,25068678,46543326,81757694,140569163,266674255,413996782,703516562
323606,518813,776023,477991,616836,1040089,1716414,4728640,11632140,25154651,46714811,83464101,143852504,258764202,423197595,775006828
329473,494421,795829,449231,627391,1011301,1706346,3817380,13443647,25345691,46550722,82039949,149630601,273272535,464305498,685271080
326275,504102,787929,472426,607587,1040862,1739762,4757813,12724271,25173528,46510527,83059821,147223012,273438770,390937178,717382694
335487,500970,800960,462132,620734,1031416,1747784,3831417,11502437,25307257,46252132,82614832,151507252,277624292,419223492,733810050
324358,531631,793296,463582,615225,1039077,1697084,8426389,12547594,25206328,46253170,82603002,141693896,264488834,404110917,712384320
368130,497999,790459,474470,616067,1041993,1675883,6550530,12752317,25110994,46425762,85229221,149298507,260281602,444517172,667774837
352579,516136,804468,459439,608971,936536,1711864,7134490,13130404,25219588,46300046,83667612,158214450,274574269,417858356,760562865
332457,529348,795986,479963,611206,943578,1729490,5631779,13231166,25366657,45901598,82978135,158486600,262554731,396665950,761256941
324142,538667,794945,459841,676816,926987,1783381,6158022,13060108,25009209,45836602,83240398,158166827,274036656,414115167,756578613
331072,529220,807601,456833,667858,932624,1803806,4955992,13225733,26684602,46072450,82165064,158690998,253717528,447455766,726983779
324024,506573,812085,463957,675499,945561,1795126,5697823,12826869,25509071,45723074,83109556,158993108,273897829,429293616,764360356
329760,527640,816068,525776,625823,950874,1759318,5015035,14701667,25526579,45529749,82964028,151380614,273241223,418437973,765932518
328457,524461,795829,559392,618193,1074862,1791425,5305577,12522216,25337093,46112606,82995469,148471144,259845965,427498769,761454372
332979,512960,794362,544367,631040,1012002,1763312,4252647,13058154,25190949,45691414,82571013,150652801,271505785,441422561,730752605
324270,513315,813379,551437,626157,988886,1749928,4970714,9888465,26518681,46093497,82634875,140570704,257828233,425510613,737987612
328560,516220,795873,559182,624037,964106,1802458,4483341,13111680,25437610,45925460,82324676,150980022,276779700,379558932,722173451
323873,527939,788430,536022,622694,952091,1767192,4780052,12946997,25456799,46070714,82778035,148195280,265260161,446568596,679307974
324039,516051,805473,531315,633520,944130,1750575,3905903,13021191,27681199,46067365,82831093,148558963,278349467,407080919,670396612
331865,520421,773479,536341,628729,963457,1819506,4712553,14459286,25327296,45841769,82671332,149686321,268875968,395393906,695665886
323927,500087,789682,539029,653619,944367,2606543,3907883,14674324,26541896,46760467,83022360,157915711,257294627,427956339,780970662
334314,526441,801332,536763,625175,969976,2598924,4806310,12454587,25592509,46604146,83389084,139981232,267980528,404219432,726298776
323892,501585,791413,554918,614060,974195,2543207,4673543,13104555,26118268,45975831,82890547,148236077,276342343,454957629,734061620
334538,522355,798460,458759,612326,973799,2414922,4966329,13285922,25111533,45922453,82726302,140641488,261939116,432128329,720331100
323368,516930,791913,484551,613309,1022841,2330592,3994294,11605194,25136598,46064391,83453443,141062489,275052448,421221355,687986397
335220,500136,772447,475776,617712,1005381,2243422,4842695,14575551,26286242,45899346,83069451,149436221,244425241,435605488,722617065
325584,510682,795082,491459,615828,1005963,2135413,3832915,13268960,25244066,46098915,82705781,150016841,223636648,408370895,701578943
323023,525212,791629,474695,612057,1023836,2067716,4820300,12853263,24882318,46488372,82388645,149649902,269891077,447644044,738080520
321883,518166,797999,457885,625270,1019729,2057310,3955965,14683694,26356814,45785854,82036532,146160830,259954557,428017529,775112696
325520,525710,791596,476315,622747,1072560,1992538,4812407,12417014,25231300,45953956,82386782,149743128,270464656,385937102,727588854
322448,534077,788571,482625,614615,1239635,1944810,3888733,14667697,25113298,46010062,82853005,148216398,256558386,432624055,760025454
324449,518713,813454,465059,610988,1157064,1880258,4789046,13283836,26349325,45503485,82148319,152686407,269992356,379526549,754655021
334164,508248,793543,449463,624709,964105,1830580,3851276,11543517,25200519,45583315,82958089,151159679,259695200,408422764,710447261
323607,519745,794415,452594,686839,956342,1764869,4759141,14643084,25016813,46003416,82173058,150798318,272851301,356816205,754381527
373293,524822,803706,473792,688980,970714,1832421,3860878,13209413,26538333,51154091,82961171,146959975,274914716,376968919,738995107
351699,521178,801805,455343,635560,967413,1756464,4772634,12777350,25061562,46389506,83313343,151409640,278027981,358348824,742166935
322799,519503,798247,482664,612515,954419,1739290,3842822,11181041,25104359,46027111,82405538,141639177,268072004,437537524,722353152
323153,514839,790410,466654,608688,956601,1739150,4822441,12437629,26285954,46105544,83187465,152001244,264359638,396236294,679207618
324535,516246,789251,469648,616651,952049,1664987,3875285,12741162,25093048,45735754,82530861,156492281,265762459,431597713,762834448
327762,495855,794486,456385,600035,1088748,1670878,4775729,12987917,24929970,46119226,82929763,149036111,272534519,441405635,776318213
326909,521474,798603,457943,613787,1114555,1812743,6538330,13070084,26159925,45786819,82702766,150978688,277237863,442551483,682356903
323231,494047,1062262,465428,616019,1093883,1710560,7091503,14530431,25263560,45775751,82669618,149979447,275591509,434100468,662522022
333026,518717,1047370,454080,614020,982305,1697066,5892919,11744320,25109463,46041796,82416804,149388519,259169450,440700856,695621113
322401,526818,852286,453736,609009,1084225,1673234,5861181,14295504,26544147,45804184,83078609,151896359,266730607,406784648,687346623
333563,507739,797056,475494,637261,976968,1687469,5005569,14211439,25037509,45740338,82533703,147425455,257267460,405283509,664921068
322777,522113,801804,470377,643162,984688,1670785,5316081,11790878,24936839,46223652,82540048,151937263,274447175,402946728,713818656
339030,510883,793792,462417,620628,1000964,1699477,4539984,12545055,25168618,45954252,82216567,139948144,268466785,458844264,669648074
322384,500420,798665,462191,615766,969827,1654165,5105913,13132203,25164691,46450905,82673157,151544789,281776587,453137784,739903748
333670,513901,794729,489747,617903,966530,1647152,4239711,11454854,25491649,45537797,82721968,141167813,269500086,433455524,747779131
321283,522866,790464,475251,615131,947859,1671920,6434610,11598346,27087968,46143232,82436670,141557029,267297987,459808033,765825054
322153,523087,794024,460805,624654,938321,1634903,4492410,12930817,25215884,45792247,82319501,147592094,272314438,418316800,753211035
323371,521789,809747,449613,606872,959085,1685455,5388394,12665090,25146335,45653986,82730314,151084693,264187401,438889836,734383351
321496,514073,798672,472547,607501,924774,1669722,4386716,14534244,25171621,45720451,82467184,140280300,255361612,416257724,769735333
330935,509374,802219,494820,602405,962087,1722351,4991989,10877232,24857337,46187778,82781428,139997735,273322992,363953012,752010289
326568,628440,781910,537840,613387,963554,1655042,4022099,11579290,26327104,45916604,82126312,150877179,270295883,444506395,781700345
332486,642249,797230,539133,607889,935054,1721373,4816804,13219535,25220964,46577527,82632817,141487396,272288261,419290258,758958816
324100,654929,793600,502252,623690,1002238,1634894,3991899,12399086,24971011,45920388,82219033,152330388,267439118,424122694,773688723
327656,664120,783233,494898,628598,954372,1639734,4700701,11513088,26540295,46408095,82579660,141421032,277213715,385202190,759297203
323959,649334,786257,494189,641340,943681,1654738,3826615,12797645,25157340,45919955,82095706,140244909,270915440,451931982,667433337
335387,643220,791196,510486,617097,956409,1669402,4929083,13320673,25115355,46162123,82606359,143627613,276072506,417556558,693552316
323068,669826,794132,479348,620024,1101793,1669016,3794661,11594903,25134158,46188889,82172693,141114085,265906112,401976020,673617777
334144,654723,791644,497655,599063,1147630,1657706,4706952,12265351,25043192,45990176,82825764,140492949,272675722,385287534,702901379
327036,661687,798355,473310,624623,1110468,1630645,3754027,12783626,25378180,46252468,82159372,140775133,270699871,413557750,666269400
323753,656765,809001,486415,630066,1050926,1903857,4775231,12974851,25302749,46370887,82435994,145458873,263736518,389128386,662328177
334420,657826,805064,486805,621452,1050983,1827358,3839371,11570199,25165262,45632611,82820313,148811163,260095612,451659247,633074065
320598,649538,799154,495599,620959,1016211,1743351,4721491,14629172,25237397,45954624,88308538,147981498,272999863,375189681,652092057
333723,650789,797023,484073,615534,1005983,1727837,3873052,13145407,25070658,45952154,83056025,143090566,268653300,387099601,754513962
325549,652040,815667,488025,618335,1019191,1772881,5206485,12956035,25291682,45768651,82626643,152031131,275570241,447902743,730227591
332332,650533,801994,495067,697344,1054778,1746415,3839703,14545960,25254087,46095422,82845036,154191327,272788709,404025677,643890640
324431,651735,787428,467005,604128,1083300,1726888,4699457,12398227,25169972,45654322,82926302,147930845,257198184,379308123,665898924
336420,661131,811106,481368,608172,2147730,1766778,3865225,13017893,25985173,45676490,82410219,140171779,267862051,441041112,761469328
327441,652562,796546,474052,615162,1380122,1742544,4708808,12966557,25129340,46619713,82810976,149328785,250115972,445085819,658549874
324815,524441,794829,476144,618513,1043134,1740588,3877166,11500076,25373766,46003974,82527221,150779099,259848880,371022266,717700630
324126,519169,795329,484338,608921,979012,1765693,4667266,14557444,25275645,45913242,82835967,150923824,259054976,423239212,714513056
322695,536274,794587,482395,616979,976306,1726206,3857511,13104479,24997174,46041104,82713764,155563625,252313875,432830492,707174009
331755,539907,787607,470118,599365,980070,1756009,7743640,12766116,26163575,45991648,83047046,147943915,259120759,431676244,755049510
322548,495302,776361,473652,599206,949389,1793302,5977131,14663775,25202199,46017888,82639375,150696983,253668767,429965492,687535994
335226,538440,794912,468060,612636,958298,1747488,6747502,12448782,25170839,46000517,83010236,149335373,248390520,433179341,683356413
325394,546257,794042,451928,621241,963623,1724286,5328666,12348300,25032832,47895515,82313374,151015656,258823393,448320488,704418448
335334,543031,794169,481496,619841,955426,1770872,5887701,13092917,25310318,46163236,82967605,152052194,270977399,444994612,717439805
325398,541552,791499,467353,609817,947121,1722570,4714282,11688102,26141150,45831528,82548769,142643283,253932694,437088810,736319629
326200,537924,785949,481540,581866,936297,1730751,5385568,14303781,25184793,45777286,82964809,148860944,256032986,442764460,674312055
322412,539085,786172,459976,596435,929164,1754199,4989629,13099669,25256432,52151525,83715536,141818256,227018893,448454820,747491418
329308,529707,795669,467721,583731,946821,1734939,5019768,12828504,25276495,45942001,83099756,148007216,265585661,358255533,717418473
320515,530982,788877,478047,577259,915028,1732102,4040846,14600867,25346809,45702835,82928262,140202807,261464605,450782221,662344706
321201,533882,804873,467591,585182,922380,1779054,4841267,12475152,25956891,45908414,83665232,151576487,277489616,443829892,650043002
333591,526054,787944,475144,561781,946438,1733576,3878147,13057227,25251401,45657401,82637690,146106650,266301727,408587624,708255083
327202,534875,790765,466734,578800,911783,1699865,4738686,13072075,25361289,45880485,83449474,149682694,273910381,390905943,695890883
333471,539199,798170,471698,565818,938728,1748199,3840983,13147703,25035019,45977509,82919636,157675693,269377823,374666627,752835606
324514,529379,779260,450781,578834,1553696,1762539,4726790,12298525,24945932,45545055,82993536,149352126,251470760,434265194,735591517
381982,542894,796128,479292,569102,946101,1696538,3857931,13238167,26239539,45647693,82747342,150179187,273892524,449199331,696151876
346216,526870,801583,465070,599752,945849,1717172,4753328,12786385,25438975,45839078,83354083,151666224,267402726,392342455,728605790
323073,528781,769541,486684,574100,941293,1697658,3850494,11557596,25353219,45513690,82542909,151156753,255994738,439084743,741375757
323077,530541,1068962,473265,586192,973968,1679957,4779783,12345059,25482248,45540339,82945988,136277533,273392083,440872195,734841938
326503,531663,1070508,543288,576421,965579,1679854,3867231,12820862,25468498,45956915,83016165,150760478,258638969,443560313,733235948
331529,545181,1060693,534217,586751,985898,1643513,4794038,12817428,25435201,46077506,83135158,147272935,267548208,444055678,663603790
325252,534177,796949,547055,587972,983873,1681408,3868095,12923637,25216797,46121876,82317327,140642035,260170352,449844303,663352601
329809,542005,788701,545639,610731,932257,1671918,4719241,12936472,25383614,45964578,84621966,145898418,245716963,421009096,721103341
323285,519292,788794,548545,625018,933521,1705708,3818750,10238130,25413223,45801039,82343740,137827453,271343018,418100076,757389418
332300,545717,782386,549751,618628,942962,1661564,4691879,10532627,25227918,45784340,82976222,149704661,267794853,438810142,750659695
328808,519602,798958,541544,640751,949514,1676951,3851785,14451997,25334420,49474519,82410945,141267287,268922459,439860304,725672136
333017,519793,846166,522756,599650,958926,1645458,4666420,10823778,25162822,45899070,82862307,143139724,256600774,409870275,716529886
325197,529160,809940,533059,606758,979032,1622867,3827907,11512672,25404700,47576912,82288025,148334585,257767355,443500672,699529288
324780,532049,796272,521343,604213,1052435,1664607,4747283,12919767,25406340,46075669,82750233,148148811,256260778,453014812,640166530
325997,541440,790063,523741,624183,953216,1659734,3891561,11455085,25158242,45274412,82557801,141147565,251046555,380519535,678264142
320413,539525,790379,534351,596134,983455,1679082,4831468,13878817,25194833,45774439,82800980,151125668,267828574,405273613,776641749
323084,544953,790030,466003,625427,1310496,1673932,3838248,8944905,25165223,47028819,82436248,143391215,255637583,427105979,678848671
323977,526259,793876,452858,617033,1055881,1697614,4731655,14272599,25087275,45652443,83050757,141220268,268581748,413495302,661073700
331702,530563,780232,473473,631448,998534,1705764,3849318,12115617,25330478,45964930,82677992,156701866,258461176,422773195,718116918
322876,529483,782288,441453,694774,948757,1665472,4764003,12326285,25270218,45406916,82750480,153821066,270812915,375447258,657572264
335086,515812,801366,465253,671597,1034564,1654833,6344433,14328547,25158658,45460810,82476320,157594403,269539517,400988210,708781078
323775,540241,784464,450928,659417,941371,1623946,7684628,11326193,25252659,45276378,82936202,140159022,274268661,402882479,743200195
332870,525563,812434,477112,654660,1038231,1675353,6143273,10153621,25178785,45403829,82652954,156648648,274784897,407548199,734823918
323906,529809,802198,464231,651041,1019125,1672526,6498776,10582129,25066652,45248280,83093592,147926352,268105200,390416736,654455169
333724,545011,789592,469250,649978,905221,1661724,5130269,12999846,25364475,45514610,82654748,151052452,255747884,437797439,657814266
320596,526465,802311,467826,653752,894141,1748106,5799490,11973798,25293669,45445033,82736111,151560773,261664088,402867367,704338191
322429,524106,801638,445709,663922,908734,1648128,4696543,14401538,25064012,46492594,82773922,140273822,268283247,458652418,704330083
322146,505227,784512,459179,666712,925675,1681974,5358393,12147016,25285339,45498619,83057537,149753874,254911564,458526855,712081263
324940,538688,804834,475419,667612,887342,1746843,4569004,14439130,25986851,45540807,82335419,151977745,273677804,444091735,739946650
323702,533117,798958,474438,655687,905594,1893101,4967943,13239360,26309112,45707275,83022156,149091218,261711231,429762164,709212208
324102,540818,804360,484839,617592,1007922,2602705,3974155,11585044,25174180,45876527,82268837,157742083,271949085,453903477,766382300
333300,526144,814796,462501,607354,991932,1889829,4698197,14738980,25576713,46375719,82877676,149629230,248377716,430580162,712392932
323594,530513,778368,483736,630766,898505,1923845,3828643,13452165,26407084,46045653,82534056,152447029,264749174,446701910,707261852
335186,526801,806142,470352,615722,912376,1764625,4701084,12878016,27224808,46175912,84025795,141745940,263831030,403432112,700405450
322029,533648,788916,465696,627581,925850,1805060,3860743,14720150,26271426,45900781,82835432,149562963,272591634,440481206,716674350
329515,543883,790186,465872,604590,8432892,1742399,4723643,13390693,25065222,46082234,82594565,140777184,270959284,428055919,699858732
325720,529138,806165,481314,621555,2295538,1753719,3850399,12467913,25425080,46056375,82136788,149350152,264223300,442081456,701274569
331139,531663,786496,463976,621182,1612606,1806431,4722471,13182918,25258507,45578400,82634440,151110315,270345071,385804631,709020418
322753,539010,795747,475451,611926,1014868,1748091,3824779,11622633,25319609,46098805,82368098,142036141,260334417,452289149,640181518
324712,540139,795016,475133,616657,977047,2879062,4673470,14602477,25245588,46126799,83148464,150259825,269908140,445819146,754543250
328460,636966,795181,492773,613741,997189,1882698,3845566,13152551,25323059,46040307,82729944,150047254,264501316,437829191,640532232
379106,536089,802615,500867,623525,962873,1754758,4703753,12926264,25143916,45967444,83170828,151437520,247658013,453134784,682855936
334584,531687,787022,455901,616298,948545,1746411,3854165,14577396,25211324,45912039,83344752,150639887,258326145,438001184,702678668
334274,536549,803755,458295,599833,899574,1780440,4829352,12875426,25443399,46101792,83202307,141270269,257215720,434792330,761490210
331910,534881,795242,461233,621520,932165,1757154,3898136,13104977,24912262,46128344,82220179,147787678,266991428,427430659,726639259
334674,540419,797045,548511,604468,885875,1763494,4722062,13876099,26207933,46715146,83023237,141256843,262691831,456094822,707164913
323920,527614,818522,546927,605254,909265,1809267,3757104,11516035,25249632,46348261,82706965,150986375,259338561,452973941,776761633
324887,529045,783312,552956,601700,886653,1720895,4736205,15003173,24980493,46342032,83003369,157490192,262530895,441513341,690479650
323370,529055,795014,541981,607929,879628,1722662,3822369,13861662,26402994,45889021,82438824,152564213,269945917,425500014,730195791
322486,538498,784590,548538,611034,895427,1754571,4698814,13054883,25298543,45659690,82845181,151469008,272836451,408257046,755018254
323909,531598,795991,545862,617964,882302,1736472,3837565,14808469,25132121,45839607,82520489,151456536,270698042,454202362,733219255
328692,545767,797339,520834,696090,918134,1718888,4699327,12547421,26051060,45102160,82817039,149687616,274001773,389272100,710241115
337504,541406,795302,539806,672633,879871,1765436,3865067,13222874,25168525,46072056,82446110,150951298,262342557,421780006,743844499
326349,533597,801268,545283,666225,855342,1752704,4773394,13071017,25202009,46038073,82931643,141190212,271781319,436494240,695314388
330436,531717,920026,528373,677135,885502,1743722,3821333,12981946,24950413,45721232,82464592,145288281,255454705,432746327,718585828
376938,536619,1049066,543336,593908,886028,1767777,8356854,14175431,25179790,45410622,82858046,142099883,240465481,452275212,679352609
333343,510466,1040024,449719,612933,877146,1724700,6088525,13020539,25544081,45961707,82845634,152834616,250846241,421367709,782891171
325005,523323,1078531,472745,609001,895742,1698984,6733783,13109561,25354848,46054909,82839505,141603937,266573417,383134483,749723402
321623,547296,1060412,456391,647899,881441,1682870,5489073,10933586,25370596,46060824,82498722,150663748,263572482,387343495,733035041
322208,536703,1070627,469409,605028,878714,1662969,6074575,12347453,25223991,45885210,82943750,149151834,267552968,435288803,719705897
323742,541303,1046886,463831,626606,890349,1677366,4838471,13066416,25529201,45256993,82815181,149923221,261184961,430388153,681815186
324389,537286,1059711,475454,624242,892727,1654955,5635602,13030518,24965149,45760728,82580420,149087451,273833618,434636342,722193547
332887,520946,1033870,469739,621631,900588,1673174,4497046,11461988,26214402,45742170,82463095,142213227,275760420,422421404,742863346
322037,534987,1028707,458454,616325,873434,1634117,5051307,11406620,25436766,45754029,82635776,151792409,264534729,393144108,726182089
330012,531907,1030458,471555,620623,892275,1688824,4158032,15069994,25013397,45350988,83298660,144612266,277046010,422033021,693913167
320575,516345,808923,448846,621065,894480,1631527,4810513,12598370,25913998,45101189,82766621,149486349,269087736,384519036,710865537
331425,531673,773318,477144,648622,882692,1667964,3932766,10807862,25318598,45299527,82849860,141410855,272283804,462575720,621018129
322953,547778,812733,466565,623130,898892,1686859,4756134,10451150,25308577,45711872,83226586,154662610,275614942,434570737,690506786
394488,544113,785608,468675,628555,881376,1685936,3845410,12063857,25187581,45738663,82673466,148973579,275162203,449194677,680824143
404568,528008,785400,470133,626245,890101,1671244,4720858,12736764,25203909,45776656,81948063,152222704,271206554,441465984,678500616
422588,540017,779689,463341,617979,894165,1674081,3856356,11486607,25534934,45815971,82360848,150391208,266227360,454209262,738592546
449998,529617,778339,471155,619437,875850,2515823,4706561,14402900,25226407,45446600,83017364,153113723,260678213,449339697,751855367
444865,528728,784229,469419,632814,903502,2555174,3827686,13003668,25324276,45078691,82904807,152418655,265283923,444685837,755692381
437333,525876,780144,469770,608742,956729,2381149,4660303,12702614,25289100,45512035,83102619,151825804,255478085,437340447,754346305
434027,529349,784023,457974,611920,916850,2246419,3821747,14336923,26086944,45372638,82246496,141763949,270020601,391823949,700575200
425926,534453,795705,454553,610298,883151,2117755,4740544,10758185,25005339,45445341,82870028,145458704,263422575,405337271,726187233
442587,528372,776563,486429,627966,884428,2021622,4085358,11565627,25542657,45742469,82485511,146418475,269168653,442044198,672732204
374049,530571,789420,454311,638450,883244,1930759,4905118,12843961,25008873,45695713,82949962,150909521,276146482,436977036,723133224
354907,540469,777547,451772,649615,883335,1932316,3913917,11421714,25373223,45406292,82504559,141700015,258028126,446173627,760030638
328877,521006,782738,453324,612370,873867,1910887,4658586,11159320,25078414,45483646,83086793,151855306,262189362,396717609,684921174
321682,525529,789313,464576,631473,931607,1895285,3830047,12850552,25197274,45494452,82707501,142777062,260852732,412948660,637520883
322853,512856,797004,457202,626508,1005024,1820734,4670115,14589556,25134551,45364230,82955155,149077684,243623786,448666368,715579112
331240,521061,783662,459261,618321,940632,1785348,3824321,12772079,25334182,45617340,82390136,158841289,266454965,429740806,715184968
323853,503071,786449,487758,623056,962716,1817542,4747839,12350683,25050881,45185460,82974650,159671821,266348571,446534450,747046089
331833,509921,776889,453503,592444,942660,1981982,3867113,14093548,25504991,45885569,82605333,158437064,244812391,444361772,719006819
325083,528953,791351,469887,608754,898172,1959435,4794650,13212840,25193580,45778907,83205423,149620585,239929163,450489284,660709741
332709,536453,778224,510433,620107,913693,1768978,3823745,12884318,25097063,45692815,82417977,158097683,273707136,402337752,678871681
322196,541218,791546,498672,609309,893244,1743651,4741119,14565515,26212350,45082950,83094786,141394591,266301492,458791819,725772716
333693,529288,779610,515410,614299,903615,1735062,3845663,13247345,25373344,45530619,82702018,141682415,273012776,422738940,750966792
320619,533910,783535,490355,629443,890344,1691082,4747378,12819044,25306065,45635459,83229646,151012195,268216041,432702211,743827867
321442,533449,774669,489921,628499,968811,1873683,6710035,14746568,25313782,51664067,82585965,140969112,267509218,452924308,622287010
322048,535212,780820,495182,635626,970176,1800271,7475583,12370128,25352385,45700375,82917152,141602809,274046807,397335592,770700725
324149,531949,780300,493377,632529,947611,1719668,6078864,14461033,25820941,45833555,84179951,151612014,260529072,397690763,677559430
331701,531342,775087,501222,609430,945312,1735122,6291032,13048582,25255565,45684523,82956626,152491431,259226404,446747750,701799631
325685,533263,797093,483895,603235,929004,1755382,5265121,13090882,25268374,49209759,82602268,152984109,270747447,452007176,718660755
331258,527210,786155,498823,604866,935547,1775578,8482295,13037052,25179602,45176093,82820453,139893861,274200369,443583951,664740887
321726,539230,783592,493119,603722,896285,1742371,4799667,13171331,25149520,52063957,83125946,152185139,264527443,369463113,769922462
327605,507832,793038,496900,620370,889532,1777606,5209604,14346619,26171726,45652453,83789599,141415473,274396911,406580294,719222727
325102,514484,786370,500142,601885,888420,1742271,4443377,14765630,25475701,46536597,82446630,148881172,268393297,446662638,723589488
322483,526100,783516,460393,616322,880106,1770680,4939603,12466378,25281013,45834506,83082074,156415390,248771601,447176267,760746577
322012,535878,797348,486102,619489,881213,1763698,6649195,13062962,25127064,44548027,82227094,153035784,266999745,442813705,731171480
324274,541585,797798,461354,661176,856397,1732490,5693289,13057686,24893976,45968074,82708073,141411039,261199358,416090568,741980955
324688,536660,774413,457449,724116,899296,1759457,3954179,13084507,25863632,46759564,82433940,140453643,272671315,409085377,701258299
324370,537742,779269,459220,700740,856830,1734004,4678102,12876838,25547594,45820776,83018612,141741465,268826021,450908745,677682689
333771,528121,785917,482872,683889,875692,1735841,3882466,13268987,25244728,46492591,82386621,141912917,272667301,363682682,742122053
323864,522406,783934,478670,701314,900793,1742630,4746774,14977959,25307113,45785276,86081735,153364292,270570397,432032520,784740232
331921,537278,785270,460822,657892,869622,1763106,3876601,14857056,25168385,45840735,82656718,158189025,274146111,439631478,717994820
321783,525434,1052055,462911,653212,892470,1765583,4759917,12417990,25378934,45576337,82854866,157114747,268811223,410826039,659378091
335905,535040,761672,490977,648534,889127,1708986,3857134,13747011,25318267,50098212,82495990,158160848,273857384,458177905,751641534
321326,527801,805839,475541,625067,883306,1766229,4727226,13230007,25125507,45794242,82943546,140986080,270666898,399139457,690275210
326556,531462,799548,487008,618954,892236,1724497,3875706,11628144,25168261,45440664,82491170,140495049,271616586,413595135,700894076
360381,501351,786890,478976,607190,888428,1767353,4689331,14760187,25169632,45049794,83144435,158606755,269918622,442788395,673095777
354582,532524,796461,454067,634417,879480,1734332,3864582,11489920,25208540,45828652,82509098,156011482,272041874,440732526,698163053
324392,531645,804147,463134,644548,899920,1678613,4700668,14458259,25173533,45818734,82983743,154458033,255561419,436570212,736813642
