b16,b32,b64,b128,b256,b512,b1024,b2048,b4096,b8192,b16384,b32768,b65536,b131072,b262144,b524288
15941,15064,13771,15846,15070,12646,16053,31041,41422,47441,37937,38958,52265,40223,45229,51112
15619,14965,13930,15837,15270,13796,14995,31225,46980,43417,38251,38788,48401,40813,38652,53562
15427,15455,13896,15723,15510,13778,16740,27023,42488,43919,40143,40345,39657,37915,39941,60884
15792,14538,13909,15686,14633,13312,18613,33750,43095,44001,36147,38475,39190,45013,41508,57900
15304,15479,14069,15373,14776,13751,16373,27882,43125,44663,38140,38861,71439,39025,36056,52327
15795,14612,13420,15544,15147,12631,17612,39591,41228,41946,36249,38583,37833,47837,33473,43448
15445,15229,13529,14640,15524,13656,15769,31139,42554,45438,37904,37658,38143,39070,44098,91971
15138,15276,13640,14842,14596,12247,17201,37021,41349,43875,39021,37714,39785,59184,40162,46210
15102,14437,13933,15295,15270,13623,22695,38973,50019,46849,37087,39042,47032,38883,40097,61930
14985,14639,13829,14636,16625,13203,15217,29126,41536,44513,36644,39152,40422,57184,38698,48182
15345,14536,13829,15195,15228,12445,22292,30296,47595,43702,68370,40108,39549,41000,46411,58240
15196,14469,13296,15075,14665,12304,26999,31906,42314,46465,59669,39247,64866,40780,49393,51437
15258,14889,13583,15807,15639,13416,18445,27271,45827,44210,37204,39066,52827,37979,43164,54481
15130,17183,13597,14648,15183,12524,16069,34346,34328,44136,36930,37684,47662,40425,51019,45501
15395,25137,13765,14565,15741,13348,14412,33749,34005,44214,37260,40559,45888,36764,43075,36116
14625,15128,13373,14501,15193,13765,14213,37846,40799,43421,36653,91180,46159,38301,55733,42328
15280,14933,20750,14828,15487,14001,22214,39154,30913,43999,37361,39142,45077,45746,45132,39037
14926,14927,13089,14908,14715,14572,14236,38394,32837,42305,37475,37858,45111,36822,41236,53144
15446,14770,13851,15002,15613,14647,13739,39005,38106,44719,37557,37942,55077,44892,42496,36155
14806,15614,13269,14574,14977,14126,14466,41105,34747,44292,36899,37756,45132,45135,45519,336969
15604,15637,13353,14421,15266,14102,14080,37687,37513,43812,35957,38480,46358,346620,41974,39492
14918,14983,13229,14845,15204,14053,12852,40419,32658,41166,37256,37030,43268,43314,40774,44266
14867,14757,13416,14161,14720,14029,13942,38069,32199,45968,36891,38713,42339,45289,41252,84928
14543,14801,13458,15339,14489,14101,13839,53256,37431,54320,34696,55082,55840,42357,40812,35434
15206,14883,13491,14636,14726,14110,13840,38858,39616,43852,37059,42264,53819,40936,52954,40893
14896,15393,13605,13972,15846,14339,14038,38524,36417,44259,37816,37928,42082,39119,42058,424881
15174,14970,13468,14219,14497,14129,12476,51961,32434,45253,37777,53265,57047,40996,43472,49158
14740,15384,13497,14116,14615,13668,12670,39504,34603,42963,43563,45919,38592,37608,41357,58826
14966,15510,13300,14405,15081,12509,13897,39338,32175,44340,35491,38589,247647,44874,41590,59304
14748,15629,13133,14376,15706,12558,14142,36647,37003,43835,35486,38680,40786,44307,43705,51401
14912,16095,13644,14342,15080,13177,14130,37283,39518,44093,37839,37704,41426,44447,49297,44178
14586,13840,13356,14424,15200,13760,14412,39074,43001,45101,37011,35488,45512,45429,38365,73092
14741,15486,13238,14235,14595,12568,13814,38691,32357,44667,36356,38496,45227,44286,41541,45371
14765,14867,13411,14105,14884,12446,13735,41086,32103,46698,35621,39391,45214,43142,42353,46402
14526,15283,13239,13786,14973,12539,13752,39134,41428,44801,37439,38559,90259,47768,43118,49440
14806,15136,13256,13581,14535,13935,14177,38362,31473,46985,34608,43796,43241,44676,42757,62802
14601,15166,13055,13802,15376,13630,14183,42910,37972,44121,38545,37567,43990,49508,41602,46880
15091,13810,13379,13739,14587,12392,14419,39075,35384,43627,34443,37566,38627,51328,47153,45897
14658,15143,13347,13983,15403,13710,14011,52699,36952,45837,37833,37852,263395,46629,45942,38938
15176,15088,13286,13610,15244,14029,14315,50041,37279,43505,38501,38292,38607,368503,49755,50945
14952,14259,13910,13619,15075,14093,14336,49356,32212,46464,37122,39675,42757,43910,43484,59330
15199,21380,22113,13814,15396,14492,12693,37412,44590,44400,42888,38153,40288,43678,39866,44512
15148,15039,13171,13527,15042,14269,14226,38113,44206,46687,37036,38844,42243,44148,43066,108267
15259,14986,13534,13545,15275,14133,13915,37254,55669,55019,35697,38427,40001,46767,40936,53445
14950,15136,13433,13305,14974,14139,14284,28474,45446,45270,37809,41233,40876,45866,86267,78984
15628,15160,13518,13122,15292,15559,14007,33219,38559,45342,36946,36350,40297,42113,40713,167635
15010,15333,13747,13499,15949,13899,14411,29425,41683,44422,35195,38495,40874,43852,39935,57214
15162,15188,13244,13496,15459,15801,14037,26683,41674,42725,35261,39655,46894,47413,41371,49963
14780,15287,13243,13022,14687,13953,15044,31165,44633,44532,36769,44345,40131,40735,43404,59235
15171,23649,13482,13089,15186,13961,12747,26377,43848,45667,44247,39880,42631,44547,45969,91907
14841,15457,13260,12849,15286,22274,18553,27530,42277,42968,38536,38815,40304,41846,42821,43996
15272,15334,13181,12966,14571,12234,14050,29476,41213,46270,38412,37444,42358,41377,39825,52178
14773,15370,13374,13180,14585,13487,14060,27271,49657,43543,35036,45743,40092,51965,41891,50542
14757,15813,13308,12556,15287,12146,14158,32149,43793,44304,36949,36635,39782,47193,41493,126951
14618,15685,13255,12736,14792,13623,13855,27171,44572,43889,37351,40958,42106,49307,40983,39013
14348,14031,13527,12486,15177,12242,13987,29979,43439,44482,36961,38308,40143,43907,47895,201909
14318,15177,13557,12519,15129,13567,13888,31547,42909,45562,36984,36263,39520,40627,42567,53670
14424,14885,13267,12567,14316,13652,14412,27401,59673,42919,44153,37550,39565,39323,43076,62205
14173,15166,13691,12808,15125,13335,12861,31032,41989,48347,37702,38510,39592,39598,40615,53307
14511,18048,12830,13164,14631,12301,13203,25274,42225,43725,35978,36909,39372,50824,42072,50600
23476,15754,13382,12226,15385,13644,14240,28093,41918,44043,37093,79216,39659,39723,59517,58134
14324,14428,13089,12529,15198,13370,13734,28769,41914,46392,36481,38468,37955,40709,40631,228052
20878,15146,13276,12339,15579,14068,13962,37012,43049,46729,37700,39941,38710,37381,41129,50340
14223,14642,13041,12184,15154,14338,14379,38440,42943,43494,36902,39787,40293,38767,40081,152719
14234,14825,13141,12489,22017,14026,18751,28659,47106,42993,35597,38995,37875,37904,54395,50362
13860,15155,13467,12277,15043,37936,14264,31642,43103,44900,36888,36363,43966,36779,41949,63878
13798,15040,13222,12274,15172,22143,14307,30005,38871,44469,37121,37632,47078,34826,41141,50865
13846,14273,13740,12249,15462,18335,13120,25725,57220,46477,36808,38096,40183,37888,41861,57178
13783,17446,13134,12369,15442,15258,13247,41748,41345,43646,36463,40180,37093,46842,42166,66085
14000,14836,13567,12718,15767,15659,14512,34438,35269,44422,36499,43186,37241,43249,48456,100502
21912,14953,13695,13236,14971,16660,14365,37152,40311,43671,37165,37280,38010,65018,41706,52975
14212,14054,12764,12610,14703,14697,14099,38285,51999,45953,36076,38342,38387,44364,41429,58810
14184,14743,13101,12771,15629,14655,14924,50302,30427,42718,39070,40218,40114,42886,41139,104806
14274,15674,13390,12697,15098,14240,14368,37420,44673,45221,39311,39064,37141,45150,42103,50336
14132,13563,13381,12790,15377,14271,14402,38316,34660,46995,43982,38794,37898,41881,70720,212289
14165,15373,13291,12915,15181,14249,12744,40650,31371,42898,37223,36912,40256,40170,45521,52525
13909,14830,13249,12950,15233,14592,12815,53199,28353,43720,37706,39041,38899,47453,41344,102955
