FP32 inductor b16,FP32 inductor b32,FP32 inductor b64,FP32 inductor b128,FP32 inductor b256,FP32 inductor b512,FP32 inductor b1024,FP32 inductor b2048,FP32 inductor b4096,FP32 inductor b8192,FP32 inductor b16384,FP32 inductor b32768,FP32 inductor b65536,FP32 inductor b131072,FP32 inductor b262144,FP32 inductor b524288
312847,551849,542664,440481,495985,702181,1376348,4888184,10724139,18357999,33367318,60865284,110680524,197115888,334826921,588719264
313122,567636,537560,434911,505209,713739,1333184,4225447,8078236,18350707,32957355,61448297,111198670,199547277,324970833,560419269
314510,571409,542678,440398,498872,699281,1476768,4149031,9129576,18263442,33256534,61064733,113367435,195569689,330136888,610493681
328779,566483,537489,404565,518305,689964,1373098,4751929,9317008,18386165,32934018,61349931,110630661,193699158,348769859,593269536
316971,553594,546723,408490,501813,721163,1369772,4189421,9314179,17538099,33260453,60475074,109088721,199261313,336277952,577330796
321835,556631,544717,399177,503350,732887,1312604,6773117,8448329,18350281,32718915,61456398,109407088,200541608,335251410,556360890
313637,552646,541786,403233,521633,706509,1327201,5561976,7534126,18465294,32894966,60514555,111876284,198542643,346904123,573998849
323510,553248,554905,393908,508968,698157,1283580,5394733,7427692,17541667,32742731,60301814,108506235,200483021,340138502,612553484
312093,551572,540058,402932,511754,707446,1242564,5822564,6769449,18248495,33135230,59955621,110976556,197140301,320663147,576204148
325399,556451,533262,395023,519975,704680,1245500,4907625,6760179,18372197,32683872,60339817,111360118,198094061,347259776,590651457
309402,567290,543585,401835,495484,702312,1266198,5341663,6434379,18371270,33141805,60631166,111691175,199020967,307325955,582907944
323537,546484,542450,406658,510040,704466,1255917,4673383,9352618,18389168,32836232,61046495,110908720,195259957,314722887,572152805
313888,560809,538754,416982,503436,709317,1259478,4533424,8333793,18385124,32948741,60305232,112204832,199048807,338607368,563234763
319099,556474,548888,400012,512291,719015,1278686,5147357,8078793,18419006,32807794,61315344,110308963,201729190,343869428,552815560
324617,572680,553510,404968,512039,706472,1272990,4319734,7263733,18248337,33112244,60217647,112530951,197438438,335454900,566832212
313316,552043,560434,399107,494532,712103,1237390,4667679,7072593,18327744,32765656,61566638,110936748,198031104,347504917,569825795
318935,551834,555839,408558,493794,711780,1232415,4098139,6339110,18317118,33003149,60691269,111339582,196765305,337901918,606778201
312598,532965,546675,402891,516770,710206,1247387,3902626,6463791,18274790,32749102,61718689,111345285,194720988,337112976,588721585
321654,565222,546673,424685,504743,696496,1251331,4731384,6433660,18308803,33189270,60644905,112730757,200551200,304107835,556769888
312635,558677,546719,410301,506514,709331,1219501,4047943,8778712,18314303,32809489,60690635,111169859,198017649,310734436,607994242
321844,555958,540748,436110,498717,699912,1333773,4648254,7940320,18279720,33108867,60890021,111822070,198780388,328119352,606711210
314594,572832,575530,448430,504578,822245,1235582,3978022,9193176,18259962,32721511,61367053,112535955,198154347,313163630,625571755
326609,568029,578265,436137,508561,807009,1205951,3890872,13947060,18295613,32981623,60612593,113735285,196987070,312675617,584785309
317878,568528,558761,435449,503536,788031,1271586,4514449,9411352,18260402,32677478,61374863,111036797,193097336,322147388,615286086
315471,542761,555875,452595,504303,786853,1184263,3915887,8159218,18290866,33196254,61146762,111461559,200174939,336730598,613766293
327219,554292,558863,463043,501227,792418,1199046,4571381,7401442,18453091,32935538,61453719,111551256,199101406,307310863,548815804
316286,555081,547153,448130,508900,790185,1202182,3831656,8070086,18328585,32993060,60266348,111756488,202088073,345578168,609434038
324086,561782,552267,437775,514688,778702,1205521,3961224,6601433,18275295,32676387,61115042,110403096,197749902,306407145,621448053
315009,578539,552581,456454,501834,768634,1271886,4566004,6926279,18434737,33182507,60700112,111108317,197826609,340569453,576391419
322766,558480,571771,445238,511780,764714,1204126,3915864,7480116,18298513,32758868,61775676,110766885,197886895,347889997,612299761
314840,555636,558901,436034,495993,793023,1252426,4574473,6779114,18192434,32960990,60365199,111766080,195755855,307286393,624235857
321977,569478,549439,439033,505839,713234,1198662,3893247,6035394,18332127,32754601,61368306,111549936,193957958,318690331,609601353
312343,555599,546158,446514,497265,701304,1298501,3932937,8988361,18384793,33043178,60646781,111965936,195476622,346542414,584082002
339476,555851,557286,448056,540936,710802,1259638,4698219,9180796,18360647,33001350,60991258,111684428,192157046,339388463,578852769
322706,566669,548166,438813,527930,707737,1261570,4114776,8176456,18224960,33309853,60629834,112639355,197140248,336628121,614945898
322122,566787,554423,446766,503916,706895,1305890,4683541,7722653,18426267,32994064,61446693,112744188,196971497,321731170,565115273
327038,547172,543684,455917,518398,712595,1362913,3948587,7234483,18265378,33139210,60555685,112320012,198792333,328195411,546755182
320172,557181,552201,450198,499289,775943,1333019,4027430,6916676,18254114,32856272,60211480,111947317,196229971,330391467,568397722
329298,551959,554233,439745,511727,831718,1326766,4788419,6720202,18056101,33228745,60117449,112709999,196843858,334399322,604943493
316636,556347,543825,450020,498509,793385,1309729,4011713,9079341,18287640,32220773,61117548,112444401,197892367,342815048,585014296
337001,581178,561686,463309,543449,759802,1309042,6304635,8171386,18340187,33125984,60823426,112000574,200557944,335382906,568028887
328751,554004,546457,460551,547450,776135,1367746,4765890,8019974,18434962,33021861,60883706,112955529,199030824,342796207,550866847
332642,552691,545629,452251,507874,769695,1391017,4685641,7317960,17645882,33120940,60292975,114047994,193869862,323556462,559631079
322187,552837,545668,460365,516583,750290,1325381,5064370,8229822,18271396,32911770,61204815,111693821,195393888,312489274,615317915
317621,557339,557916,444105,506967,776220,1336151,8102128,9022680,18367633,33075296,58292143,114343877,197213741,338397212,560812966
325017,557186,557415,467453,517144,759046,1361788,4870161,8147490,17572437,32966377,60803030,111584699,197916701,346070973,610059569
319147,565376,546364,470046,501816,722633,1360194,4043302,7471372,18423722,33194436,60166730,111660975,204552617,321775921,556090960
321530,556359,552593,461644,518260,754785,1366402,3919245,7081314,18439517,33047868,60668981,111759194,197143794,315940570,602998339
314015,575031,544442,454927,503567,751908,1374317,4560764,8864240,18334848,33112319,60605598,111371329,194137847,338109457,605714528
328660,553975,560487,452645,509329,771591,1366695,3917816,6691689,18367659,32840755,61038127,112610178,197159925,342429076,609704626
314749,558598,550287,464878,513514,742003,1995899,4607304,6576772,18309421,33040063,60520000,112012256,199751997,348061887,604471276
327793,563684,537203,462603,500076,744260,1635153,3901192,8648481,18481538,32828538,61425635,112979553,196583766,315477573,601477972
315212,555313,550451,465912,520900,734885,1526070,3958429,6482831,18360666,33202731,60864042,113450882,195988418,324174069,552636059
324232,564672,540600,454285,500789,753981,1465748,4611756,7450891,18462034,32973119,60962076,111372160,191499541,327617989,568624877
315269,556735,548088,454376,511423,757344,1426427,3935958,6283735,18382407,33246607,60401797,112178224,192221742,335526916,597942392
317540,558054,564671,454817,502530,761477,1380205,4614987,9269662,18287772,32926853,61192926,111474921,195778345,334033727,575762574
325208,559221,548957,464884,502890,761456,1324732,3906587,9408040,18476039,33231149,60618719,111535562,197377758,316347888,597064685
316846,554359,537677,463607,509634,767953,1340771,3934302,7675904,18371505,33113059,61283836,112485332,197206300,312019800,613065325
324735,560166,537691,451203,517614,725956,1438173,4653619,8829050,17441281,34129416,62952399,114523036,199038809,329637026,590622028
317362,556508,550181,459815,513157,762152,1391242,3976074,7114666,18259311,32782775,61845386,114774833,199104982,348727244,552535140
323936,548474,539884,471999,512164,784056,1412888,4531804,6704626,18389844,25673311,59943195,114091421,197302360,313283585,610901389
320420,549186,544594,461444,507987,754696,1234821,3828011,7384273,18238687,32713448,60913859,112334535,195627579,345765193,580170363
325916,547826,536585,453992,506345,694776,1324566,3998871,6338680,18184196,33052370,60180173,113928704,200436158,316035739,584247562
322206,567225,536968,450943,504527,754961,1287769,4545489,8452722,18297131,32837425,60588007,111559613,190873675,341492809,611993758
318229,562195,536017,458331,511954,733295,1298483,3855175,6686809,18412605,33038814,60412414,114135728,196993910,313186140,571426736
316917,554285,548050,455442,505858,764043,1268861,4543879,5784894,18323697,32722894,60806234,111690699,194520530,326701440,581269831
313815,562616,539523,468024,509058,751988,1273557,3879825,10158820,18397023,33276677,60235695,114107748,194225108,331278944,634698165
324960,571664,549704,445804,503006,735542,1199853,3892968,8196853,17589027,32833248,60668023,111441861,197096024,341367392,563967212
314063,553143,537692,474619,536267,783229,1210777,4584588,7512205,18254814,33064431,60379197,113684879,198784183,311737924,553376552
325068,546648,547988,457473,568536,783384,1273756,3908150,7470359,18435964,32880980,60628291,111708821,196602282,339780569,569689180
312750,563655,538279,461517,551907,763491,1193074,4563249,8109440,18270287,33055842,60643671,112542524,192859216,340653663,615868323
323771,541929,550055,487453,541398,778760,1271337,3774097,7488014,18337879,32982410,60451670,111970730,193533041,335709646,621761624
315901,558159,542941,462109,511764,786506,1228295,3991614,6342034,17516045,33218707,60414851,114667630,196519260,340640341,590829772
323596,561263,549742,448276,508570,774362,1213269,4664788,6865710,18311438,32894038,60927498,111583227,192936591,339351479,606786489
313816,561172,558372,446445,516188,777583,1182321,4172791,6371465,18255828,33241969,60205329,114120351,193058930,309278927,591971317
317183,567120,538642,427111,506269,769054,1207829,6021465,8726466,18392948,32859307,61189155,111548811,193407318,346586225,596717456
313636,556919,544949,444772,508279,767016,1169727,5254023,6875596,18401389,33155440,60257125,113168290,194654649,335627853,621593313
315498,552051,542799,453783,515607,771016,1243345,5105848,8893726,17623411,25235186,62253564,110119692,195044724,331103688,600007008
320259,546551,553882,439905,498458,770502,1285011,5674723,9340598,18302783,32687240,60483230,114622926,200894946,343970830,611656147
313566,538912,552224,446909,506111,765042,1232911,4773221,7685762,18432743,32854143,61301702,110410277,193864689,321529684,638190464
320581,550068,552329,485899,495227,762474,1247919,5231250,8483347,18285471,33150012,60460823,113325204,196519002,315435307,621183790
317321,564161,540684,423696,511257,770975,1259759,4424105,6783890,18274401,32896676,61149976,110164541,196532443,302270751,625010111
324633,559058,548709,401500,496674,779284,1196227,4356912,7103159,18361869,33158116,61059252,113332155,197754830,308614633,593226800
318420,553315,549811,401183,499856,760815,1210016,4815105,7260050,18315529,32832300,61365726,110135968,201854932,340780323,554910138
316210,556874,549025,394719,514121,769318,1243548,4237563,6349523,18278693,33149741,60374011,112833340,198246722,314421985,620542231
317389,567793,543611,400380,494900,760316,1257839,5450181,10355404,18373231,32852710,61409996,109840004,195667296,316113194,645066157
316443,546980,533368,405611,504266,760474,1214083,4062960,9305234,18363900,33160824,61237593,113216095,193308438,342517361,580193415
314163,554575,538434,417569,529901,778054,1648823,4176248,7445159,18368493,32978744,61238509,110159589,197033815,337784211,576297336
315616,553858,548175,398220,521237,787814,1223375,4843955,10077516,18379351,32995589,60467703,112192916,196359994,331817681,640117512
325899,569806,550452,399201,503968,783411,1295074,4075104,8292302,18201844,32716310,61191719,110702739,195816241,313371532,576147009
314216,547821,550679,393461,527244,799604,1258222,4822278,7549913,18396860,33013733,60920538,111900084,198570001,330997219,581378421
318936,510598,538453,401403,512892,776393,1348271,4070365,7509914,18404881,32799627,62015387,111330598,196695445,333605273,642543720
313667,480857,540400,387513,501947,776468,1312391,4099007,8034613,18341999,33206986,57348289,113185920,200885202,338403174,646845375
334924,513042,542437,401537,511166,791618,1305194,4819788,6970227,18415015,32708668,60911813,111569965,201325892,330391704,599475747
315006,496152,540464,393975,502696,803805,1338228,4112812,6545112,17510940,33039039,60651772,113418671,197741505,335092860,574770759
318682,550431,561681,401999,514260,846947,1339069,4824004,7501128,18281641,32718252,60671157,111713900,195184206,316612286,598905414
313319,496401,541674,393084,532753,782455,1300793,3979958,6087021,18367438,33173299,60652445,112349271,196729680,314749412,624346528
318136,502250,539229,398201,545682,778833,1354097,4088715,8688431,17543041,32814156,61588335,110529697,191866645,335918277,610367200
315072,487449,542701,391950,545874,799303,1321050,4797837,6853931,18365129,33153970,60631480,112684167,195262069,331404676,612277837
313655,495216,545038,399021,514214,782666,1319559,4151488,8980763,18196320,32791505,61653631,110536686,193178354,304859726,618841333
323804,495645,554054,391240,514349,802226,1327727,4797822,9375640,17601459,32944054,60132886,111558030,194511095,340937552,586960723
314802,568084,559612,396078,506527,785070,1330311,4233400,7735603,18300288,32677118,61087319,109443927,194099388,317051122,644458774
319496,512242,546674,392435,521759,800061,1303311,4072570,8234303,18398088,33167592,59867646,110331157,194343097,342052040,646433154
329293,495624,536733,437679,508380,795385,1325231,4804971,6930953,18323240,32657151,61791117,110160546,195769050,346146628,615011434
337958,503131,546925,430005,505143,825769,1319522,4065977,6650180,18127640,33188970,60164819,110407726,198185183,313620632,646467303
314190,492546,549049,436748,499036,787207,1330895,4798307,7327757,18267220,31165672,61418153,109810331,200881638,308062720,630226238
314725,499088,542611,426662,509473,828925,1354751,3930991,6859138,18298650,32973278,60184695,110505323,196150166,332907323,633599405
316462,487474,542171,424075,499266,811326,1330222,4101118,7186965,17588005,32895406,60609929,110219215,195512543,342482657,621985772
316069,511236,544575,437152,509289,862198,1353486,4876394,8310730,18350347,33221634,60351654,110684208,190727450,345164006,645280347
316237,507935,545959,420518,497520,812416,1318920,4048120,7371566,18291871,32746688,60650510,109672655,191981838,346858880,636863564
314920,502469,543027,453870,505175,782061,1340000,6080349,10220509,17533211,33043144,60827411,110501868,194426877,311357724,621048347
324799,500020,552805,424362,507289,781933,1352224,4981653,8629449,18179956,24845834,60792499,110127682,194933719,321469008,599526525
315169,493313,567244,412324,502453,736703,1276763,4841265,8013737,18302847,32920175,60400756,110148693,196051331,342148786,624188166
327832,511514,544455,425502,518522,757315,1321971,5376768,7731434,17686786,32774508,61778075,110348967,197987758,329342454,640079861
316213,527477,544693,416035,500818,744587,1332974,4427031,8195635,18230293,33092710,60169541,110078468,195728527,333399711,598683930
321246,513325,544872,413933,508968,735932,1348233,4957179,6746918,18343233,32649444,60518074,110583020,195574402,338470555,613746129
313989,509733,544517,423907,507016,720367,1290222,4123177,6516197,17537383,33054647,60450788,111878596,198986681,326788558,630441429
313487,541936,550874,423898,528089,717251,1312168,4144668,7180384,18321728,32671430,61623995,111941573,198393299,332137994,579923255
314293,508187,545324,422523,521695,697696,1246703,4817744,6493334,18254414,33233325,60590535,111910308,198489846,298042368,623232090
314291,545907,536797,411146,510823,708713,1262016,4054935,7152382,17505467,32772514,60720452,112645839,195923249,337838298,630328077
313773,509731,540582,411444,511311,719096,1225502,4768006,6394168,18295345,33109688,60351638,112366315,195719576,344468878,619596925
312769,497990,545923,398455,497899,721479,1256735,3977033,9061072,18428252,32806092,61567178,110995931,194120180,332667750,584012557
320996,500146,546989,421925,509982,696236,1232034,4265941,9291859,18282818,33019234,60147265,111955620,196104066,335901602,628636842
320906,531490,545692,412027,507902,697451,1286068,4826211,7740421,18291429,32745885,60509849,111378292,193426197,325382735,607563897
321915,529593,536283,405941,639576,694989,1292216,4082737,8239630,18415366,33137952,60824732,108156242,198259034,320114882,572711557
317138,518603,544878,415197,623754,718241,1275108,4839734,6739624,18349980,30061015,61694539,111106848,199860451,339988323,603981800
326811,563267,553558,407607,555297,685677,1247172,4068412,6565165,18236788,33026640,60650353,110767363,197127477,325247936,625907064
313096,529809,547424,404155,505171,684684,1307399,4097025,7807252,18365075,32785879,60734427,109920883,198904777,309792800,622393984
314480,523498,547922,411168,521320,693152,1235479,4743595,6536574,17554233,32941853,60499058,111557001,197620174,335236671,622681871
315536,519437,547756,405898,503399,699296,1260930,4115735,8577063,18315196,32850762,60675950,110936650,194998371,340646555,625035001
316349,538521,542442,425422,523568,693235,1256913,4832266,9614275,18413419,33196510,60805220,110904511,198397312,341629425,642259871
313190,535528,544850,408809,502338,688130,1265741,3998552,9400045,18340663,32668883,60544055,110483337,195074394,340235672,645213276
313197,529917,552140,410323,502377,681654,1236151,3984772,10179643,18366673,27183979,60069397,110774893,199095994,343127177,587555499
327519,547950,547386,435325,508568,688797,1267479,4790779,8329784,18209578,32281198,61491065,109786251,197709019,338201531,634918851
316453,546752,544047,403426,504326,704181,1273730,4144962,7866628,18361993,33154570,60394763,110866881,197887334,316752094,607968226
325263,529534,549537,395481,499869,698709,1275405,4789126,7261611,18300549,33288855,60515011,111033937,198825894,306895556,646359298
315240,525550,540641,408969,505361,685715,1284613,4049397,7829276,18383838,33433310,60202097,110122246,196589102,313406314,644797804
321537,552931,552913,398241,503363,692092,1261649,4126772,6485986,17577851,32815744,61663185,111047276,195820421,308430434,659461649
314263,533215,554516,396337,514297,694779,1296261,4823704,7244274,18182554,33064129,60353282,110139440,199885061,314682000,631724395
313351,535711,540694,396862,495858,696039,1271408,4116544,7614910,18264111,31169219,60663007,109709894,197328248,346386511,639090231
315805,543557,557864,408816,504476,692533,1269950,4808870,9610790,18389540,33037247,60325916,111625075,198378402,339580506,634745199
315687,535527,557831,398973,506457,698358,1264127,4092013,11020703,18307722,32757448,60805259,110882153,199949417,346677094,592275944
317516,529570,543238,399631,506786,705052,1240025,4127255,9421921,18268343,33044316,59782868,111154650,194798930,351871792,598729798
319247,540932,550601,401365,503846,734814,1246207,4731591,9501659,18232037,32880351,61128977,111314169,197632655,323944789,634419939
326090,541434,559901,401574,509919,856620,1277255,4013384,9404068,18477279,33321872,60346109,110321230,194941083,342751612,646921168
314736,538485,549405,399913,523925,716779,1297990,6448307,7825691,18252151,32741252,60831713,112005284,199637293,340514732,620511122
323275,536745,544953,404326,504382,703814,1324995,5095943,10717764,18271858,33022553,60356820,111067881,200977300,340303833,635579733
314533,535355,548378,393233,514953,714004,1309133,4943578,10083426,18195050,32961147,60682942,110237259,194468627,335947637,621085381
324240,548903,539239,396538,499416,720006,1299249,5543816,9196495,18364689,33283639,59933017,109896448,200764902,336515630,569444505
315077,543921,540556,401701,499358,768650,1367955,4599916,9404990,18311547,32626056,61276500,110848013,195425672,334551474,608203552
313341,548707,550308,396054,495128,737668,1347792,5167676,7773442,18320309,32949129,60400309,109876872,195341152,322591268,588369902
315275,547998,545688,395276,566956,723969,1351184,4330805,8395112,18404207,32739630,60781617,110557542,194504981,345802582,567177833
315046,534663,540156,434024,506747,876178,1406609,4108198,7273216,17508426,33080249,60119398,109180579,196221098,336585202,589578799
326295,552529,541549,425580,503470,821907,1383723,5296588,8997714,18351000,32687013,60569476,110300361,198302626,334298544,603652353
315203,534488,550748,445897,520831,794188,1338429,5495875,10293618,18240099,33363316,64876367,109129255,196746005,314254604,601158486
326548,538684,561660,446029,504864,796125,1386361,5635221,8016481,18369689,32723592,60780280,110459158,197943607,326617198,604622668
315441,542531,555404,447626,509848,779008,1373208,4857233,7574302,18287835,33167792,59966659,110777759,193514550,338154800,613425662
324931,559659,541098,442769,510294,781542,1370783,4581556,7505622,18502700,32642466,60792086,110612415,195595354,313253086,602109117
311456,534384,546943,443022,511761,772105,1373441,5191410,8182569,18365348,33084058,60412014,110867341,195401856,322933097,585493647
323772,433817,550657,449752,506033,810555,1375757,4264525,5735426,18390200,25272508,60598595,110318783,195299085,314795925,581785299
311879,442193,551051,442341,507774,776539,1398968,4853576,7865091,18307325,33000914,60368483,109571838,194693296,327683762,572598680
316843,455926,562431,451397,519024,763972,1371985,4079747,7707230,18388004,32690865,60583749,111264339,195379827,336166923,598916519
313107,440081,537855,452986,505047,841234,1397939,4073319,6600399,18225731,33049029,60024504,109548037,199075449,333063045,616697728
320501,450401,535432,455489,505326,767756,1409983,4825961,9134251,18283483,32844891,60636920,109490922,192781366,328002572,591831207
320007,432723,536853,446584,508708,775202,1367419,4301962,7382467,18324618,33076545,60424527,109307579,195488001,338860930,595173027
312420,431781,553710,457577,502328,759061,1363890,5144751,9549808,18357313,32795165,60782692,110175416,193647044,326811644,599730564
322253,457333,550292,452280,518092,769823,1357886,4236177,9658396,18251184,33098841,60485321,110632734,198545061,330977351,638323821
312867,450133,550245,453969,534439,770441,1355133,4126094,7958422,18371546,32754649,60655842,109588818,198009170,345283956,600034461
324643,434026,547936,452687,506854,779681,1419044,4900805,8885803,18257485,33074997,60488826,110932970,193876269,339625907,637110364
315475,439156,535515,455351,508419,881196,1376155,4142539,9511506,18259570,32666530,60686319,109533028,197172385,344454840,621865227
328733,436506,548645,446162,510851,769341,1364264,4857786,9123760,18243175,26370325,60278175,110641867,195168887,342743968,598584647
315192,452707,599066,454469,498724,789381,1352141,4129924,9489032,17612876,32776307,60692965,109904411,197785699,327534654,596195723
312591,439464,569630,486970,512257,766074,1319498,4108526,7833477,17528330,33138085,60625878,111710564,195157627,313923750,640557759
318895,432355,538333,498826,500489,753584,1317938,4816883,8379489,18140854,32679265,60679016,109566331,197407122,343592999,621828356
312971,432211,546848,505778,524236,759973,1275312,4166822,6550364,17550145,33128492,60452442,111729752,199049087,325083456,621564303
322202,434509,555508,506239,508262,775265,1295758,4801957,6758998,18333368,32703917,60593157,108798557,198996121,333354682,580523089
316261,450936,552612,502345,491499,772226,1251165,3988991,10163078,18278913,32917250,60294390,111222416,196412303,333943077,616165923
322391,440819,553365,430188,506448,751624,1310266,4089632,8209754,18233460,32637742,60733673,111166265,197429340,344702900,638962891
314553,436300,538084,459718,502099,811645,1297778,4884999,7528552,18662234,32923604,60356597,110918269,196018050,350234725,613887684
323813,423238,539740,459630,503979,780474,1307059,4074099,7233136,18392744,32771584,60672028,110190429,194726863,333019077,582502806
314713,438563,543937,448506,516524,766130,1265539,6316113,7839331,18383864,33108279,60436356,113325092,202484968,340293940,576084350
328624,440069,544968,451523,502964,781422,1279700,5430389,6377544,18375575,33562770,60763656,112672038,193106803,335283334,599684800
312869,446482,549565,468342,512035,776128,1262678,5129776,6189032,18094998,33041128,60242364,112143258,197670147,317776015,581280072
321176,436964,548718,442329,504065,765735,1273527,5585770,7345330,18396738,32585160,60727144,110267507,196614433,334010741,633627109
314955,432616,545291,439211,517906,873160,1278030,4688280,6697289,18590416,32927416,60414985,109505604,197237087,310992299,577314685
313831,437728,539236,444933,504904,766523,1235513,5021875,9577812,18801562,32642080,60665722,110135114,196677211,303620729,618047965
321187,439200,543671,452254,504724,706586,1407135,4198164,7654132,18593088,33017883,60404941,105911679,196454537,315831668,579697070
316068,439670,542656,443128,498306,703170,1301766,4149748,9514783,18450712,32056382,60647014,109973716,197534221,340908280,569368271
320515,436936,542732,455533,509688,709620,1282382,4672347,9769205,18658642,33032172,60400339,109479670,199012653,308528574,612636117
316647,431272,550939,452069,507667,697470,1779810,4418969,7992084,18485575,32170534,61925258,110455212,196329998,350401747,588286694
323230,433024,535444,444680,512000,702489,2027725,4707115,8592408,18566811,32954790,60488555,106225839,198377225,304960900,597854934
314753,443180,545576,452233,498437,707529,1658062,4102921,7367358,18573822,32682666,60744466,110717681,196598834,333801618,625898762
320341,442782,537341,447634,509365,737231,1600232,4120141,6864794,18636019,33108783,60195101,109751206,195069437,341398288,570729427
319110,433656,544123,464763,509470,776775,1511645,4718814,8537464,17700427,32695887,60910221,109990497,197589782,344831949,585890138
314445,431684,546442,450939,582006,787387,1472528,4141150,6614049,18423646,33150669,61036977,110009036,194509717,336012709,635020574
315471,436347,546819,450695,558181,785532,1410009,4769847,10543921,18494617,32674969,62236813,109626773,194058035,338265065,634025400
315897,446590,533396,442838,496071,805671,1473340,3953232,8982061,18546895,33119976,60968484,109739486,192737688,312481909,632664701
316731,439170,538398,450203,516624,798862,1394348,4156239,8077330,18658450,32515758,62101854,111717763,195369038,295424242,590549495
314012,416152,550238,446084,504906,799209,1350882,7268867,10034515,18600280,33123674,60408607,110525028,200995571,331808167,588273171
320365,449257,541405,454407,512586,785649,1390957,5202011,8379529,18576779,33450231,60653360,111449354,198916066,340981678,597540936
314768,442124,545488,458625,499368,778400,1381611,4693986,7460978,18565851,33367588,60384140,108226163,202069829,310175920,597203955
322931,444229,535408,459469,494036,780788,1384392,3918027,7396857,18534009,33116733,61527870,107746723,200381385,312716251,603029567
313914,435458,556135,453159,508015,775184,1392494,4144594,8543616,17740906,33412761,60304933,108104953,201629095,302456062,592268353
325275,446491,551445,451430,497833,787047,1433433,4721133,6987251,18715019,33484834,58005378,108140675,195175519,340673492,640104956
314693,491782,552938,451557,507640,774858,1357950,4130144,6695323,18624744,33558702,60695327,109567619,196564664,331573643,604339585
315881,490123,555662,445556,498488,788061,1437313,4737885,10045731,18545154,33548612,60547093,107982979,194439444,325686394,605205582
316573,487305,542733,462467,512093,873025,1389867,3989725,7854233,18647365,36408383,60647428,108518580,197508147,332581691,633551879
315692,500755,533276,752999,505638,862052,1352491,3956863,9805698,17612443,33393966,61485272,108245234,197030319,310937543,622678517
312626,491184,542079,503230,511333,782142,1417051,4734760,7892853,18421266,34960137,60238503,108608115,198362854,333491588,650790606
314960,478660,541498,445897,496396,889150,1401894,4095314,9566033,18651258,32950415,60559267,107439241,197269137,310071817,613034010
323616,485210,539336,440471,507408,770646,1372595,4626912,9820005,18530484,33874064,60325431,108514110,202623753,350421127,598408096
314893,479930,554613,458313,497863,871963,1406089,4091540,8103162,18533033,33162914,60582382,107637611,198403482,316900621,584535617
319471,471754,535259,444658,507368,788311,1426407,4167470,8280063,17696643,34118556,60071228,108054181,202825753,303264515,629781585
318313,487784,539056,441848,503503,894076,1405464,4767100,7082715,18379491,33183997,61603085,107451431,198143177,336033059,621694485
321362,494258,552801,457788,502055,783588,1365756,4102236,6423617,18480364,31327006,60302143,108157467,194549150,345829412,621255459
315899,481747,548923,436802,497106,855203,1373685,6003839,10164596,18658258,33095450,61747575,107769338,194384329,340327289,576614366
315508,488660,544468,450747,509499,887562,1408793,4933798,6622381,18499297,39874529,60505063,107916593,199085547,316632029,609410381
314629,476938,549911,437892,508983,782641,1360710,4606636,10163903,18486603,33307990,61678443,107270675,204098691,330349819,631604049
312950,487684,544041,444826,510849,781267,1349605,5239858,7132589,18586023,36312051,60517498,107921404,198085153,338757219,578339023
313389,476659,542049,444266,511855,762015,1394473,4363455,6149072,18579523,33070604,60570000,110020032,197409060,348562500,635174489
313062,478452,547582,437611,499620,768378,1383794,4755473,10004760,18748328,35185589,60521174,107325144,199729205,325683258,621834218
324486,495695,541200,451301,505775,707581,1355437,4025358,8025558,18574862,33317384,61615450,109797271,196694336,313347458,622369148
313187,490836,552279,430161,498578,780366,1556355,4069206,7514679,18585076,33000012,60324876,110101349,199588366,314252071,623566195
325604,485446,536998,450853,509927,790164,1389622,4696008,7022735,18622776,33120599,61093709,109788934,195888622,300811764,597825215
314144,484567,539168,438903,502410,775757,1340134,4087843,8238656,18623671,34590287,59808179,110710744,197896102,293042821,585761599
324265,479993,542492,431424,498017,755898,1439160,4722523,6340662,18285227,33483490,60621261,112099456,199397319,355601312,621023718
313954,480549,549687,446074,503491,773384,1406859,4021450,7292391,18558009,34076185,60206403,108529606,195709177,334769782,631100747
316272,478436,546701,432833,514680,707976,1396201,4084646,7439332,18588770,34902099,60443868,111280700,192935019,330005894,625270958
313454,476574,552969,434444,521271,694269,1374958,4818010,6800489,18594755,33598416,59938053,110490460,197317220,341907931,621276116
316406,493846,542460,438228,506327,710503,1414917,4089270,7240111,18547925,33492469,60728431,111038606,196481868,345160980,593463785
312130,483751,534237,436585,505923,719789,1379480,4711239,5846255,18561876,33727966,60726758,110736831,193780745,341046583,631619398
314718,486068,550820,440739,502102,699034,1362939,3992430,9254307,18592682,32588968,60581303,110180124,191844976,329144662,588520662
312468,483931,539784,442880,520644,713896,1527010,4138304,9215285,18608918,33175921,61121421,110930894,195166161,339140513,623273594
319184,491434,609920,440770,507590,701186,1450296,4727819,7428112,18502199,38562661,60672126,110761185,201369488,345951571,609236656
353571,485712,615191,445002,507252,698801,1347261,4106564,8654537,18508246,32772265,60604073,110742620,199980323,346927854,657574408
359949,491982,619818,433291,512552,692732,1356700,4727403,7288000,18519870,37294204,60748288,110203454,201413891,337302579,640921645
363285,490254,619906,457771,507636,690906,1377217,3970477,6446430,18628051,33411984,60097059,111825204,202868467,348880327,610627610
373944,477059,537497,450602,516775,714969,1425224,4087943,10193282,18482061,35159073,60821650,111885767,198675964,339805940,595026726
