FP32 inductor b16,FP32 inductor b32,FP32 inductor b64,FP32 inductor b128,FP32 inductor b256,FP32 inductor b512,FP32 inductor b1024,FP32 inductor b2048,FP32 inductor b4096,FP32 inductor b8192,FP32 inductor b16384,FP32 inductor b32768,FP32 inductor b65536,FP32 inductor b131072,FP32 inductor b262144,FP32 inductor b524288
323408,494548,558992,469466,568648,792015,1283232,5873714,7933496,18257129,32977451,60384066,112075832,201605947,341169360,569835343
319532,495715,553422,463716,562128,790407,1302501,6308782,7030598,18460383,32771570,61259530,108833875,195038998,344802605,561356404
314641,496529,552256,464644,558181,800871,1333755,5448542,6824669,18332517,32918349,60750446,108709021,194352847,339615534,609031558
316298,508718,560579,471441,559238,796856,1280732,5818621,6698572,17567556,32702895,61499173,109782215,196489916,331803692,601777389
317195,497397,562224,469073,550178,817782,1919857,5019406,6980753,18549437,33115562,60806197,110438214,198045169,351109339,619899338
315921,500979,554944,454147,564387,788822,1815715,4928957,6040552,18340184,32738781,61286559,109822774,201003107,336652442,594359967
312283,515445,571470,469043,563620,789780,1655632,5350131,7640844,18396344,33066484,61053166,110972477,198279717,343558993,574595849
323681,495461,564891,468569,567015,803324,1569141,4519244,9017405,18215291,32885844,61559396,108207974,200734952,344563276,580506324
313804,491679,567935,461671,564705,825801,1474443,4930155,8616460,17666243,33176300,59755819,110538229,198210332,342299192,572806601
321751,483956,555270,475982,546265,790563,1561165,4223136,8039514,18142607,32792994,60375305,108444059,198048317,335946393,550564428
313904,494165,554895,470745,546861,802203,1394068,4271345,7589991,18256250,33129063,60977574,111610037,201856954,345042723,620674082
332550,493118,573204,465947,557068,795866,1362815,4882678,10122679,18110172,32792184,62302141,109800634,194966669,340325080,567116673
315224,484321,556461,481328,546852,794867,1506437,4168585,11180035,18412797,33043842,61484000,110612655,199301508,341830815,566120750
318154,500594,559829,508513,549402,791566,1411418,4869451,8895296,18217810,32789158,62462710,109897492,193281001,341301890,567751146
315348,497752,570702,489576,546594,791286,1376380,4286011,8137838,18424246,33233491,61281038,110600364,197691124,336201764,572305645
316443,502403,555749,485377,550150,780631,1389333,4291130,7260287,18494278,32776620,61966725,108174859,201142695,333038688,630649688
315908,512184,562137,495516,544385,811126,1353428,4851599,7805439,18271010,33147246,61271940,110992063,201406349,325398201,576429395
314266,504351,555065,482447,553039,786670,1392472,4232299,6278295,18271951,32916729,61730981,109398513,197042358,324855801,566343634
319659,487077,565977,479388,547466,789933,1326771,4912161,10108154,18381528,33237956,61492031,110531998,199039594,339560184,568370273
316317,486092,560044,470301,561230,778905,1691458,4176191,13251158,18358301,32779079,61738765,110182963,195738542,335226930,606272743
324522,490872,566478,474176,550445,771790,1343727,4311984,8734779,18351621,33037283,60750086,107973914,195622696,347263507,632216653
319173,502399,611276,476112,556673,773007,1383748,4992890,9221132,18509133,32964064,62320451,109534795,196784423,335883212,614627146
317775,499405,632341,509356,625928,750586,1357928,4342942,10721382,18357199,33613796,61362090,111130244,197974308,344362009,621801014
317216,497028,638109,470434,610340,709772,1329410,5075486,9401540,17683970,32963997,61729357,109900089,199012992,309321746,592935935
313512,496385,636619,463603,603798,694108,1326162,4383086,9457346,18594406,33243811,61578116,108760851,201230837,346698590,569839870
314789,491142,627517,462689,588451,701658,1309830,4306499,10522218,17974661,32880799,62474320,110448968,199945922,340351734,561017232
313362,493733,636289,452616,589977,701126,1278442,5031090,9275150,18276255,33261479,61384854,113380330,195293125,341230100,551625246
321830,502933,638244,473752,582884,716768,1311559,4360670,10726915,18203384,32993380,61710711,112654976,201348135,336696544,544137779
312084,489027,635267,468589,575894,697515,1278904,5085537,9289587,18373251,33311878,60755937,111349029,197219699,348156432,577438808
321009,487233,624591,454535,551940,705905,1290803,4369311,9293525,18240912,33096165,61613463,112914718,202448913,313531402,576718362
313708,489784,604079,458918,556312,698733,1313710,4320453,9286548,18534866,33211646,60370462,110709003,199629284,309429011,556690950
330836,490940,598686,460584,560396,699333,1311199,5099631,9208687,18311885,33068288,61740212,110047739,202581312,312756839,623808038
312890,475385,583717,488504,577511,698364,1305236,4458538,10393080,17659731,33259522,61100180,110696478,200127539,350315445,559756211
314220,491999,590818,464218,561354,695340,1324049,7570373,9243103,18437970,33036742,62412614,112075270,201372743,347149177,585800752
313575,509956,587876,456804,553668,707980,1267122,6151758,9217849,18387242,33078802,60767816,109386517,196557440,348819408,576997927
318466,494566,582632,446247,555675,704278,1443761,6093042,9454742,18423469,33012715,62197954,110455318,201274159,341776175,581994180
314466,493722,580153,465309,551261,694717,1317629,6575148,9302597,18540536,33304600,61132445,110998525,196630456,321294661,625914686
315547,495940,579110,470931,554971,714116,1302621,5501141,9226254,17691844,32952909,60923783,109320441,198317158,346758264,618956908
321139,493076,583078,464544,551026,693203,1280156,5872566,9285026,18343974,33066534,61350788,110693939,203223523,292411844,615059262
317848,503399,593462,453134,575435,707121,1254965,5009339,9244152,18271087,32974624,61813593,112019178,197043449,316485462,623355996
322266,497859,589337,460045,555317,726902,1309380,5753229,9249196,18267499,33254825,61404425,110829240,195570823,314518802,565692820
322387,459120,597773,470144,558566,704176,1515425,5497398,10526364,18220282,33102560,61784478,111481391,198749485,321455227,581076223
324614,465656,598170,472477,559987,705909,1237917,4659225,9200861,18411521,33243437,60673436,112569524,197782716,335175693,578729385
316952,454486,592870,453131,550765,867535,1266511,5262487,9107329,18439662,33148009,61609140,110775671,199827195,344056998,552530348
317884,457497,582062,464288,550862,720283,1241292,4423309,9194760,18290661,33290200,60806191,113507695,202341957,313249515,627346137
316542,447445,596297,464232,558175,728614,1268988,4452357,9321661,18310890,33072352,60642237,110235860,195658641,349246212,630090621
313999,441094,518712,468344,559118,728851,1264152,5017681,9377683,18769262,33204293,60919099,112064524,201173679,324248089,615853421
315216,463777,529820,469323,565829,697966,1274025,4424109,9144485,18544151,31279894,61926488,109274303,199698784,314504113,569435983
314337,453740,534219,465063,560320,713291,1321298,5064256,10388335,18301627,33149720,61379567,111877546,201040402,348386709,617375970
324651,449868,528898,457594,560589,713766,1253968,12496777,8165728,18268293,32848434,61929893,111260382,191990944,338844008,557356103
313349,450347,533544,450620,566100,716766,1311860,5108206,7676323,17584793,33117090,61371474,109393320,194928157,331285641,558225377
326420,454842,531264,472666,563621,707615,1270797,4949268,10276236,18424546,32914955,61670708,114080906,199277863,351385215,583774036
314521,461567,522210,475096,557776,715878,1305406,4360790,8282310,18333331,32998270,61016675,112690166,199701234,311498994,574272508
328361,444992,523103,474520,554982,719158,1241376,4882885,7755263,18342080,32840626,61804783,111982046,193253342,337950221,565481492
314098,451135,523308,463964,557910,695422,1287329,4156181,7295827,18353241,33082024,61015118,111980918,194889316,356194344,596393340
316679,449538,524049,465796,562630,715166,1234474,4259409,8075109,18388993,32766497,62028029,111665152,196380187,340078815,566946526
312349,461452,530069,478692,557902,711468,1294130,4894681,6388204,18309673,33135557,61366691,111959697,196383179,333914691,555867557
317379,465101,524916,473901,568400,703802,1254326,4234696,6511517,18274051,32895137,61953317,112097546,194493402,343637831,626212385
314928,464170,516919,474810,596945,721891,1510976,4928406,7931795,18357906,33135729,61270850,111874441,198145031,338870687,557256068
314352,446253,513192,457168,549745,728513,1286034,4112609,6798063,17703273,32849350,62002051,110206880,203689799,351183735,574654125
322832,439603,525218,468597,561875,803582,1328680,4273404,7260074,18431605,32959209,61070181,109604253,198034592,354249315,605286660
318462,452736,523188,460802,563063,720838,1341959,4896481,6409248,18443264,32691499,62042934,112245700,202302004,341920503,613652270
327847,447836,510041,468675,565170,703686,1498988,4202770,8871041,18227516,33106915,61356629,109906710,200674432,343406146,568931169
318415,437403,511706,476281,553576,721834,1237865,4838936,8006181,18189156,32918577,61683932,108906067,199931399,312107363,580202076
326119,458696,521485,448780,557814,691132,1242981,4255750,7418802,17541413,31757013,60740899,112716958,196548059,324546832,615057614
317270,459040,528305,445584,559341,709026,1270514,4229254,7268701,18349610,32874889,61655422,111645248,198639627,336829038,568016527
313968,473759,525315,454465,546795,701830,1239211,4946498,10379243,18364208,33290581,61239085,113003806,202714154,339090800,616217593
313383,442867,512207,467618,554463,691584,1197937,4260451,9270665,18336115,32880049,62095704,112089574,195852759,348424189,584386430
314239,462895,505261,460037,554721,701870,1221151,5778694,9801177,18466709,33455071,60842634,112821487,201533863,341690674,575794713
315238,439767,524491,468481,560604,727609,1355701,5272417,7818116,18171890,32879837,61702965,109095360,197205642,332788649,564938131
315510,459283,523412,444656,646504,712355,1248326,4961704,7699659,18394238,33208583,62443920,109768579,199467421,337131848,620653683
329187,448868,520104,455523,612430,707002,1271922,5524058,10437593,17690649,32883760,61623694,110027185,201405206,342343198,566204875
313642,440843,538891,477849,623098,724217,1247573,4602092,9328534,18210940,33139300,60954490,113252681,198678285,331691906,623095165
330916,442275,516223,486655,612079,709772,1237651,5151006,10725351,18215105,32880311,61007359,109267664,202036042,347432283,584537102
313444,444005,516755,477581,595324,707769,1247766,4215235,9256353,18229567,33153153,61488172,112921319,196011977,304393173,573854178
325530,450035,513727,462504,584888,724755,1218877,4235667,8378291,18425567,32914258,61749469,109759163,193832633,329792051,583187846
314349,458272,518122,474061,588316,704772,1284245,4927739,9389854,18296487,33163888,61020643,112355360,199981830,336777482,575877758
318399,451815,523994,478874,572503,699410,1227831,5558743,9353657,18418713,32913112,61744698,109726450,201371852,324878580,571997095
313909,448421,524402,471367,555505,702165,1277308,5804152,9287012,18412941,33186010,60482204,112501594,198601018,292577561,550882492
318463,445151,563308,468145,552852,705220,1259800,4994463,9242040,18296887,32901738,59148921,109342554,197006365,348932000,621794948
311665,430319,613123,454811,573061,697727,1232587,4952807,10463054,17694582,33141654,60377501,110230143,199538243,332045666,622948462
321031,441725,633235,462262,553638,705131,1325246,5143625,9189657,18455360,32935937,61680331,107525646,198738342,347587788,601815263
321396,454365,624992,473166,564282,697007,1247465,4423681,10863254,18509269,33294572,61737890,112922196,194308191,343624649,607709101
315394,438856,620559,478603,554246,693578,1260527,4863293,9346961,17657632,32823103,61962311,108903583,196754666,344010585,572944587
324681,438095,612901,459462,559999,697141,1242473,4280802,9192783,18510663,33242157,60996610,112016239,191050314,331519035,568769232
316363,447530,546803,449435,565977,718337,1233656,4290932,9269760,18423789,32946615,61973088,108424445,200152454,336011404,572066784
314458,457550,549555,453479,561365,706643,1251877,4880887,9259650,18518800,33216350,61571615,112341645,196559382,336533469,616456651
317226,458258,556108,470933,570695,718909,1247406,4267991,10471483,18466745,32844259,61652624,108392627,196687387,327938080,592069344
316126,445759,541809,466104,556426,715626,1258896,4844163,9268075,17696093,33431255,61241185,111185053,199626153,302569844,611747357
317431,448321,541501,457452,554122,716212,1252472,4227576,9328331,18478005,25373511,61701027,109130965,196140291,307705306,581508296
312849,445047,540688,450355,555754,707364,1245549,4287041,9262304,18580321,32988010,61721283,111846078,196291490,312393658,586058405
328248,457747,558561,465178,562528,710701,1264618,4933538,9485855,18351194,32993341,61874524,108600919,192383133,338358299,561870597
317844,443786,543972,463091,559593,707017,1249417,4296309,9472417,18554017,33235425,61245309,109612208,197820075,319223915,627689589
323841,458929,542497,451489,561233,705218,1278388,4845031,9280270,18372331,32865689,62067296,107075019,197071188,310637376,541348595
316807,450505,535722,457796,548274,706042,1288362,4152866,9211461,18520268,33132982,63900062,110401191,196976304,312078030,573227175
324661,442526,540851,466699,554514,720615,1265774,4301737,9241363,18502594,32929022,61862436,109355993,198697811,345148561,566203070
312654,443272,548590,461825,558223,699141,1289377,4857099,10386574,18516924,33077842,61506391,110223824,193070051,345850142,578810408
318827,454032,553148,466784,553625,708146,1224341,4213974,9062979,18440896,32920822,61764512,108417914,197371270,306490195,575227061
313696,457599,556888,462053,555049,691750,1256867,4851405,9166013,18483288,33199834,61476206,108369448,195689851,338767559,621279588
317211,455492,552674,447818,543943,706938,1272491,4273419,10293062,18541580,33045055,61750872,107953993,194035438,319571391,625756811
311856,450067,543130,465539,554297,704297,1254656,4343087,9257442,18494178,33175552,61351767,109494342,194284254,310334307,619071582
319993,449234,544116,462965,543681,841370,1247695,4892770,9199679,18496669,32883957,61830169,107517900,192709423,317938128,578088072
324794,440527,548332,449854,551955,753644,1241645,4360826,9123270,18409919,33292748,61442153,109252510,199290900,344067540,578484425
315770,464148,542502,459278,563537,695988,1233804,6891590,9182986,18220640,32966683,61893095,106792469,194139097,337609024,617043670
325495,454817,546694,449984,545949,705222,1210128,5638082,8352481,18412143,33148980,61463453,110216425,196717359,307397547,567414886
317167,461765,554370,467664,547511,695226,1222539,5363356,7685305,18422878,32851783,61390870,108962221,196947133,336993531,570419004
327064,445074,547025,459577,549574,690201,1228378,5872616,9111632,18410372,33195159,61080948,109583287,193878281,336542872,563897020
314804,450987,563715,467825,547507,696609,1240117,4921554,8530417,17595247,32824407,61156788,108891194,192031334,328723292,566410333
315769,461318,540623,448855,546369,703451,1217921,5414186,7778720,18473559,32974538,61221950,109960531,193517682,348683217,567167144
314275,449254,557245,457551,545747,684103,1216769,4651323,7590350,18261970,32652633,61724193,108083091,192097817,314024955,554470934
314394,448316,549261,451853,540989,734025,1256448,4475196,10680937,17725430,33100217,61285868,109294155,195348897,314201725,604894334
326730,453876,548010,457965,901701,791321,1248694,5088203,9106590,18192219,32764183,61671953,109546286,199553857,332515302,607176160
313940,440597,539341,452820,615538,744583,1245595,4348904,9180332,18290149,33197727,61398735,109858191,196717637,325266210,617585049
321623,455476,553106,451666,549436,703390,1259705,4827137,9474716,17571611,25173875,61473573,108289435,200876439,337452891,614832203
311894,452529,550721,457426,548151,705402,1250984,4170671,8940120,18238521,32977426,61543750,109346947,195616187,332241815,601838613
326886,458647,563446,451885,540434,702530,1260600,4201409,9752823,18411273,32880065,61592775,109015623,191495065,326852143,572498505
315162,445686,551425,455618,542694,732031,1243008,4842245,7613593,18282923,33155621,61255288,103935294,193635573,340790628,589214122
323841,444188,552973,438605,532027,707937,1269479,4180745,9265414,18291804,32772266,60673199,109288994,198847388,336606620,572550310
315214,443612,550415,454485,526266,706533,1256393,4697180,9425345,18387970,33099696,61350797,110380907,192083554,312570795,579366481
314492,453864,551322,452133,526455,704580,1288184,4192771,7901314,18392141,32910901,61041807,108956057,196921815,334022255,579887834
312403,460896,540090,451602,528092,711738,1224237,4302976,8797080,18317340,33116542,61114388,109757933,196015519,348692229,562089428
318527,446746,538433,456315,557233,1223104,1275307,4787997,9179546,18373601,32889351,60980301,108764806,197535361,309198212,605140271
321014,441795,540288,458733,539120,966244,1268722,4229209,9139339,18214847,32960379,60710336,109923774,191282697,304433282,563071233
314035,441172,548976,463808,542860,902829,1260442,4749827,10138524,18373901,32658905,61061485,107691396,190030955,318587971,584082501
325140,452784,539039,455219,536318,841679,1300702,4198330,9046924,18398289,33036151,61353736,110488539,197982939,333711741,587390479
315478,508241,543297,453973,536778,851106,1286991,4207261,9653421,18277523,32844372,61363881,107737674,193674508,337697984,564012449
323359,444317,548764,459235,539414,847437,1255994,4762467,7533603,18473595,33103118,60738840,109583581,193896662,333901868,572844183
315331,452776,538758,458099,544184,799749,1244260,4213566,6963029,18140770,32712890,61300832,108914870,192351366,340266666,579916428
321165,455929,547175,453518,544788,812430,1240017,4731572,10112286,18212642,33241753,59976909,107635584,192007024,336041611,625057243
316089,442155,550419,445482,542600,794018,1256225,4196962,8150013,18323219,32841678,59676356,109562401,199007348,346741691,578690104
311266,457517,537027,445591,542667,796427,1210162,4229717,7580566,18356444,32968278,60055898,107663429,192675168,325109396,610120583
320590,455435,531807,449297,543939,787337,1258758,4808900,7041818,18378249,32749349,59648305,107602425,203604318,329949362,599942232
315179,458608,546867,461340,523799,784165,1232765,4117472,7315575,18315344,33033116,60364838,110724123,198427769,306742261,607853996
326191,455236,541762,459711,533163,772154,1251676,4649445,9171477,18405164,32822462,61357127,108960094,195123979,330673871,549917767
313676,451225,542053,460812,535150,755342,1250892,4081611,9017277,18337842,33068208,60916143,109554298,192631940,341454215,570327411
323782,436533,557790,450085,543040,764918,1251406,4098952,9057960,18437282,32932921,61070116,109445283,195442699,343036382,620754897
316149,445218,539003,452471,537408,764750,1226550,4612105,8118436,18360297,33108079,60791856,109318619,195327503,334120079,617230023
325038,454276,537788,456660,538042,756633,1239834,4127355,7934788,18432287,32827187,61086765,107155531,197641433,327394894,577349563
313459,456409,540714,459106,528745,746883,1248368,6834404,7671675,18456277,33043060,60514453,107995205,200201906,333367457,594540107
329933,452409,619908,450924,527358,743980,1241597,5994256,8808678,18425243,32773820,60848344,109206049,198183638,335848920,575257106
315432,455515,614343,470696,533008,738489,1239606,5590075,8170824,18394031,33021214,60966736,109417121,197332262,349687077,625021380
319726,458428,621485,458248,538945,735151,1254914,5977854,7572123,18345506,32752140,60552793,109150410,195420817,330926210,619189888
314935,456807,619198,453017,544473,719001,1260233,4974698,7540768,17640550,33112477,60448510,108896671,197127570,338164700,573332509
316534,463798,611023,464145,545732,730799,1283296,5418244,9121389,18317296,32852841,60692073,109205527,199858856,336676002,620528027
325384,455896,617634,458817,542055,722832,1221031,4620938,9105117,18415004,33009080,60679668,109243995,192696850,341482299,574573043
315660,452551,618724,456454,538286,709277,1255710,4221491,10370795,17576976,32778312,60952689,109454793,200599757,305446355,576989409
323476,456807,611144,457038,540055,720832,1228515,4311344,10151143,18412403,32995552,61230619,109174036,197967050,300488583,579943174
315864,459603,617476,451363,532052,699909,1280042,3730417,9659561,18307960,32865008,61062598,109760268,192791095,310993918,575161395
324492,459826,591800,448694,530085,778159,1253426,4275804,8213620,17537290,33152004,60807240,109948510,194921185,330583119,607832681
314417,458376,582494,469602,530107,787732,1595771,3527323,9007209,18352436,32815229,59691076,108941439,194588161,337229169,624787659
322125,450592,576372,450520,526124,766085,1710372,4169506,10704629,18331316,33159088,60480596,109755452,195025571,320551430,622464546
320503,448735,589529,460757,538442,753421,1570410,4854623,10534433,18385498,32861291,61896735,109712092,194887901,322655333,611375167
313915,454624,585176,459099,538768,753563,1492507,4106091,7847465,18288706,32918036,60359651,109974019,195608300,342238868,597290203
314816,455783,580616,482004,534152,758047,1449468,4672882,7739124,18352309,32853321,61565375,108466743,195537891,339357385,605384750
314068,450490,585488,491711,532050,751029,1449266,4121108,8992338,18287840,33256766,60643574,109333035,192850723,309651600,595747090
322181,441384,576442,487559,534116,739804,1349987,4128982,7443450,18392366,32837321,60464845,109441539,194168272,347271984,578128657
315281,446610,583415,479872,553243,742466,1309453,4761980,8027009,18354676,33107848,59413491,109184294,194282882,319439306,575020669
325544,458114,589959,485823,552399,723791,1310299,4124739,6538444,18357322,32722760,60582207,108805502,197019319,337395884,592184023
312021,439605,580984,473300,541823,709198,1309966,4820827,6357966,18365211,33161605,60446036,104093688,196615381,307315626,614277767
325308,457988,580237,474631,542024,721390,1261990,4149639,10006959,18342073,32787938,61030551,107303543,197100723,353085214,596446444
312464,453885,591761,468716,553114,694889,1268489,4261037,11122603,18466035,33265044,59942641,110207703,195660243,335709226,582527106
319372,469152,584985,475803,543188,714764,1252344,4993270,10781078,18410346,33016432,61131417,108741774,197692340,320814709,621200464
311949,464968,583392,470151,537527,700180,1221334,4296223,10872205,18458927,33093822,60376800,109187450,196184438,323803817,588391427
316988,450607,583884,476426,530078,700160,1354608,4953064,9429706,18387391,32857449,60665734,108922037,198234166,340440367,584484804
311633,441820,600827,462966,524833,775538,1231614,4232354,10412089,18401356,33235162,60218634,109920422,197330466,346496611,576978401
314843,451999,602033,468789,537121,781168,1274112,4290601,9084464,18424576,32984243,60917743,109178765,198296970,340704799,607128047
319879,448148,573734,470403,543301,759448,1312308,4983912,8723719,18372080,33122640,60177511,108944297,196617931,335612049,599394114
315380,469633,542923,459448,534022,744104,1332433,4321001,8182957,17765781,33057969,60682408,107304816,193134863,335528668,620721855
324725,464018,527199,481831,536850,755062,1249001,4895769,9168716,18299059,33318717,60067633,107425129,196264881,350744329,587521686
315182,461404,528427,460314,540520,740631,1380819,4391963,9050110,18337005,32980864,60660418,107762769,195701851,336732780,548191566
323008,456144,521997,464410,530434,719389,1265048,4207200,9082544,18320924,33228121,59985569,110421668,193839002,343170915,576872209
318100,440178,531413,466359,539772,711832,1232459,4987548,9115452,18325237,32891325,61424194,108777725,196611826,319204468,577800280
315879,451279,522813,463902,536720,710144,1242664,4324398,9201900,18377305,33224100,60322045,108173648,198682651,346543397,612424304
314098,508991,521021,459951,522600,717571,1201807,6702991,10453531,18368143,32946388,60598113,107147259,193965518,315325756,577310378
312496,553126,522938,473901,546037,706770,1240207,5286221,9161862,18467692,33160549,60207598,109184770,198447950,345825982,562132882
313216,529262,525880,469730,536887,702060,1215059,5074654,9183755,18580610,33658783,60863915,108782144,194739195,342748834,574858900
314120,529777,533711,459614,542385,711208,1232618,5902486,9191483,17735319,33377472,60302069,109537800,198664156,340831181,614997673
325626,574922,541259,465148,534023,707753,1219450,5246784,9086582,18584507,32778970,60498688,109043582,194626016,331775520,581315729
311421,522406,524494,464748,541352,694277,1294871,5417949,9030273,18383030,33320653,60143047,107224545,191671661,310498758,625521125
322009,515539,541327,458165,537909,806067,1220081,4546780,9095703,18599316,32769094,61150640,108855798,193249200,337611654,623976506
314178,524700,526142,455234,532840,773961,1212783,4486523,9202549,18469298,33248251,60184372,109223568,191408629,342930004,573200177
329120,519858,526557,467027,546108,785672,1217573,5056524,9081540,18279322,32832440,61158785,109205358,200349759,338958495,565679720
314228,568584,531834,477892,543360,773163,1261852,4302620,9186087,18561901,33209012,60212891,109037382,195269633,345948367,606853148
318972,518056,533542,451078,559734,767793,1220399,4999154,9094127,18370141,33083781,60493388,108416964,193711672,352028286,633834150
317272,512346,527491,464034,535692,764235,1234692,4255310,9276372,18505182,33190958,60298531,107478474,195876898,349953504,576197114
317190,524382,525490,455378,551111,742684,1214922,4251372,8936311,18618824,32843386,60725068,109303754,194814306,339672927,562088999
315330,520009,522914,458853,543038,769310,1199882,4898577,9143683,18398610,33160274,60428277,109303887,196341212,343044484,575371447
317175,524310,530629,459250,533470,745168,1193081,4248413,10545836,18425189,32921129,60702969,108835310,194675053,341169900,637658672
321760,536947,533827,452524,528290,848165,1242632,4757457,8022761,18489200,33003208,60521404,109839651,201692741,314267646,630692326
314483,509572,527855,452006,527847,847016,1278605,4095040,7814397,18323163,32683843,60856690,107252298,195170281,346898262,621976642
322890,525949,527651,449981,531342,764676,1233878,4258429,7984851,18526286,32988065,60719659,110618924,199811923,353503493,598255228
318793,517837,520455,459913,539715,765542,1223181,4864030,8117987,17911974,32743452,60541303,108941205,193110614,306175232,565686207
326524,538213,517329,449244,547281,763636,1238403,4084717,10533008,18225346,33090094,60465890,109987811,196209526,348839932,632776941
318439,534136,524542,450648,545270,760517,1241205,4808594,9032615,18193097,32868446,61257222,108836458,196359888,345782382,612885843
315394,536258,526207,451794,556041,765229,1199959,4137199,9080616,18333882,33094459,61289404,109656523,196077644,349432713,579290776
317883,533917,532899,460213,564894,774818,1213615,4135819,9424442,18263435,32833845,60570553,108775166,195563375,320559520,589531010
314637,528193,528726,462592,557378,765809,1231297,4804849,7658119,18369241,32975953,61056045,109746850,197162279,338205513,550404317
314124,531148,542308,454403,548333,767983,1233063,4118755,7318359,18392569,32789964,61752230,108726575,194069400,325682070,623817761
312888,528748,530503,449500,536947,758749,1249812,4838583,9309989,18171861,33072111,58126373,109759499,190915810,332953954,566827635
324318,531962,544061,458764,540673,760223,1249333,4148094,9299050,17463758,32761988,60644754,108732829,194952471,330177278,596575081
312117,539011,536559,461169,540135,707398,1187049,4189143,10225810,18355144,33061954,60761165,109414794,200477860,334464304,621927742
329184,555679,541799,464806,550085,722267,1208276,4737867,9200692,18546760,32730972,60639827,108433785,195362066,341699566,546664344
316937,538212,541794,450509,538406,752850,1196013,4107110,10587873,18314952,33060543,60443875,111025869,192753014,350742039,603228424
322604,560283,528923,446174,544886,708641,1222908,4634454,8093346,19020354,32770727,60707481,107640341,193363657,346279304,563216680
314162,557621,542844,468833,541370,699242,1218135,4069833,7962521,18591367,33273766,60449385,110167323,193617781,329951542,611831343
315560,527210,527201,465779,539705,708552,1230626,4074497,10176406,18651342,32787332,61593917,110681172,197007824,347539605,604469952
313968,557963,535805,446898,546945,690833,1247171,4704048,8356827,18366714,33120657,60931225,112284530,197659880,336957210,572738430
315484,537567,523640,452043,544500,705719,1232335,3987178,7399753,18400697,32894569,61764190,107451926,194982179,316509368,572829799
312965,535023,536927,455721,531517,706840,1245421,6169159,7049696,17533113,33046248,60571492,112093912,191389235,291874806,584692532
316037,543933,537168,460069,548919,704078,1249802,5058747,6700073,18378682,32671088,60952034,109419948,187686368,337913751,632498118
320691,543569,547921,454337,531012,710969,1201307,4783275,6281123,18341570,33186920,60592404,112837407,195668423,343508449,568038841
318367,551766,537621,448590,533111,734719,1206809,5201407,9646657,18373038,32803796,60767378,109898222,194649242,355080174,576916796
328357,556892,521654,448924,557247,720890,1229829,4373010,8361533,18350801,32979208,60460667,110872711,188963752,338473315,553361676
315232,573320,532715,462881,551056,715649,1273038,4757936,7725490,18224876,32849404,60909878,110576641,189151205,314706415,615034615
326041,559714,527328,455517,542549,724282,1233231,4092587,7631801,18339111,33046779,60507464,111241944,198182060,317649769,581019157
314685,543811,526793,455282,542479,727587,1296972,4214921,8956541,18207537,32893960,60626359,110966781,198793324,316480404,577696862
313308,563699,522152,446016,581523,728329,1302234,4820683,10868590,18358378,33080946,60658595,110772243,195716603,312422565,557863477
313059,544756,529280,454107,645308,712153,1497607,4202421,9230449,18276894,32953100,60766185,110631100,194403832,306916662,567173206
311687,563813,525450,457927,530576,707795,1326004,4817664,9131360,18297571,33165048,60088012,110876752,201395913,338911260,573739158
311369,555990,536856,461441,530411,727125,1317746,4157558,10341841,18328235,32803314,60532607,110697726,198404139,351204653,580892523
315036,557384,519807,448000,532856,715047,1327001,4241568,9258805,18251934,33145345,60510491,111340316,194487035,346935871,618641144
329254,549614,531143,453588,546970,711975,1355991,4866773,9096248,18423069,32970094,60919369,110406430,198565143,347773691,574591557
317986,559693,521305,447315,541671,719204,1331419,4201990,9345379,18486979,33035141,60550209,111170339,199186445,335240297,585525213
323486,514194,528584,460728,529830,706553,1304764,4767975,9324658,18325851,32949334,60404473,110720068,194284570,347734856,584628571
314445,551604,528475,467336,546070,710402,1316531,4221346,10467666,18355961,33268439,60552847,111409579,196643745,338404290,614724069
324860,558002,541131,454839,539660,714023,1352483,4284512,8113405,18297630,32987131,60947414,110745453,198099153,354356842,614452996
314034,562707,537459,450215,551160,696935,1644093,4786594,10646700,18373734,33184584,60742911,110968339,200493147,351316975,568879779
317287,557807,582736,448871,548879,713312,1347355,4295682,9301826,18342620,32887439,60790560,110398451,193820134,337218889,599184772
311359,561385,562694,454855,552463,705673,1614259,4736236,9189292,18262254,31629661,60646767,109365614,194937753,353540228,586856597
314304,559745,550943,463256,550172,711119,1342317,4149440,9425015,18398272,33008920,60518994,110373411,198816663,346300373,627204196
311166,563388,535460,454721,548170,709466,1339168,4241568,9354435,18270924,33125728,60832166,110909741,196248627,337626105,582937717
318234,565863,532109,454497,550031,709880,1374523,4756418,10335796,18166407,32823127,61387728,110550316,197662481,320125217,602818060
323587,587778,532931,442920,534634,709054,1328763,4155397,9300221,18393255,33179214,59578514,109063379,191138823,347388036,575381051
315498,561034,545803,460807,538975,704713,1374675,4862529,10760682,18278401,33024855,60309173,110223571,191517536,323682241,593853350
320482,558218,534654,491824,545197,792072,1300390,4133766,8162566,18270001,33157420,60799311,110474141,194394758,346151837,553256523
314163,558425,529143,452051,543807,776708,1596665,4251192,9264913,17632060,33011581,61296937,110487156,192802143,310542624,580712680
322850,551887,537775,440154,583876,704023,1336671,4882773,10364448,18390400,33136363,60472875,110457714,197319943,319039832,571189364
312624,551558,539278,448442,518926,707230,1352381,4199743,9211583,18395206,32889297,61328162,112897640,194044769,340325252,620452341
