SHIR inductor b16,SHIR inductor b32,SHIR inductor b64,SHIR inductor b128,SHIR inductor b256,SHIR inductor b512,SHIR inductor b1024,SHIR inductor b2048,SHIR inductor b4096
205605,332348,382913,742059,1184561,2490931,4552449,8965049,17794142
130512,339526,383242,798973,1182057,2507507,4520201,9010158,81282801
129459,329994,383776,738030,1258668,2500053,4525249,8996241,18714521
130558,368261,382291,740392,1270124,2499150,4544668,8920376,17765682
128051,336825,382522,744512,1177082,2455008,4541228,8966081,18355244
127422,332424,383530,744803,1194789,2427883,4479363,8937643,17902374
128124,333004,383260,747578,1172285,2496962,4616038,8961849,17409516
128565,332215,393868,741344,1185573,2507734,4553775,8984935,18266981
129975,334745,384183,742865,1181558,2497942,4518767,8925177,18092791
128891,330171,384176,739613,1202510,2496424,4543548,9072238,18059133
129055,333076,385011,739602,1182252,2421736,4524478,8960831,18485563
130888,330070,373159,744484,1185519,2482155,4556518,8954333,17866928
128758,331655,383584,737550,1180586,2444271,4508629,8927567,17772334
129715,328683,385226,743722,1184233,2475947,4544058,9034595,18521136
133182,330951,383010,738430,1187993,2510923,4496049,8976279,18083473
128917,331669,383339,739077,1180968,2461991,4510126,14286451,17591905
129609,330958,386211,743741,1183559,2449032,4501110,9031376,18475400
129835,332363,388521,746385,1184295,2443289,4491923,9111554,18165563
129236,329980,451970,737917,1185526,2448882,4505348,9056343,17719892
153058,333384,383493,782957,1183972,2458802,4503575,8948668,18503922
164712,329169,385880,739406,1197481,2510760,4585006,8970310,18014861
150802,333513,383855,740238,1183345,2466794,4495932,8983385,17679197
131907,334325,393409,738041,1206744,2488273,4531244,8912702,18470952
130502,332597,373048,733929,1183174,2472313,4525525,8966252,22582216
129131,332027,382745,738378,1201071,2479779,4494716,9005942,49230234
129421,329082,382628,740461,1186164,2506703,4483643,9021785,32750839
130002,329963,382462,743374,1197839,2460802,4503785,8951974,18481155
130770,328130,386188,740179,1181435,2456001,4474160,8930627,17902043
129040,333393,385448,744925,1186269,2449718,4506961,8939249,18250008
128651,337202,383092,737887,1181740,2426259,4527836,8972542,18217995
129050,332324,383364,733014,1184369,2493435,4493399,8727918,17784655
132070,331884,389200,746512,1194767,2499832,4533759,8960526,18631472
131364,330067,383806,738255,1182477,2482237,4621419,8933748,18406342
138457,329874,385613,738195,1178076,2483079,4527028,8947230,17884784
131650,343633,387067,743366,1182444,2472982,4512072,8972015,18671708
131577,332713,384111,742637,1191667,2456466,4501586,8847989,18181990
129511,331383,384954,740261,1182161,2455062,4525150,8940047,17688751
128145,333151,385031,739554,1182890,2482336,4507949,8968836,18632948
128466,332825,391967,735943,1185902,2478166,4538132,9015747,18246057
128202,333686,385206,733631,1260901,2426739,4505028,9054748,17659746
128961,337357,384423,799649,1176776,2436745,4516174,8987793,18580941
129806,332427,383817,745101,1197601,2479132,4504411,8985083,18253959
129680,329755,381710,742113,1186192,2470583,4531940,8950048,17818194
129290,332446,381012,735673,1196887,2494333,4497622,8961472,18600603
129345,328531,383044,738456,1178505,2461724,4624199,9070892,18118077
129855,328194,394046,739247,1254139,2477092,4609484,8977568,17691533
129560,340411,384212,742478,1182978,2487445,4511578,8905681,17928704
128385,329124,383886,736364,1187463,2487208,4511559,8924961,18130378
128240,330835,387396,735307,1183426,2450739,4521729,8986388,17866854
128085,332709,383069,732787,1182351,2493412,4508487,9165634,18519244
128218,332565,386016,737666,1185462,2446264,4531389,8980021,17894627
128486,328566,382426,740399,1245504,2465492,4573249,9036384,17825838
127511,339334,392135,741048,1196006,2492787,4500293,9042532,18423258
128000,329941,455697,749258,1187452,2521577,4523357,9015936,18280725
156126,330627,383373,739726,1177921,2480448,4498562,8971581,17762675
167929,332221,382470,797101,1192628,2434949,4559244,8958036,18613535
153970,328837,391727,734448,1181011,2503810,4501321,9015816,18285060
134479,327339,383122,734755,1185434,2467953,4503468,8948208,17805776
131383,328297,382808,737658,1180537,2424482,4508863,8911466,18520372
130240,332382,383863,736096,1185585,2502006,4513631,8979340,18229792
128768,334364,383278,736613,1177945,2504419,4507047,9026528,17744023
128634,329457,383438,739666,1187431,2506589,4535870,13933618,18565503
128527,331245,386854,734518,1189955,2537908,4549110,8596272,18158314
127721,327876,382407,732164,1184808,2476672,4499044,8671820,17928655
127082,357715,382838,743125,1193569,2478941,4502515,8957993,18538076
128788,334201,387189,738297,1182547,2451330,4502635,8948509,17999516
128247,330546,386358,745599,1180919,2436091,4504719,8972919,17914734
130389,332897,384208,736448,1186661,2501747,4502907,8935321,18462110
129844,330810,384535,732653,1191532,2502458,4511541,8948464,18317094
129613,330577,385326,733803,1197129,2488505,4516985,8940967,17875197
129750,328868,393309,740138,1242383,2431631,4537818,8958027,18081691
129191,332212,382413,741435,1184684,2503118,4517053,8931445,17634628
129080,329721,382800,745002,1188319,2491733,4506396,8966954,17607544
135501,330847,382396,799511,1183203,2499482,4524402,9060662,17986812
128255,329469,382527,737674,1190258,2492527,4515465,8909407,18205874
126701,330766,387111,741127,1184782,2489709,4510893,8903631,17041154
128536,330914,387762,736379,1177832,2488053,5188398,8943711,18663976
127265,333979,389975,741916,1185429,2508768,4534063,8958277,18209066
127258,331799,381907,739853,1173419,2510237,4515437,8919098,17677873
127989,331644,381584,736685,1190852,2482077,4516820,8937741,18460447
126499,334078,383695,741084,1182610,2454080,4535302,8944485,18237742
128750,329428,384814,735701,1188118,2518892,4521175,8908553,17485151
127719,331534,386718,742166,1179715,2474309,4539954,8931448,18568133
128433,332224,383989,739306,1183467,2487783,4546486,8934364,18109071
129723,332651,383857,729888,1188248,2513117,4499254,9245423,17876744
128912,330015,385323,735556,1194080,2489154,4573899,8961350,18405153
130002,331890,390828,740059,1177423,2449872,4492741,8932037,18179639
128419,329711,450146,736059,1194190,2468671,4502578,8952917,17883971
127953,331853,383431,738223,1180790,2498652,4493287,8957506,18456912
134825,343997,384938,743438,1188484,2494201,4555661,8919169,18066948
167356,333003,384296,745258,1182359,2502823,4658516,8985325,17818224
160858,331874,385468,814231,1191386,2451789,4789682,8937239,18673317
136797,331837,387560,742662,1178322,2508627,4549010,8976332,18072317
133023,333243,382786,737861,1181079,2488941,4529511,8948420,17798420
154260,330057,383279,732148,1282859,2454464,4498733,8953066,18741575
130938,336014,383243,733911,1183944,2444733,4522132,8985446,18180141
129683,332655,384976,739535,1179241,2456470,4573448,9023911,17938663
128732,332812,383439,738966,1191814,2497129,4525118,8902933,18380142
128152,329314,381151,737006,1207395,2463068,4475780,8962885,18173528
127921,330314,382066,736570,1177399,2462934,4522960,8947678,17910619
127371,330010,383393,741932,1184279,2461528,4494613,8917500,18856666
136004,339858,385395,734375,1186048,2471628,4494405,9047079,18174109
132298,334254,382204,736620,1195289,2476816,4499938,8957033,17241453
129519,334536,386226,741803,1176397,2472220,4484767,8953643,18526448
127980,332166,383320,739870,1198806,2465826,4505974,8973125,18024261
127951,331947,383082,735972,1178160,2502688,4488842,8983953,17765537
128481,329411,384762,732082,1270009,2494410,4479884,8980493,18649863
128912,335533,382561,736429,1185371,2464655,4476184,9469033,18161497
128628,330823,381416,735113,1204503,2470604,4494377,8944767,17819692
130743,328952,382735,798825,1173920,2509439,4493903,8952109,18418372
129361,331089,385438,738027,1189020,2499164,4487635,8919987,18223945
128843,331740,386134,738284,1188208,2498754,4484106,8944042,17654468
129058,331507,385344,737152,1253176,2480117,4473623,9029227,18624198
137252,338282,384136,740912,1209987,2485583,4498711,8994230,18376593
130510,331842,381649,741243,1175988,2458831,4466968,8969894,17748700
129827,331264,383353,738381,1194720,2457883,4485244,9004322,18655773
127952,331474,382011,741593,1183320,2460165,4486419,8926477,18142916
128920,329201,383270,742438,1180795,2434146,4484901,8945177,17806941
126408,330671,388858,741345,1176412,2493057,4491317,9002631,18599187
128298,328270,382888,742014,1191741,2427181,4484481,8939440,18162303
128415,332815,383766,734387,1170922,2499517,4474591,8944644,21505361
128161,330115,382000,739558,1204071,2483028,4495503,8949033,43641970
127073,330494,388135,732498,1187668,2462105,4505519,8986793,18477757
130278,334886,383942,737110,1173472,2477141,4497234,8989777,17779438
136882,328289,447256,741143,1196285,2450984,4476757,8985961,18556379
168937,403931,380884,740396,1181249,2469403,4464047,9017614,18017083
162447,331492,392271,737785,1179853,2487463,4481291,8931341,17843995
134936,331028,378337,739037,1175901,2466658,4498468,8957195,18517655
129117,332788,373617,803120,1201403,2483463,4489921,8916040,18250926
128753,330093,381615,742599,1178237,2478948,4474730,9080950,17684762
128132,331103,380774,743797,1188940,2476566,4466658,9434109,18413809
128852,330602,383033,735847,1237109,2524686,4464917,8988958,18151881
126833,333253,383512,741577,1180050,2486996,4478722,8918082,17652107
130885,332490,381248,733669,1188873,2503984,4483233,8966698,18370532
130497,334325,392413,744378,1182922,2488555,4539936,9051969,18148275
128986,330396,382248,734460,1187417,2490914,4481741,8974531,18121229
128436,330928,382362,747657,1182054,2480901,4514399,8984957,18598371
128624,330237,384787,745577,1178145,2514396,4481718,8936604,18201811
128166,332943,390275,742761,1191720,2498585,4523574,8936750,17802471
127995,327872,382522,742844,1176287,2498489,4480317,9009678,18497241
127081,329696,383618,738780,1186320,2489925,4494560,8981856,18194117
126862,328456,383950,735494,1195987,2521769,4501038,8965932,17796582
127904,329856,381562,740185,1183086,2489153,4480095,8966831,18312004
127214,328742,381183,742017,1187112,2503129,4474112,8946270,18094957
128678,331906,385636,739159,1177689,2559758,4473494,8943974,17888194
125876,332685,383308,805566,1187437,2458417,4495368,8955669,18605162
128644,331295,381400,738775,1198123,2491183,4509001,9016205,18096780
129508,331202,377311,738865,1178838,2495507,4479556,9003801,17829771
129115,331361,374473,735169,1178980,2489601,4469822,8950529,18275991
130059,328694,383219,734710,1205480,2475672,4499033,9012776,18411608
129998,352810,381616,738477,1177956,2427701,4460984,8958677,17756981
129964,332792,385046,734464,1183232,2497280,4475243,8936998,18592098
