x86 inductor b16,x86 inductor b32,x86 inductor b64,x86 inductor b128,x86 inductor b256,x86 inductor b512,x86 inductor b1024,x86 inductor b2048,x86 inductor b4096,x86 inductor b8192,x86 inductor b16384,x86 inductor b32768,x86 inductor b65536,x86 inductor b131072,x86 inductor b262144
535532,985729,1873920,3653903,7178332,13981593,28336972,52284492,89432533,101968913,160478283,295569152,595746579,1061215445,2066747125
532988,983416,1871825,3646819,7183812,13904410,27668871,46632585,89468956,113009537,202045896,314703182,565662544,1069787307,2061980057
532374,983112,1875124,3653858,7167629,14307139,27762663,105897326,91188450,143663290,203643743,314373320,556044284,1111879179,2063775979
535193,986259,1878437,3664487,7199215,14025128,27586177,85856657,86629925,112691047,193814519,322196972,559157863,1095923850,2084174530
536184,987631,1877610,3656725,7197380,14529488,27693385,80073132,82081787,109151917,168801393,289892969,609526308,1112260199,2089158744
532186,983099,1871193,3679590,7173968,13950179,28288696,100771289,71662604,104756974,127416848,285984807,581177280,1150400857,2080659794
535127,981342,1869154,3649619,7189080,13903107,27665560,49899981,87015729,106416971,163047577,293647265,589269867,1070880591,2050255586
536533,982975,1866799,3651801,7194629,14319146,28683855,51505424,84713117,124886192,181024085,285783605,561262404,1113809269,2046167392
534069,983300,1869399,3655418,7173369,14007084,27593425,58825959,89337486,143784838,168166244,282982447,546321154,1115141851,2059173620
540354,984535,1872391,3652232,7181882,14512184,27515347,69986191,92719563,90513276,159238517,321463657,532084191,1065124469,2043367405
541314,986430,1870445,3651136,7188705,14004670,28178758,84196682,59061726,134898780,169563483,326508744,551695849,1065287974,2058656935
535089,983642,1874871,3649873,7192706,13962609,27746809,76217813,52293208,133256809,170646058,300218034,555094471,1067733390,2075758151
538062,985723,1884037,3648299,7190234,14395871,28781294,102976633,60323880,130407300,155529288,292189816,555035992,1085219221,2049800692
538637,983124,1881605,3647858,7186501,13948433,27598096,39232234,73905171,97310556,172416780,286398549,530448098,1059336573,2095049718
533330,986368,1875424,3649864,7182237,14548949,27687390,45052856,88557212,119823714,159228201,299074193,552384422,1058440137,2044730815
538140,988103,1871184,3653034,7190816,13944588,28253666,82291493,67232422,162034459,160055056,277580478,547632390,1073978560,2064325820
534464,985771,1880080,3655526,7153756,13961866,27623257,56783383,72671953,105257465,150438379,329337281,564172332,1108832934,2062045147
535265,983305,1874960,3654310,7183435,14360507,28451325,55932135,75051990,116116092,170706191,296625967,552996144,1102701298,2079242133
536019,984906,1879290,3652634,7190253,13969334,27667280,50700762,69503569,106621215,154046887,285633604,540366163,1081058977,2052991995
532660,985724,1871221,3650458,7168963,14518876,27714759,64903591,87545818,126209232,184392132,285154778,534963840,1064248812,2058661578
535793,985557,1872722,3651360,7177660,13992472,28374783,61130494,84711512,107830516,188138523,311447503,586903242,1095911154,2060868238
541072,987308,1873885,3648868,7174423,13916409,27724073,71811887,72050182,117283467,162558199,281522505,572970208,1113681615,2084757718
532629,987291,1875163,3655454,7182106,14378470,28504421,45181554,99956432,128055591,183541355,317971905,606586289,1069468003,2049821433
535214,986119,1872211,3649267,7179227,13987472,27668225,49565363,85935748,111085366,177586822,288603281,533620218,1112262527,2081135465
534610,982994,1865204,3655576,7151428,14500084,27696297,69611789,83962261,113972830,166278824,282568510,541923324,1091776558,2064815645
531947,982291,1868807,3650700,7189703,13974978,28138291,52972642,90778218,129359265,181151322,294841474,579227524,1083806744,2061702259
537236,987392,1875562,3649622,7192202,13912912,27137590,80442528,65066108,118323253,171203894,294685270,532446567,1126987697,2064909217
532390,985955,1872648,3651818,7186736,14334717,28690139,50970719,95061720,123797734,171664576,287769103,558969528,1078095199,2074018141
531520,984782,1874909,3654032,7186858,13969673,27677223,40577848,100752891,112789910,174675764,303264579,556625941,1103932527,2043751126
536794,984939,1872356,3655814,7158735,14513679,27746506,83435901,72325839,129036014,164463742,303504655,550294768,1096554729,2089110420
534780,982512,1880683,3651991,7165873,13969658,28203989,86396188,79622744,113460141,198837609,305992150,542687691,1058617171,2056829488
530381,985005,1880400,3648565,7179169,13905794,27653359,106511737,84145318,119647325,156237942,305141734,530349833,1069990903,2065278888
534143,985725,1875545,3651609,7183922,14375620,28687338,67517714,50734781,119786617,163260394,311659462,561010193,1091497058,2064149502
534250,983324,1871469,3652906,7185404,13998487,27548763,92276208,82189178,125660756,150512732,308730113,540394965,1162056178,2075381179
532649,984225,1869547,3652256,7182564,14539109,27531011,106089970,78485662,188283312,160001510,302101104,589110663,1075378819,2058541778
532631,983074,1871609,3651800,7184518,13933594,28166631,91322819,88832442,112189324,172230462,312422335,593662428,1055135778,2056983464
531759,999081,1872856,3660104,7195332,13964509,27530267,81155174,89343314,133144914,162340474,320028805,540185177,1099006627,2078124598
530718,1004672,1867645,3658033,7191174,14367308,28354063,61796041,90069736,135164185,185581637,325845866,557359861,1068785767,2041964661
532801,988259,1872735,3652128,7188552,13983750,27638083,105958244,80055158,115363837,179870920,322584313,535326613,1069633660,2075737212
532218,983937,1878321,3649815,7189970,14512533,26772811,81062721,70297739,136071945,175966495,325610612,554944863,1106212054,2059926697
535796,985925,1874343,3643748,7191560,13954619,28289117,91480940,93408235,129528884,163458517,297564035,581731825,1083861963,2053828921
534879,988688,1877394,3645592,7181496,13927270,27657048,99123931,90852065,138633096,181204466,316689347,545290122,1053572505,2103579848
531349,988232,1871366,3651023,7187225,14357269,28727386,71867016,100227114,81784060,193024959,328940190,602297296,1061016995,2069586936
534062,990547,1875947,3648579,7185429,13982076,27685039,64741302,91306571,105723140,186930702,327737134,600601872,1076745581,2050325898
536282,984828,1870911,3648845,7180751,14482894,27721617,95336454,93827829,120738029,170688390,296752480,585560149,1109798331,2041526959
533441,982961,1874286,3654119,7183874,13958210,28334600,52684513,60129514,114277018,156034513,321774958,554577765,1111189116,2064831524
535178,984578,1872250,3651944,7178065,13927829,27647835,50026928,84583229,117315914,171248351,315286004,556126443,1076971367,2076213376
534069,984149,1866778,3657230,7179400,14366448,28858483,46934800,77799212,125997973,159050964,328228339,558724971,1107071023,2088606692
533576,982544,1868062,3657671,7174329,13997306,26660266,123171698,90312555,126352500,204044022,308008938,568045987,1074252225,2109044644
535529,988588,1869318,3653549,7164970,14527971,27102826,48753339,83017630,110812365,178803390,297219413,597246982,1069379609,2123226376
533797,1043920,1873329,3653362,7187232,13963085,28281211,91210218,70934846,122372198,167284323,289304868,574522964,1079722772,2053610173
531258,998830,1870209,3647360,7183910,13972079,27721350,50040199,58125841,107907852,199899924,300730820,551371189,1078837072,2049922845
535096,989237,1868885,3653600,7185889,14327353,28711360,90979288,86237596,110502960,195368353,291875967,570521366,1141158766,2067319777
531031,989137,1873156,3652415,7188721,13970991,30704325,93414528,87293358,134461769,175619739,290171981,547472980,1104944441,2097272159
532275,986726,1872204,3648568,7195866,14492812,60076031,59588340,80319396,86303490,158790143,298049887,539470296,1043255543,2101737875
533787,988770,1868834,3652305,7185588,13960695,31737614,52632314,63115067,114340365,199177707,275755264,551004109,1061072258,2095036366
532669,984186,1870285,3652901,7185437,13976272,27563077,71325036,93931783,112513614,168760085,315980838,537537734,1075142613,2107498046
540974,984335,1873681,3649032,7182823,14356480,28677834,56626698,54570057,141492300,178338392,297299236,558543744,1131977124,2067926381
539088,982786,1876951,3668432,7189176,14025727,27625225,64260240,77988618,124316825,168822878,306203275,555895164,1116619095,2020937466
533019,983017,1874770,3686470,7150594,14530460,27649726,95444746,113752355,121352978,178539855,296622522,552802377,1105721450,2055878952
538826,997650,1873272,3671594,7159495,14009387,28318499,48989010,93408593,108359203,170084633,322782603,561433782,1064213362,2066461630
535523,997329,1925837,3682568,7187933,13921484,27520410,59767398,88151009,130569215,175737846,311953702,552344044,1091505030,2079496317
532582,987809,1935314,3653764,7204071,14324081,27710878,69834474,87516606,127933422,164781583,286018835,537388414,1052259918,2073392435
535702,984500,1899671,3659155,7178518,13976642,27528748,54532568,63161444,120859863,182569723,286995496,560023034,1061070648,2056507854
534867,983273,1886542,3659460,7269820,14518743,27641293,89115752,84302951,126703541,176405601,306272412,580257922,1074097294,2046345283
534983,984219,1887525,3651290,7223765,13962615,28334563,107593738,85934785,122040332,149918825,296358868,546540206,1049435773,2030749838
533497,982298,1879054,3653692,7215908,13972592,27714653,99236876,89441635,152178795,173739485,327115237,559034203,1092734885,2077656247
531284,982350,1881671,3663350,7200255,14315684,28662388,67783228,63138032,112103888,155563269,303024156,551718978,1066003022,2047196854
535572,984239,1878750,3659010,7203405,13985041,27599936,43742399,77399539,112849673,156394500,295641960,557361579,1108299747,2061977319
535935,982923,1873222,3650559,7190410,14520270,27607268,51453641,74256359,85334645,152542270,340052265,541559367,1068559314,2053394768
530309,984532,1879366,3650673,7197965,13947929,28329962,91128375,74309853,111747637,194409178,283092709,562825312,1065409907,2072719431
530916,985346,1876701,3648499,7192885,13958638,27700934,53123191,58168125,94057780,172182229,312107792,552063634,1129647566,2086897683
532680,991056,1872795,3651104,7187742,14355268,28567550,98507963,39164580,133716753,168688375,321887408,565071917,1079414529,2059404255
532419,983089,1880146,3650768,7180745,14003113,27667379,91671673,65952465,117420581,193412321,287389515,549994454,1149487262,2083719469
534953,980805,1883300,3651376,7186503,14533956,27646088,55803650,70464556,100513695,174876286,340227202,564964819,1074100810,2052647690
534520,981186,1870788,3651563,7185653,13925048,28428661,80377673,68611454,137706019,161698216,291008211,547191085,1065615139,2106178836
531179,985564,1871046,3649660,7186114,13940123,27907281,57404224,78733489,127198217,147781369,311934185,555904800,1070877725,2048705379
534281,982402,1870927,3649526,7197943,14330774,28381300,98534477,76462411,147730859,170948901,281609443,574609472,1056650831,2087721371
537234,981951,1871141,3645467,7188633,13986266,27573838,57830143,62662977,149171696,174174207,337463607,563319077,1099679287,2102201672
532719,981486,1877641,3656464,7187868,14482571,27558628,100526785,68710632,139092985,204772595,335701089,565083200,1100020564,2075241627
534821,983911,1873035,3655381,7177788,14000387,28336600,60056509,81760034,125932382,158036886,302159817,565258559,1096814447,2070063012
531782,986799,1871647,3648945,7185400,13948725,27541342,53964757,67620804,124964443,183880539,343601689,568933449,1067271973,2071658688
531356,987636,1873967,3651676,7183850,14311416,28516703,27671878,52893000,137936294,168602555,343411588,539082046,1151769225,2102083683
532115,983587,1871828,3652397,7186614,13974804,27548966,71831173,75570846,138155990,159806209,316322552,585880764,1071319516,2083381766
531500,982751,1870422,3648269,7181357,14539686,27517366,59594368,63945264,158976574,181211754,330363229,549048428,1089550185,2092501274
532262,984328,1871185,3669369,7137225,13998170,28192952,64730372,59450092,106317632,170596746,297140161,535977643,1048062805,2068648788
532736,984158,1869325,3653726,7189386,13931539,27525017,91185158,61237601,145487916,182948346,314854750,572826802,1099840498,2067908881
531676,992701,1868701,3648947,7186639,14283709,28332550,74817558,55538771,102392947,180095786,332357303,551305495,1080201007,2117183809
535421,988370,1873964,3648657,7190357,13984911,27698461,66217791,66595577,115204060,162890597,283446746,561234481,1087227849,2066418542
533581,983701,1873541,3648400,7188874,14557967,27310381,80518010,80552446,91597708,170207488,329160221,548046866,1061962955,2070191386
531767,984176,1869833,3649307,7184869,13972212,24684316,81602585,63371072,127171756,234702407,327715273,566935305,1102701909,2062283445
532091,984273,1871485,3646267,7187218,13937035,27346117,45903372,75990560,122601960,168997716,302880313,582992151,1089166586,2092172001
533886,986785,1871784,3645682,7189559,14283265,28442439,79780982,83292532,109047104,203203417,336477320,592560748,1076179497,2076219213
530721,988727,1879551,3658492,7180065,13960949,26958655,56997847,98075934,141082832,194345101,317959131,570860366,1103443468,2082080759
533210,989068,1876904,3657652,7191255,14494310,27613081,76082076,83092350,97247446,156285499,331690523,587302414,1100255410,2056663246
531399,984288,1873231,3651174,7191714,13953289,28343469,58098988,86386315,121523668,160153804,292239236,552966484,1059994963,2083147412
530466,985282,1873604,3650299,7186465,13982569,26767157,57530851,79059886,116349319,191394689,314414785,586611492,1107291133,2054835585
533420,986827,1879562,3653333,7192661,14367543,28661060,51605793,96822807,115748805,189638025,324265670,588361422,1107295550,2029089867
532610,986570,1877799,3649535,7190683,13992743,27709073,99310338,88802048,127516164,165645989,300889488,544235052,1073476656,2034317885
530710,985757,1873020,3647210,7185323,14518057,27746358,73221125,77949076,100502120,217029171,349396956,597428389,1080617908,2059712338
531360,983375,1872829,3648649,7184798,13958433,28326495,77274932,78128720,104859832,192488117,354649329,570052026,1096330513,2114456473
529602,983273,1869851,3654575,7182584,13915357,27662964,65149918,66162201,122515744,155997310,308639184,555348206,1145867268,2063933393
533936,983462,1872765,3650961,7193234,14325493,28704885,85185194,63666246,130986179,193406112,298411870,565914879,1139545914,2081120181
533410,984013,1871295,3649266,7151727,13976131,27653740,64583296,61172132,119124947,182356097,305688771,566810860,1090859270,2062405421
532422,983762,1867802,3643711,7183478,14535410,26631601,58818512,76453660,118494803,146716093,292573639,544977412,1067209394,2061936841
534385,985632,1865968,3652375,7185584,13956346,40404877,99179097,77356898,125758617,155605177,283165679,596373833,1091602481,2056177168
535043,988313,1867149,3644163,7180661,13975748,27608670,69133078,89131739,121694645,181770799,278699328,539145215,1103482292,2061962834
530709,981153,1865453,3648350,7181677,14422060,28637228,58529076,84410054,115619643,174344563,320530779,567297318,1107484594,2069253630
534488,983365,1871269,3654706,7188271,13926511,27593098,60316987,98649201,123447741,169627739,294131554,551713431,1062349533,2078637634
532711,985602,1869721,3650478,7167999,14527831,27503820,76693506,88645051,173637549,187951780,283727873,570642525,1088790886,2050441461
532255,987584,1875170,3655915,7186904,13948600,28370783,86349878,94689308,102181653,178046309,288993550,597798570,1086603042,2059940415
534749,985507,1877112,3650017,7187064,13964585,27704723,59149293,96676811,127205805,160127570,286044739,591476345,1075216328,2050751293
531711,984620,1879464,3642972,7162794,14352742,28904844,92472728,84667933,137529720,153138800,313327950,560308708,1079442808,2042954410
534815,984035,1878660,3646031,7183373,13981381,24172103,72220648,86034555,128417146,157883118,306807586,553458454,1143905960,2062867184
535011,982079,1872626,3642456,7189588,14522647,43203575,47089716,67003510,93059599,156557626,314115835,596431918,1180453262,2061673335
532522,983832,1872758,3647241,7177306,13951441,27482161,131902561,83689274,91250542,161870743,282308497,555700505,1099133585,2068615370
536204,983715,1871350,3647988,7188085,13969532,27534176,96314593,79756915,137282994,164690413,296095803,585215355,1105302475,2064909841
533540,985233,1872784,3645351,7186128,14319438,28378275,83407698,56383964,104887206,165164083,317918793,556056101,1081817403,2069780355
534115,983664,1870080,3647793,7164002,13966215,27595105,133852457,82079757,145116432,154906615,297614070,597228182,1084861152,2057548135
533743,984307,1868566,3651208,7189132,14492712,27532955,94996232,92814385,140620434,175500875,294595240,579140553,1065014650,2069584249
533362,985815,1881624,3652288,7157706,13996336,28269014,44268928,77730225,142030266,166896162,308254471,597939726,1083255018,2061777195
531091,984218,1876701,3652559,7182273,13937110,27571754,64012682,82864003,127178100,173906702,285591225,529724731,1067616926,2060201325
534695,983904,1873202,3652636,7203544,14324481,28378729,79308221,86872623,122119106,162031263,296388669,556098433,1104136281,2048679183
531124,989126,1867366,3654156,7191008,13959460,27552393,85734809,58922141,84062720,161763785,288513330,548299595,1050004260,2051183610
529312,980435,1869420,3650209,7171724,14508357,27490830,79425922,75001277,121892888,174126983,323018437,550806830,1108172815,2055039233
533141,982242,1867376,3650650,7150924,13978921,28158977,45251156,82414248,94341359,160453366,308184853,555509121,1062030062,2061474174
530970,984684,1870748,3651874,7181302,13939354,27492254,55102436,59833388,134999824,163905429,295294499,572114164,1065565683,2103778499
538709,986695,1868800,3644044,7141213,14319339,28452453,63518366,80778691,190569299,171944601,298268160,590265947,1077638752,2078674024
536172,983209,1873170,3646680,7150822,13962509,27491512,69953940,89796141,139860373,179357511,284271160,547487362,1047096395,2063726219
529533,985678,1875048,3650885,7198231,14509429,27572123,64367168,94943002,87735731,158688809,318998309,576562307,1084369978,2051487077
537265,982872,1873765,3651430,7192485,13980741,28160072,82366748,90265465,97403243,173051309,339611246,558154602,1076923471,2068676441
536865,980569,1874173,3643814,7188252,13936213,27558090,73590635,117014277,174690481,217310447,336477532,549144317,1079331267,2079984909
532654,984727,1868954,3650384,7194091,14351257,28520575,68206028,111721773,116012066,198996558,295456787,551856243,1077865313,2048693874
535456,985510,1870715,3649612,7172454,14016505,27551019,58408633,90846640,123267903,157870058,297668707,576379709,1068879695,2065054356
536834,984210,1873606,3651770,7181022,14454662,27476332,56986453,69759912,131379916,162052476,281310600,542516441,1138669081,2096392833
535848,980699,1873385,3651200,7185068,13968885,28321574,77999946,65321572,119468526,153860960,319408095,554703527,1073807396,2045328177
536380,982224,1873167,3640828,7172795,13971403,27456670,78823598,55332721,107342618,191384145,282872077,571752359,1108818289,2059380446
537085,980838,1873375,3650630,7195745,14311072,28263980,57481282,65734560,121669098,179477673,302373644,561884674,1116002085,2081071852
537238,989086,1876145,3650300,7194458,13945599,27571799,68566226,81137757,116961704,160448005,306908901,563930058,1058632650,2106099719
540025,987369,1871568,3647866,7167760,14524908,27586356,61645910,76715703,132581630,152654163,294576559,561289462,1092949467,2081597453
537120,982575,1869555,3651573,7191998,14043222,28184873,92511181,67207493,154033566,175078545,336814069,536729806,1120051095,2095640573
532775,984428,1867005,3650111,7186819,13961448,27546104,58897647,94111508,142118895,166905793,294544997,529271985,1109450889,2056728440
534543,986467,1870232,3653561,7172411,14299401,28457000,104984481,72567222,132442038,174630563,290523072,551740426,1067117484,2062546784
532030,985883,1876620,3652765,7186440,13981164,27540570,70316459,53797347,131014299,159649020,287468171,566899764,1060899461,2084291055
535593,986600,1876280,3643380,7195609,14505255,27538760,87369509,64400120,124149081,175568814,306240245,645991200,1086798519,2063275468
539777,987713,1872392,3654846,7172978,14022330,28173608,83055343,50156209,135101330,176418773,343380911,530511609,1077705670,2043127828
531864,983114,1870754,3649412,7197355,13923943,27524564,108310564,69973040,128253301,177537319,301270054,559081827,1091489215,2079920599
539497,982430,1872736,3648554,7201544,14377879,28487441,117889388,78241741,121135514,177352035,299552309,560604435,1072786484,2091295617
536963,986739,1868251,3652600,7199133,13975474,27424277,90954884,72926277,123475987,181022302,326524298,557620189,1099503290,2073074725
534196,981627,1872540,3651280,7194543,14489145,27531654,105925030,60149506,118757342,179114181,308358919,537536139,1101590557,2068097482
539096,985016,1870094,3650920,7192312,13969431,28286428,67058269,67192035,118574024,156512484,293505732,556997834,1078942283,2107875901
536063,981390,1869451,3650809,7196168,13927265,27526294,91475039,103728009,119297592,153987967,288746925,561960459,1096512045,2045434228
536237,980990,1873055,3654791,7213368,14354523,28476557,46715979,83965929,116683201,173443373,280233712,560408738,1066907542,2106464969
535404,983759,1873127,3655471,7207748,14020107,27560738,78903427,82866333,118251171,188288953,299807583,573564773,1120048029,2058660186
535369,982800,1871059,3658517,7200686,14478061,31139124,83870704,70940404,105200469,160987412,325048822,559224127,1184055794,2040414294
536443,986917,1875584,3648829,7186545,13949905,28364228,87786327,72896933,119919783,162544759,313211305,575564513,1115926336,2086196864
533220,985552,1874742,3664057,7188520,13918614,27612863,71585016,75476349,119608278,172068059,301242350,587200011,1109001639,2069736500
533926,982138,1872466,3651329,7184395,14369243,28885935,72679331,79370170,119708610,166211761,287242891,557570067,1123398629,2093951302
534033,980557,1873966,3653839,7184579,13981678,27539441,85502711,86783527,131995469,176014761,300551199,575526061,1120603566,2073833710
534268,981135,1871917,3653889,7215751,14519290,27540103,48671541,88039525,108779308,171860080,299123881,594095935,1140020270,2071237920
531842,985280,1869901,3650930,7191800,13975201,27722745,56221387,84604662,95618112,152787080,282519809,597534391,1141588726,2065419005
536340,986714,1872605,3647138,7167648,13935930,27513317,81099829,90769191,124860579,175454869,309567587,579175210,1077670286,2091054209
538393,984544,1873794,3652109,7195037,14322281,28325174,100286250,59465441,102044110,163114870,294522287,604283720,1089659913,2069040208
534403,981346,1872464,3649270,7193919,13944301,27538430,68566690,78244595,87385355,166415212,297690398,548622091,1112859253,2062007635
535015,982495,1874682,3649160,7176634,14545807,27520751,72916259,94713977,124235388,151871165,286822786,570235549,1057956275,2083846621
535459,984581,1874405,3675563,7193708,13932589,28167987,65781081,97511782,102620163,180160894,279534648,554044688,1132895472,2057033412
530690,986638,1872360,3658099,7188794,13967200,27530904,98782255,64747313,126774491,151381038,284427295,552642200,1079174984,2088521190
538671,985399,1871069,3653009,7176186,14327668,28472607,59197511,83253323,103800201,169049220,283902298,573722152,1092546014,2079708817
536311,980036,1870074,3654215,7187868,13961474,27525429,108146872,104604298,129030452,200959185,290958842,585088988,1054502807,2076489238
529903,977177,1870909,3647120,7158602,14489090,27511386,72372225,79927979,113814063,174441747,294259681,551124578,1082378807,2073845664
536200,982157,1879794,3650086,7190855,13964066,27765999,82971826,64310325,145678768,172199048,300530846,552664756,1097917003,2118313213
537115,986127,1878829,3651013,7188757,14023509,27526496,101609464,69573675,152585136,163693085,282362319,599718151,1086959570,2068741818
537645,985921,1874239,3649199,7176296,14346628,28584166,56142524,78016427,128256144,164224218,290166250,569730980,1094223750,2049941729
532814,986022,1870209,3648373,7194154,13976092,27334714,56545166,74161312,93091632,161764670,297639091,549091870,1075631570,2067782814
532144,981465,1873795,3649843,7189971,14537137,27549429,70626146,70270180,146519502,157257681,293632371,553015687,1064370604,2073322564
534743,980300,1870038,3655098,7186093,13943385,28107222,86758852,79009051,135937551,173708074,288102757,552138667,1056866669,2065481375
531863,982752,1874252,3651236,7184766,13965530,27524914,57975939,80576528,133428691,162585600,296874080,538691433,1072991937,2050973716
533431,982969,1870979,3649749,7179700,14339976,28677225,79440331,95252356,157175339,155913192,287758402,556672342,1065105716,2044389330
533892,985425,1875715,3654161,7183108,14001269,27692472,56638720,110914076,184678080,174706582,282481555,563152605,1069224998,2050007444
533869,984580,1876939,3643935,7194196,14513832,27719048,63990715,75408595,92111750,179541105,279886188,572623972,1073813509,2061865756
530718,981669,1873059,3648263,7187622,13988030,27999453,106082702,73462803,135158607,180892846,288963622,539430269,1068833013,2045965819
537314,984692,1870922,3643460,7169515,13980637,27568200,56348529,76462832,101759359,161297328,293230681,555592448,1055348617,2073425365
538021,985236,1867950,3646537,7173601,14356862,28437395,78767776,71017977,91694380,159066992,288465951,540274973,1106718524,2089210250
533591,984009,1868243,3655094,7186640,14006041,27531661,58256385,77134742,115051099,170188281,316765478,529772088,1115754090,2104645837
537156,1286053,1867197,3662157,7180563,14514410,27573257,85585777,69243360,128988234,166489111,300062511,595568816,1053963748,2049811994
533639,996243,1874548,3650393,7188391,13933702,28139173,61717958,68600009,116566468,195430005,300391065,543739845,1071561272,2078797512
531864,990033,1871961,3654926,7171373,13975387,27592001,86204144,73852829,122913965,166305426,324412083,535986955,1069996825,2106076997
532835,985503,1873144,3657345,7197709,14355007,28471344,71749347,97993491,123947205,180370641,322334239,551623472,1058101690,2053152817
531705,987834,1877508,3648348,7207390,13947588,27538184,98090632,64091771,142399015,198906222,288799273,578644614,1079136732,2091054505
531156,982359,1875748,3651328,7168879,14500507,27574242,65258604,73636761,125828517,164599628,288539939,574358565,1087553956,2046948709
532899,983257,1871815,3650382,7186243,13938882,28166157,57702599,79155151,111500756,175043693,337474806,541334948,1095157822,2062820192
530886,982360,1868583,3648850,7206629,13967417,27537414,67577637,65517780,138463821,161916591,292547060,573338165,1136102824,2065998281
534189,987934,1867265,3653016,7209049,14350429,28525135,77095946,53211952,126777576,161504139,286553333,544756375,1076880697,2076377972
533928,987970,1868469,3648024,7230969,13980981,27369377,88845823,71863786,123566773,176355129,290867231,560486960,1053323251,2059495129
530003,988053,1872620,3651502,7207897,14509386,27544672,109370921,66392052,112357171,195492044,309853862,579749974,1087212140,2089189192
584055,990667,1868751,3650985,7182967,13933956,28173593,75656571,73970805,126375083,168194483,307028690,551485151,1125621713,2058880151
531342,989463,1869712,3643819,7186779,13908908,27671170,69126555,54503467,105873505,189292347,311673615,547350730,1080019234,2109106404
532777,985747,1869812,3649469,7188583,14357531,28677960,48738116,72158337,139093092,170987011,307097323,551042079,1063472779,2082036723
532988,988982,1869931,3649861,7183510,13965664,27544645,96305988,77783520,128203521,165657922,292075801,544884000,1055959965,2076263716
535543,986639,1867151,3649428,7180215,14496398,27495841,76807579,59995026,128735905,168581039,287626801,555053328,1091337131,2055946959
532956,982809,1875274,3655292,7146029,13984393,28254016,78250946,83653863,113412039,175394959,286634725,563679680,1102736205,2062217326
534741,982760,1865680,3652145,7195402,13913307,27805379,68549374,94009450,117161403,169441662,292412838,557026726,1115603078,2070853513
533813,982090,1869804,3653008,7197333,14318903,29981803,97675631,74851334,91064134,207252940,282130807,542333418,1118623279,2076057257
531474,982107,1866689,3653886,7188291,13958957,27345720,50646313,60098883,140559827,162094198,303781282,576603291,1101701139,2063847350
531275,985803,1871226,3647817,7185044,14515055,27496990,83039468,83190561,117545732,217550897,299715256,581515027,1069958247,2075178191
537425,985267,1870705,3653316,7187933,13973152,28203983,99365972,85653581,100283099,213785097,326065802,543710458,1065087250,2063097420
533735,984079,1870408,3650875,7178856,13957836,27543363,50006579,80300780,129239604,186948639,284037844,557797941,1048961071,2090478704
533456,986983,1872273,3644500,7188236,14317087,27701367,94129592,94905547,105627074,157468502,290501512,552836026,1120324751,2064117365
529071,984966,1872102,3650853,7186478,13994847,27609981,74853368,96033242,125706310,146222917,283292713,568536211,1074947687,2079249855
529170,984510,1868869,3656193,7186851,14535256,27994851,76009750,98086470,119752037,151975705,340485520,595958913,1085243430,2074715453
531015,987256,1871109,3654111,7188086,14031839,40656755,95043879,94201428,127783105,168533612,311050487,587019399,1047830947,2058586113
528741,985675,1869668,3652800,7184505,13960003,32083282,74351997,74980791,209706965,187681889,298402866,554906426,1125159116,2044595973
532438,978100,1878495,3653206,7179395,14294049,36075190,63462275,93789049,129504014,190751222,297379456,554158886,1104527158,2097265291
532323,982593,1873663,3658222,7152242,14001480,28841907,65677988,96207028,122484858,176594822,294742650,564612534,1072127351,2079907690
530602,984981,1869188,3652549,7157321,14651627,27855935,68265512,89098200,121830298,155907541,328873494,546227320,1086196591,2064973853
536114,985909,1870723,3715430,7186297,14097497,28158621,93975361,66890735,110763390,170543234,321868279,541486329,1116323138,2048445120
536145,985235,1874686,3673442,7187047,14009629,27470602,96544201,85498056,135375591,174984916,308210584,549011420,1073078121,2051577733
531909,986083,1871848,3662228,7183470,14384236,28457141,73168233,79429491,110962537,168382643,300040362,542247470,1074286223,2094716661
536867,982084,1870992,3651508,7174888,14017016,27527404,98461374,78953359,175828690,212796463,294086292,539767424,1107793185,2047062509
537055,982603,1873260,3655149,7179028,14581397,27414893,68251009,92699696,129349207,164424127,307023146,576314407,1093670302,2094244869
533392,984359,1878118,3660316,7180002,13994672,28078753,75439935,87900085,86197489,158403547,327526545,569843179,1103786666,2070073304
534925,986883,1875776,3656950,7182196,13975926,27522407,52347651,105489170,131303677,169900214,301664793,539027129,1087315447,2062103519
536548,983884,1874971,3658467,7155564,14302264,28397392,56986578,78653733,118037710,195447084,302968156,566557866,1061275614,2046111411
530740,982760,1867977,3647106,7184848,14012285,27505528,71976361,80240919,106866067,159403357,313684122,536748607,1060027284,2074927316
533015,981000,1866623,3653301,7188474,14485444,27482627,57317944,70632302,118461009,183178454,295217982,566634174,1048902722,2053961330
529748,982611,1869760,3650309,7185150,13956007,27747847,49430860,88015620,111863764,188012710,293368062,533308218,1091471634,2061116175
534175,982982,1868624,3661756,7183506,13957747,27626944,47518901,74645223,102023064,185965561,303784743,547230694,1134463838,2085457542
537950,983096,1868922,3673973,7180902,14334670,28684028,80200698,75912388,146748155,158343296,289876090,561764646,1129795719,2110975681
533358,985304,1873636,3655173,7183186,13972321,27652900,89984151,82768763,143567289,208343032,289505350,551406583,1091575438,2075699895
540557,984395,1870455,3654252,7178175,14515377,27616464,57282668,82597802,122066722,201585699,300202417,564234202,1084530402,2061521531
